step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,2,0.0,0.0,2.3002606154215757,1,0.0,0.08034078547700942,1,0.0,0.08055008059607327,0,0.0,0.17563741847025294,0,0.0,0.29787760381409745,2,0.0,-0.3
10.0,1,0.0,0.0,7.146541205962071,0,0.0,0.5025814095691972,0,0.0,0.6176913897335488,0,0.0,0.42850511253843854,1,0.0,0.5658165427130948,1,0.0,-0.15
15.0,1,0.0,0.0,8.853809126088363,0,0.0,0.6803945849658876,0,0.0,0.6371536217403978,0,0.0,0.7748343329335015,1,0.0,0.46681152237146634,1,0.0,-0.15
20.0,4,1.0,0.02127659574468085,8.894811076973127,2,0.0,0.665518169105199,1,0.0,0.6412229427377395,1,1.0,0.6909332097949737,0,0.0,0.5921090696821589,4,1.0,-0.6
25.0,3,5.0,0.09090909090909091,10.206688225826746,1,5.0,0.7220029558875206,0,0.0,0.8684305378288729,2,3.0,0.6678686194823092,0,0.0,0.7533377309435713,3,8.0,-0.44999999999999996
30.0,7,20.0,0.32786885245901637,8.413459727379033,3,11.0,0.6121561365031873,2,2.0,0.4926754592355856,2,10.0,0.5231979502443269,0,2.0,0.8073035026519005,7,25.0,-1.0499999999999998
35.0,17,51.0,0.6986301369863014,6.6029774424649466,5,22.0,0.5530202824652958,5,17.0,0.37473386840142003,3,16.0,0.4594654813967599,4,9.0,0.44761844628983755,17,64.0,-2.55
40.0,29,159.0,1.962962962962963,6.08008203091247,13,61.0,0.34126021597260375,6,42.0,0.39526409089690145,4,26.0,0.5304356385495678,6,37.0,0.42489464636938873,29,166.0,-4.35
45.0,37,235.0,2.6704545454545454,5.74468349435277,14,107.0,0.27055768666281654,6,55.0,0.418380563523472,5,33.0,0.5086847519145646,12,82.0,0.4320133407529956,37,277.0,-5.55
