step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,2,0.0,0.0,2.0957057081628587,1,0.0,0.062275648201482965,1,0.0,0.053517091222399914,0,0.0,0.17541099168167656,0,0.0,0.3125181209432064,2,0.0,-0.25
10.0,1,0.0,0.0,7.206297875276602,0,0.0,0.4633502975353445,0,0.0,0.5821698704598299,0,0.0,0.49978770884580553,1,0.0,0.58389251071617,1,0.0,-0.125
15.0,1,0.0,0.0,9.093620899956022,0,0.0,0.7400284335865358,0,0.0,0.6675605634047616,0,0.0,0.7941194889408302,1,0.0,0.4865070968116312,1,0.0,-0.125
20.0,5,5.0,0.10869565217391304,9.428188206130656,1,0.0,0.7873979440924832,1,0.0,0.6717476099194813,0,0.0,0.820886534429214,3,5.0,0.5347085097199179,5,5.0,-0.625
25.0,7,22.0,0.4,9.544936884112744,2,0.0,0.705358115337809,1,4.0,0.7400288832298741,1,0.0,0.7893296931200501,3,18.0,0.6073829104940566,7,22.0,-0.875
30.0,15,64.0,1.0158730158730158,7.05599985709461,4,4.0,0.5951616024069856,4,16.0,0.4570012096952256,2,4.0,0.36222581131975157,5,40.0,0.5638878048639987,15,64.0,-1.875
35.0,26,157.0,2.1506849315068495,5.800591767251393,3,14.0,0.6192856937539063,8,46.0,0.37381015583188926,5,24.0,0.37118593710350056,10,73.0,0.29026202274265483,26,157.0,-3.25
40.0,35,303.0,3.6951219512195124,5.254807314400726,9,41.0,0.42570176388975994,9,86.0,0.3275986384675943,6,54.0,0.35929997351132087,11,124.0,0.3582506674261021,35,305.0,-4.375
45.0,43,458.0,5.204545454545454,5.113756157356824,12,80.0,0.27138230318111856,9,120.0,0.45415525157020087,8,90.0,0.37314350373277905,14,183.0,0.35907409739655977,43,473.0,-5.375
50.0,48,664.0,6.574257425742574,5.1323746540769974,12,133.0,0.3771014345617485,12,161.0,0.31211486991071735,10,129.0,0.36789464281038675,14,247.0,0.3859881841474817,48,670.0,-6.0
55.0,52,910.0,8.125,5.255375541914615,14,201.0,0.42615327013696397,14,225.0,0.3117085167557815,10,175.0,0.399720345737083,14,317.0,0.29926769827574945,52,918.0,-6.5
60.0,63,1183.0,9.617886178861788,4.523759261774505,15,270.0,0.3487965781485571,17,297.0,0.26217197838121675,11,203.0,0.36510838130977435,20,401.0,0.24053498559760714,63,1171.0,-7.875
65.0,76,1530.0,12.047244094488189,3.90747531966426,20,360.0,0.19064851385207143,18,382.0,0.29820450199360926,16,271.0,0.3160209496686596,22,505.0,0.25383335142796026,76,1518.0,-9.5
70.0,91,1947.0,14.108695652173912,2.866160808616469,24,471.0,0.11630146549378592,22,480.0,0.16385530878798288,17,355.0,0.2931621579043399,28,630.0,0.18073657011963068,91,1936.0,-11.375
75.0,104,2434.0,16.786206896551725,2.4994626820795327,26,597.0,0.1355441077102371,25,597.0,0.11410299506885181,22,453.0,0.25429723522121445,31,776.0,0.16356146584509162,104,2423.0,-13.0
80.0,118,2990.0,18.924050632911392,2.082652579686219,28,734.0,0.1311054521941893,27,726.0,0.06782825906963608,27,575.0,0.2031190875003385,36,945.0,0.16394341468762674,118,2980.0,-14.75
85.0,130,3605.0,21.205882352941178,2.039083064034419,30,878.0,0.10647304975662773,28,861.0,0.10386973576855253,31,720.0,0.21654133977284315,41,1137.0,0.1517875830439558,130,3596.0,-16.25
90.0,137,4255.0,23.50828729281768,2.141204392038291,32,1030.0,0.11204339996035578,28,1000.0,0.17039787078552496,35,881.0,0.17606446434217862,42,1340.0,0.15109220324224973,137,4251.0,-17.125
95.0,147,4953.0,25.796875,1.9487677598009823,33,1188.0,0.11436075764051716,32,1147.0,0.16064269600770376,37,1059.0,0.17565408174930042,45,1555.0,0.1196227085723121,147,4949.0,-18.375
100.0,156,5713.0,28.282178217821784,2.106040737962389,35,1358.0,0.16453396339476906,34,1311.0,0.1446517690501744,41,1257.0,0.1622905782084357,46,1783.0,0.12786167372868018,156,5709.0,-19.5
105.0,167,6520.0,31.804878048780488,1.8294987325211596,37,1533.0,0.09307564176901129,39,1497.0,0.13802113392507367,44,1472.0,0.11812688977728372,47,2014.0,0.10887386704434011,167,6516.0,-20.875
110.0,177,7386.0,36.38423645320197,1.2849321313182196,40,1728.0,0.08116290129173936,41,1700.0,0.09795483122951976,48,1703.0,0.044303929589738486,48,2251.0,0.07044802069332184,177,7382.0,-22.125
115.0,186,8294.0,40.857142857142854,0.6359064516748931,41,1929.0,0.024180640355029946,43,1913.0,0.04486752157575476,51,1949.0,0.012091326999149127,51,2499.0,0.0012401112617383523,186,8290.0,-23.25
120.0,196,9261.0,45.84653465346535,0.3876747182679058,44,2146.0,0.04183120475444715,46,2138.0,0.019979212275681255,53,2210.0,6.088056045769266e-06,53,2763.0,1.4030860216929998e-06,196,9257.0,-24.5
125.0,197,10242.0,51.21,0.1822906793563457,44,2366.0,0.04165293967167587,47,2369.0,3.1980599763833055e-05,53,2475.0,0.0,53,3028.0,0.0,197,10238.0,-24.625
130.0,197,11227.0,56.41708542713568,0.07048346122804086,44,2586.0,0.0,47,2604.0,0.0,53,2740.0,0.011394931838962476,53,3293.0,0.0,197,11223.0,-24.625
135.0,198,12213.0,61.37185929648241,0.06357761837092346,44,2806.0,0.0,47,2839.0,0.0,54,3006.0,6.263843978734045e-06,53,3558.0,0.0,198,12209.0,-24.75
140.0,198,13203.0,66.34673366834171,0.06585788509367849,44,3026.0,0.0,47,3074.0,0.0,54,3276.0,0.0,53,3823.0,0.0,198,13199.0,-24.75
145.0,198,14193.0,71.321608040201,0.07129598238064791,44,3246.0,0.0,47,3309.0,0.0,54,3546.0,0.0,53,4088.0,0.0,198,14189.0,-24.75
150.0,198,15183.0,76.68181818181819,0.0,44,3466.0,0.0,47,3544.0,0.0,54,3816.0,0.0,53,4353.0,0.0,198,15179.0,-24.75
155.0,192,15479.0,78.17676767676768,0.08033466374837725,44,3686.0,0.0,47,3779.0,0.0,54,4086.0,0.0,47,4369.0,0.010251605068413444,192,15920.0,-24.0
