step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,2,0.0,0.0,2.5602459617599385,1,0.0,0.06565979933292275,1,0.0,0.09811942133238184,0,0.0,0.20881246905618478,0,0.0,0.3844123036535001,-0.15,2,2,0.0
10.0,1,0.0,0.0,7.282906745671882,0,0.0,0.4801507441930001,0,0.0,0.6103517745383675,0,0.0,0.4850363163653532,1,0.0,0.5804714774276709,-0.075,1,1,0.0
15.0,1,0.0,0.0,8.974326575890242,0,0.0,0.6694785492378696,0,0.0,0.621455519994451,0,0.0,0.8051170194584866,1,0.0,0.5397866123007776,-0.075,1,1,0.0
20.0,8,4.0,0.08163265306122448,8.34327925812871,2,0.0,0.6302943043443611,1,0.0,0.6434997721786616,1,1.0,0.7445160367607573,4,3.0,0.4595893949993292,-0.6,8,8,4.0
25.0,8,32.0,0.5818181818181818,9.143592704815592,1,2.0,0.6601230673948554,1,5.0,0.7323376747259059,3,8.0,0.6600997651073546,3,17.0,0.6006749426768904,-0.6,8,8,32.0
30.0,15,84.0,1.3548387096774193,7.333839995791524,4,12.0,0.6012614434953091,3,16.0,0.4642147975030231,3,18.0,0.41002969742211004,5,38.0,0.5517096891326884,-1.125,15,15,84.0
35.0,28,181.0,2.4794520547945207,5.8928547742529425,6,33.0,0.4692539306919031,8,43.0,0.4295019470851523,5,39.0,0.41731414927992033,9,66.0,0.3768893202728128,-2.1,28,28,181.0
40.0,34,321.0,3.8674698795180724,5.088231728398118,14,79.0,0.3082441948241761,7,76.0,0.388819107261451,5,64.0,0.487565382743743,8,102.0,0.34441061500759806,-2.55,34,34,321.0
45.0,47,445.0,4.8901098901098905,4.084621389576387,18,142.0,0.24908167965793235,10,82.0,0.30217652277548784,7,71.0,0.3875340870423598,12,142.0,0.324499050571382,-3.525,47,47,437.0
50.0,46,568.0,5.514563106796117,5.015929084002325,14,211.0,0.31589309462534343,10,114.0,0.3733306900189234,10,100.0,0.32258414639986166,12,200.0,0.3871015131589308,-3.45,46,46,625.0
55.0,46,784.0,7.127272727272727,5.569439227842946,15,261.0,0.3727440892277114,10,151.0,0.39635944033721593,9,144.0,0.3821428512432396,12,259.0,0.39603934235242205,-3.45,46,46,815.0
60.0,63,1042.0,8.403225806451612,4.419574898873974,17,325.0,0.3052292433431588,13,203.0,0.33879751328458335,13,197.0,0.285766697002218,20,332.0,0.2460594494956971,-4.725,63,63,1057.0
65.0,76,1387.0,10.8359375,3.907454181014417,24,429.0,0.11800592110568517,15,272.0,0.3602785651472022,15,269.0,0.33806642850355556,22,432.0,0.24346676218564525,-5.7,76,76,1402.0
70.0,77,1310.0,9.562043795620438,3.150314724684326,24,479.0,0.081617409019491,17,288.0,0.18484837495758147,14,334.0,0.3500455940572809,22,496.0,0.2185874613213111,-5.775,77,77,1597.0
75.0,78,1464.0,10.237762237762238,4.064069533152396,19,483.0,0.1822986055809354,21,313.0,0.1486927582115354,16,398.0,0.35157548049175624,22,512.0,0.2626296373699089,-5.85,78,78,1706.0
80.0,86,1824.0,11.844155844155845,3.829422176055601,20,531.0,0.16874663653608019,23,416.0,0.15202517034619853,20,484.0,0.3022111393231061,23,533.0,0.27361938329862495,-6.45,86,86,1964.0
85.0,100,2264.0,13.31764705882353,3.390048480214442,22,633.0,0.11527239287367405,27,534.0,0.16281572990404639,26,593.0,0.3077104847918601,25,604.0,0.1895561806808991,-7.5,100,100,2364.0
90.0,113,2777.0,15.778409090909092,2.9836050257266846,26,754.0,0.11744879031882066,28,667.0,0.20368739377945627,26,712.0,0.25917765189330205,33,746.0,0.16901525570195217,-8.475,113,113,2879.0
95.0,98,1927.0,10.646408839779005,2.7374667911831305,16,637.0,0.189359347571579,28,687.0,0.18072880154436205,22,655.0,0.2215784289862934,32,718.0,0.16738920021750153,-7.35,98,98,2697.0
100.0,97,1907.0,9.932291666666666,3.677782691934229,14,536.0,0.3182216138473278,26,732.0,0.21368977358382998,25,663.0,0.24282051144384575,32,780.0,0.21370581798075625,-7.275,97,97,2711.0
105.0,103,2314.0,12.115183246073299,3.646814401282332,13,475.0,0.37359940248159157,30,831.0,0.18337687995187615,26,747.0,0.2138441520228657,34,898.0,0.222155589982636,-7.725,103,103,2951.0
110.0,125,2895.0,15.0,2.408403152833056,16,546.0,0.1786058365171712,34,993.0,0.11404223323525726,33,899.0,0.16732974598156503,42,1095.0,0.09264201357296105,-9.375,125,125,3533.0
115.0,133,2444.0,12.863157894736842,1.7259739532876497,19,496.0,0.12437286173185297,33,964.0,0.08925985292765873,38,892.0,0.07341828570103345,43,1116.0,0.03800216283127075,-9.975,133,133,3468.0
120.0,127,2729.0,14.912568306010929,2.005165927489174,18,530.0,0.20070077546684023,29,1008.0,0.13464168099749804,38,1004.0,0.07130797191653725,42,1202.0,0.0670843056373655,-9.525,127,127,3744.0
125.0,131,3268.0,18.055248618784532,2.276138217713553,19,619.0,0.23700820786205737,30,1086.0,0.1710235159640732,39,1126.0,0.1088142775942907,43,1362.0,0.052068954040979824,-9.825,131,131,4193.0
130.0,138,3938.0,21.877777777777776,1.8141271382730566,19,711.0,0.1765180661479663,32,1217.0,0.13011984100973217,42,1326.0,0.08495591023138614,45,1575.0,0.021649828658271274,-10.35,138,138,4829.0
135.0,144,4157.0,23.48587570621469,0.8329840949668982,21,682.0,0.044213745135433066,34,1265.0,0.03027433577357937,45,1425.0,0.018472068683262278,44,1672.0,0.009587896069106561,-10.8,144,144,5044.0
140.0,134,3561.0,20.583815028901736,1.288872355729005,21,791.0,0.06810326526964029,33,1374.0,0.05759887277851055,42,1555.0,0.04508862474715834,38,1782.0,0.06560437239421381,-10.05,134,134,5502.0
145.0,128,3591.0,21.123529411764707,1.6803623121825413,23,897.0,0.09664599123556805,28,1403.0,0.12068422215725451,42,1620.0,0.026730768732805638,35,1789.0,0.1439379266142852,-9.6,128,128,5709.0
150.0,133,4091.0,24.207100591715978,1.40455568065762,27,1024.0,0.0864777763287705,28,1535.0,0.07456111689899032,42,1767.0,0.012299860640137002,36,1855.0,0.110620850265884,-9.975,133,133,6181.0
155.0,142,4741.0,28.389221556886227,0.8531813243283859,30,1171.0,0.0855364093547023,31,1681.0,0.06161056112157057,43,1980.0,2.1977084587061863e-06,38,2041.0,0.02904604553484487,-10.65,142,142,6873.0
160.0,135,4456.0,27.006060606060608,0.6918491528711234,28,1216.0,0.02652029367939169,34,1802.0,0.03578538280323823,37,2057.0,0.023688960406817845,36,2076.0,0.015927473254657928,-10.125,135,135,7151.0
165.0,132,4605.0,28.079268292682926,1.3840201382070594,30,1273.0,7.586466850150772e-06,37,1986.0,0.008085040893926736,32,2000.0,0.14495999672661106,33,1909.0,0.09313374628610824,-9.9,132,132,7168.0
170.0,126,4521.0,27.90740740740741,1.3592269526127339,30,1423.0,0.0,42,2192.0,0.00032341772856856144,28,1987.0,0.1184564185794873,26,1864.0,0.10745007820248709,-9.45,126,126,7466.0
175.0,125,4875.0,30.09259259259259,1.4298550816064928,30,1573.0,0.0,43,2407.0,1.8261683227018445e-05,31,2020.0,0.0827467352903433,21,1845.0,0.15212550678989167,-9.375,125,125,7845.0
180.0,133,5397.0,33.943396226415096,0.8968846765123932,30,1723.0,0.0,43,2622.0,0.0,35,2189.0,0.03657268563886178,25,1923.0,0.06976892462189269,-9.975,133,133,8457.0
185.0,108,3963.0,25.56774193548387,1.4610293354966009,21,1574.0,0.09476837531588996,37,2541.0,0.03175314353512996,28,1987.0,0.04735096609379956,22,1751.0,0.08935872476869101,-8.1,108,108,7853.0
190.0,101,3500.0,23.026315789473685,2.406069345067393,18,1437.0,0.18625446764453268,36,2520.0,0.0567381305187302,21,1778.0,0.14078982412777188,26,1696.0,0.11920870729767409,-7.575,101,101,7431.0
195.0,105,3836.0,25.91891891891892,2.0700392378626065,19,1405.0,0.13496989564928252,37,2536.0,0.04165095420241624,20,1643.0,0.14425939767830437,29,1752.0,0.1065388683268122,-7.875,105,105,7336.0
200.0,119,4350.0,29.39189189189189,1.2667789872708786,23,1514.0,0.02360457204261758,39,2728.0,0.01613928445246521,21,1739.0,0.11845408911028196,36,1919.0,0.028223352738935878,-8.925,119,119,7900.0
205.0,109,3613.0,24.917241379310344,1.3300655343162746,18,1423.0,0.05146137759684538,32,2617.0,0.029046787343401614,23,1647.0,0.07960929574720955,36,1952.0,0.014277343376984728,-8.175,109,109,7639.0
210.0,103,3462.0,24.906474820143885,1.6764675024401274,13,1363.0,0.19230350345081315,29,2562.0,0.030688091021124547,24,1663.0,0.07169904759780141,37,2136.0,0.03415583637797171,-7.725,103,103,7724.0
215.0,105,3779.0,27.583941605839417,1.8499793192859764,15,1407.0,0.20206792195414727,26,2563.0,0.06052859499418282,27,1514.0,0.04958358093915862,37,2321.0,0.03639071646103239,-7.875,105,105,7805.0
220.0,110,4262.0,31.10948905109489,1.4321160293902937,19,1491.0,0.10776262734521024,24,2683.0,0.08305611320896575,28,1650.0,0.0004629433608712615,39,2512.0,0.024362846038426964,-8.25,110,110,8336.0
225.0,115,4550.0,33.95522388059702,0.8771211927618979,22,1598.0,0.05830790011493461,26,2667.0,0.049873445312090287,28,1695.0,7.233055963976836e-07,39,2519.0,1.912010536973736e-05,-8.625,115,115,8479.0
230.0,108,4257.0,32.49618320610687,1.0255335843307813,26,1721.0,0.03265488703993019,24,2650.0,0.059001632662118504,28,1835.0,0.0,30,2524.0,0.0789893372381764,-8.1,108,108,8730.0
235.0,103,4312.0,33.42635658914729,1.3365843347062498,26,1844.0,0.03624316612965795,23,2498.0,0.10584058120245995,28,1975.0,0.0,26,2325.0,0.08969330230525113,-7.725,103,103,8642.0
240.0,100,4508.0,34.945736434108525,1.5121305071350972,26,1974.0,0.0009138149150585395,21,2348.0,0.11637202288838659,28,2115.0,0.0,25,2336.0,0.14580943545833128,-7.5,100,100,8773.0
245.0,105,4885.0,37.86821705426357,1.0279472258503257,27,2109.0,0.0,22,2453.0,0.10365156423417193,28,2255.0,0.0,28,2468.0,0.044545043955968894,-7.875,105,105,9285.0
250.0,104,4422.0,34.818897637795274,0.8641056772091451,27,2244.0,0.0,24,2426.0,0.077783860237946,24,2224.0,0.022091716094269246,29,2476.0,0.017526817383228695,-7.8,104,104,9370.0
255.0,99,4145.0,33.699186991869915,1.3037546881052893,27,2379.0,0.027021388086417734,25,2256.0,0.03794197664860769,19,2081.0,0.11868788164985922,28,2446.0,0.07252947145604927,-7.425,99,99,9162.0
260.0,98,4230.0,34.67213114754098,1.2371091048321259,27,2514.0,0.05714395876720892,28,2113.0,0.00012990673932939328,17,1949.0,0.11905955384243785,26,2323.0,0.08286126763967516,-7.35,98,98,8899.0
265.0,103,4733.0,38.795081967213115,1.1828666955231868,28,2650.0,0.05187141175473638,28,2253.0,5.979491076818726e-06,20,1977.0,0.09759722105132686,27,2402.0,0.1260014819347246,-7.725,103,103,9282.0
270.0,103,4746.0,39.55,0.3872691722101035,28,2790.0,0.006544399343936645,28,2393.0,9.699330969560455e-07,25,2092.0,0.015349547775506267,22,2520.0,0.07791641519061072,-7.725,103,103,9795.0
275.0,83,3417.0,28.475,1.2787302556872182,20,2550.0,0.0950579653163407,27,2384.0,0.002732631152620581,17,1703.0,0.07309260847291466,19,2318.0,0.10169716486980726,-6.225,83,83,8955.0
280.0,81,3425.0,29.273504273504273,2.1824637034467975,18,2447.0,0.20123221137618166,28,2524.0,0.05529753307041749,12,1419.0,0.21525229775903332,23,2280.0,0.033231577175684285,-6.075,81,81,8670.0
285.0,84,3659.0,31.54310344827586,1.964324860518453,19,2483.0,0.1446587717581506,28,2664.0,0.05690267946877961,8,1326.0,0.2113644232391262,29,2415.0,0.0037100955374233893,-6.3,84,84,8888.0
290.0,94,4074.0,35.426086956521736,1.211416065390935,22,2587.0,0.004012403079197249,28,2803.0,0.013407996089795886,12,1378.0,0.16342836489062607,32,2572.0,0.00010353786657113517,-7.05,94,94,9340.0
295.0,90,3794.0,34.18018018018018,0.9413042082867874,18,2330.0,0.02828981025108603,24,2658.0,0.029558946129857894,16,1297.0,0.03522462936969384,32,2732.0,6.6689141336187645e-06,-6.75,90,90,9017.0
300.0,85,3567.0,32.42727272727273,1.6201729295376834,13,2150.0,0.15001115581476243,20,2504.0,0.1209121350781759,20,1389.0,0.04480839968784495,32,2892.0,0.0,-6.375,85,85,8935.0
305.0,80,3599.0,33.018348623853214,1.7737243486882261,10,2118.0,0.27245831321192143,16,2342.0,0.13405306858600316,22,1494.0,0.0002129319477302264,32,3052.0,0.0,-6.0,80,80,9006.0
310.0,80,3781.0,34.68807339449541,1.777125817956729,11,2083.0,0.22926085734182924,15,2422.0,0.17918283157700413,22,1604.0,0.0,32,3212.0,0.0,-6.0,80,80,9321.0
315.0,85,3834.0,35.83177570093458,0.8244575491777443,15,1905.0,0.06638864376140731,18,2304.0,0.08942451583505254,22,1714.0,0.0,30,3200.0,0.0,-6.375,85,85,9123.0
320.0,77,2690.0,25.865384615384617,1.1082787918385506,15,1738.0,0.04504871949602812,15,2196.0,0.1178166451714453,22,1824.0,0.0,25,3221.0,0.043313699862149245,-5.775,77,77,8979.0
325.0,75,2245.0,21.58653846153846,1.406246214499348,14,1333.0,0.08623047807567918,16,2272.0,0.09012158743971868,22,1934.0,0.03576747144883009,23,3093.0,0.053630866226558736,-5.625,75,75,8632.0
330.0,81,2506.0,24.096153846153847,1.0783897286265547,17,1413.0,0.009430628618710598,19,2359.0,0.09437249090626103,22,2044.0,0.00041367668579702385,23,3148.0,0.07467188949598479,-6.075,81,81,8964.0
335.0,90,2937.0,28.514563106796118,0.616591254196925,19,1507.0,8.758445385532655e-06,22,2463.0,0.047045018901221584,23,2159.0,0.0,26,3273.0,0.0019819079885348943,-6.75,90,90,9402.0
340.0,85,2697.0,26.97,0.5319163480792092,19,1602.0,0.0,27,2586.0,0.03310661575390295,18,2085.0,0.04437380930166243,21,3077.0,0.026528287946496542,-6.375,85,85,9350.0
345.0,75,2266.0,23.36082474226804,1.482622707361586,19,1697.0,0.0,30,2729.0,0.0003234297119251546,13,1858.0,0.12074293138270609,13,2468.0,0.16062924043005056,-5.625,75,75,8752.0
350.0,70,2227.0,23.197916666666668,1.9822936135384943,19,1792.0,0.0,30,2879.0,9.087574558428839e-06,13,1608.0,0.13025624430084098,8,2064.0,0.23604764323500152,-5.25,70,70,8343.0
355.0,68,2380.0,24.791666666666668,1.8444728100235503,19,1887.0,0.0,30,3029.0,2.913898420196134e-07,14,1619.0,0.11193200824790232,5,2094.0,0.2521156208518996,-5.1,68,68,8629.0
360.0,75,2742.0,29.483870967741936,1.2210002764051135,19,1982.0,0.0,30,3179.0,0.0,17,1697.0,0.0009887190425432939,9,2135.0,0.18552767357474106,-5.625,75,75,8993.0
365.0,67,2303.0,25.876404494382022,1.184396138666852,11,1815.0,0.10011107572951453,30,3329.0,0.0,13,1345.0,0.06382524734228955,13,2190.0,0.07791931271054989,-5.025,67,67,8679.0
370.0,68,2349.0,27.0,1.4969392931721042,11,1730.0,0.1961811533166353,30,3479.0,2.865648573921038e-07,9,1069.0,0.2303637856743069,18,2268.0,0.008128590780829326,-5.1,68,68,8546.0
375.0,66,2475.0,28.448275862068964,1.564858611503957,11,1737.0,0.18011457735310055,30,3629.0,0.0,4,938.0,0.30880455408814195,21,2369.0,9.894150249214914e-06,-4.95,66,66,8673.0
380.0,71,2799.0,32.172413793103445,1.1318115051328184,12,1795.0,0.11789940168786911,30,3779.0,0.0,8,966.0,0.20412702668258229,21,2474.0,0.0,-5.325,71,71,9014.0
385.0,67,2566.0,29.837209302325583,0.9302075811410702,8,1533.0,0.049447026131478916,26,3594.0,0.029183247060338192,12,1014.0,0.0693479626258816,21,2579.0,0.0,-5.025,67,67,8720.0
390.0,61,2322.0,27.97590361445783,1.4788541588885613,4,1415.0,0.3179454349042602,22,3408.0,0.09274026933969996,14,1079.0,0.015778787228283627,21,2684.0,0.0,-4.575,61,61,8586.0
395.0,61,2368.0,28.53012048192771,1.8245208023049244,4,1348.0,0.3981418898213419,18,3232.0,0.13762142380810158,18,1165.0,2.8232326991648585e-05,21,2789.0,0.0,-4.575,61,61,8534.0
400.0,66,2555.0,30.783132530120483,1.4597894856309777,8,1379.0,0.24401252268014315,19,3187.0,0.1233965948719098,18,1255.0,0.0,21,2894.0,0.0,-4.95,66,66,8715.0
405.0,69,2704.0,32.97560975609756,0.7575050620693935,11,1429.0,0.13023287919057971,21,3010.0,0.04758824969327192,18,1345.0,0.0,19,2829.0,0.0,-5.175,69,69,8613.0
410.0,59,2256.0,27.85185185185185,1.4338631042880137,12,1489.0,0.058579585729012465,17,2854.0,0.06921739598248206,18,1435.0,0.0,12,2740.0,0.13810402756283024,-4.425,59,59,8518.0
