step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,4.673940352614348,1,0.0,0.3727902200609394,1,0.0,-0.6
10.0,0,0.0,0.0,7.091316555043796,0,0.0,0.5057812146879628,0,0.0,0.0
15.0,2,0.0,0.0,8.563660448481476,2,0.0,0.6016127192902987,2,0.0,-1.2
20.0,2,0.0,0.0,10.225674417721894,2,0.0,0.7163349479157369,2,0.0,-1.2
25.0,1,0.0,0.0,10.447089753268708,1,0.0,0.7257420407037476,1,0.0,-0.6
30.0,6,9.0,0.2571428571428571,8.904184465255176,6,9.0,0.6237479990990168,6,9.0,-3.5999999999999996
35.0,8,38.0,0.95,7.758137796328663,8,38.0,0.5389532730900176,8,38.0,-4.8
40.0,13,87.0,1.891304347826087,7.276158940630801,13,87.0,0.46933187351077665,13,87.0,-7.8
45.0,19,165.0,3.235294117647059,6.827109090311704,19,165.0,0.42834457721704616,19,165.0,-11.4
50.0,24,265.0,4.732142857142857,5.754748579549593,24,265.0,0.34626690445615654,24,265.0,-14.399999999999999
55.0,26,392.0,6.533333333333333,5.8182189681333085,26,392.0,0.3414567433089396,26,392.0,-15.6
60.0,34,540.0,8.181818181818182,5.503287524497979,34,540.0,0.330858229724958,34,540.0,-20.4
65.0,37,709.0,10.128571428571428,4.837232549314995,37,709.0,0.2968635325132883,37,709.0,-22.2
70.0,42,904.0,12.383561643835616,4.29775695749795,42,904.0,0.27864470978888317,42,904.0,-25.2
75.0,47,1122.0,14.025,4.041092665918067,47,1122.0,0.24773514466619806,47,1122.0,-28.2
80.0,55,1367.0,16.08235294117647,3.8973351207917184,55,1367.0,0.2248546196094091,55,1367.0,-33.0
85.0,58,1640.0,18.021978021978022,3.6062178628563952,58,1640.0,0.19825400204867213,58,1640.0,-34.8
90.0,64,1946.0,20.48421052631579,3.0737634160296503,64,1946.0,0.18245434808052188,64,1946.0,-38.4
95.0,70,2275.0,22.75,3.003103841495263,70,2275.0,0.17324125632272153,70,2275.0,-42.0
100.0,73,2633.0,25.317307692307693,2.7161234889744374,73,2633.0,0.15688239451498942,73,2633.0,-43.8
105.0,81,3023.0,27.48181818181818,2.6641951228137764,81,3023.0,0.1557223247922064,81,3023.0,-48.6
110.0,86,3439.0,30.98198198198198,2.2692246952348034,86,3439.0,0.11840209073969453,86,3439.0,-51.6
115.0,91,3882.0,34.660714285714285,1.832797139826549,91,3882.0,0.09303092320410643,91,3882.0,-54.6
120.0,94,4345.0,37.78260869565217,1.8019962000793257,94,4345.0,0.07284569258287835,94,4345.0,-56.4
125.0,98,4824.0,41.23076923076923,1.7625608224608431,98,4824.0,0.071841193997655,98,4824.0,-58.8
130.0,100,5314.0,45.03389830508475,1.6630280985512131,100,5314.0,0.07030140813365499,100,5314.0,-60.0
135.0,102,5811.0,48.425,1.7103976479625962,102,5811.0,0.06657391494241684,102,5811.0,-61.199999999999996
140.0,102,6317.0,52.641666666666666,1.5213671076911093,102,6317.0,0.05925125172843185,102,6317.0,-61.199999999999996
145.0,104,6834.0,56.01639344262295,1.636805492670383,104,6834.0,0.0655053739282836,104,6834.0,-62.4
150.0,107,7364.0,60.85950413223141,1.4526813041868996,107,7364.0,0.04460411991049865,107,7364.0,-64.2
155.0,107,7899.0,66.94067796610169,1.1929772468976905,107,7899.0,0.03323566923270796,107,7899.0,-64.2
160.0,107,8434.0,72.70689655172414,1.0029104976063317,107,8434.0,0.025441601726317865,107,8434.0,-64.2
165.0,107,8969.0,77.31896551724138,0.9947214745547055,107,8969.0,0.015914362389430187,107,8969.0,-64.2
170.0,107,9504.0,84.85714285714286,0.5610351911487922,107,9504.0,0.007232840360628395,107,9504.0,-64.2
175.0,107,10039.0,90.44144144144144,0.3769114978528922,107,10039.0,0.0,107,10039.0,-64.2
180.0,107,10574.0,96.12727272727273,0.31481612209092685,107,10574.0,0.0,107,10574.0,-64.2
185.0,107,11109.0,101.91743119266054,0.21106288616961819,107,11109.0,0.0,107,11109.0,-64.2
190.0,107,11644.0,106.8256880733945,0.21205817743031305,107,11644.0,0.0,107,11644.0,-64.2
195.0,107,12179.0,112.76851851851852,0.09510863749505077,107,12179.0,0.0,107,12179.0,-64.2
200.0,107,12714.0,118.82242990654206,0.0,107,12714.0,0.0,107,12714.0,-64.2
205.0,107,13249.0,123.82242990654206,0.0,107,13249.0,0.0,107,13249.0,-64.2
210.0,107,13784.0,128.82242990654206,0.0,107,13784.0,0.0,107,13784.0,-64.2
215.0,107,14319.0,133.82242990654206,0.0,107,14319.0,0.0,107,14319.0,-64.2
