step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,3.435816299744571,1,0.0,0.24268164566466133,1,0.0,-0.6
10.0,0,0.0,0.0,7.280849948538558,0,0.0,0.524103647787063,0,0.0,0.0
15.0,2,0.0,0.0,8.580005561838604,2,0.0,0.6209563452308039,2,0.0,-1.2
20.0,2,0.0,0.0,10.461101872066461,2,0.0,0.7564985514042692,2,0.0,-1.2
25.0,1,0.0,0.0,10.623076310900872,1,0.0,0.7717697005290399,1,0.0,-0.6
30.0,4,3.0,0.08571428571428572,9.022882035827553,4,3.0,0.6344603497091499,4,3.0,-2.4
35.0,8,29.0,0.7073170731707317,7.8735915448914,8,29.0,0.5310528910269678,8,29.0,-4.8
40.0,15,87.0,1.9333333333333333,7.231315258806223,15,87.0,0.46823718864989733,15,87.0,-9.0
45.0,19,167.0,3.2745098039215685,6.39213663991041,19,167.0,0.38227289699849953,19,167.0,-11.4
50.0,25,269.0,4.719298245614035,5.94167009320905,25,269.0,0.34672262956892175,25,269.0,-15.0
55.0,28,396.0,6.491803278688525,6.078449684733615,28,396.0,0.35566026366930886,28,396.0,-16.8
60.0,33,542.0,8.338461538461539,5.326637511849289,33,542.0,0.3220224802879293,33,542.0,-19.8
65.0,37,710.0,10.0,4.839434285238105,37,710.0,0.28224222824935014,37,710.0,-22.2
70.0,42,908.0,12.106666666666667,4.4234309836901735,42,908.0,0.27287205767322803,42,908.0,-25.2
75.0,43,897.0,11.2125,4.136781003794168,43,1036.0,0.2585585152057889,43,1036.0,-25.8
80.0,40,965.0,11.352941176470589,4.587431639892712,40,1097.0,0.263027575108994,40,1097.0,-24.0
85.0,41,1141.0,12.677777777777777,4.399998208612391,41,1236.0,0.2449536368133647,41,1236.0,-24.599999999999998
90.0,51,1374.0,14.3125,4.371501657239482,51,1461.0,0.22119484924367894,51,1461.0,-30.599999999999998
95.0,60,1653.0,16.366336633663366,4.283613935176615,60,1740.0,0.19814382660133598,60,1740.0,-36.0
100.0,68,1963.0,19.245098039215687,3.621994271990166,68,2050.0,0.18768396328106715,68,2050.0,-40.8
105.0,72,2303.0,22.14423076923077,3.483364913709437,72,2391.0,0.1756939941088952,72,2391.0,-43.199999999999996
110.0,77,2674.0,25.22641509433962,2.7722112022988914,77,2761.0,0.12391763513653654,77,2761.0,-46.199999999999996
115.0,83,3074.0,29.276190476190475,2.3396964274702508,83,3161.0,0.1032939038256645,83,3161.0,-49.8
120.0,86,3497.0,32.990566037735846,1.9759154710289568,86,3584.0,0.07337823117094835,86,3584.0,-51.6
125.0,91,3939.0,36.137614678899084,1.9101434900813845,91,4026.0,0.06955354898408761,91,4026.0,-54.6
130.0,91,4393.0,40.30275229357798,1.8549297268423106,91,4480.0,0.08064111302655141,91,4480.0,-54.6
135.0,93,4853.0,43.72072072072072,1.704160806359392,93,4940.0,0.0705042844442453,93,4940.0,-55.8
140.0,95,5321.0,47.93693693693694,1.4750988003642436,95,5408.0,0.07405875688464865,95,5408.0,-57.0
145.0,98,5803.0,51.8125,1.4539648956793754,98,5890.0,0.05752441883072144,98,5890.0,-58.8
150.0,99,6296.0,56.214285714285715,1.4801780983684971,99,6383.0,0.05164882207923054,99,6383.0,-59.4
155.0,99,6791.0,62.30275229357798,1.1293127742140319,99,6878.0,0.03739151169961631,99,6878.0,-59.4
160.0,99,7286.0,66.8440366972477,1.139117572764981,99,7373.0,0.01838796632375846,99,7373.0,-59.4
165.0,99,7781.0,72.04629629629629,1.0234107129252428,99,7868.0,0.017944833505256295,99,7868.0,-59.4
170.0,99,8276.0,78.81904761904762,0.7172854653593834,99,8363.0,0.0096275509480639,99,8363.0,-59.4
175.0,99,8771.0,85.15533980582525,0.4121808636030219,99,8858.0,0.0,99,8858.0,-59.4
180.0,99,9266.0,90.84313725490196,0.3359844071853166,99,9353.0,0.0,99,9353.0,-59.4
185.0,99,9761.0,96.64356435643565,0.22253108727155288,99,9848.0,0.0,99,9848.0,-59.4
190.0,99,10256.0,102.56,0.10015939894785218,99,10343.0,0.0,99,10343.0,-59.4
195.0,99,10751.0,107.51,0.10634030484409117,99,10838.0,0.0,99,10838.0,-59.4
200.0,99,11246.0,113.5959595959596,0.0,99,11333.0,0.0,99,11333.0,-59.4
205.0,99,11741.0,118.5959595959596,0.0,99,11828.0,0.0,99,11828.0,-59.4
210.0,99,12236.0,123.5959595959596,0.0,99,12323.0,0.0,99,12323.0,-59.4
215.0,99,12731.0,128.59595959595958,0.0,99,12818.0,0.0,99,12818.0,-59.4
220.0,99,13226.0,133.59595959595958,0.0,99,13313.0,0.0,99,13313.0,-59.4
225.0,99,13721.0,138.59595959595958,0.0,99,13808.0,0.0,99,13808.0,-59.4
230.0,99,14216.0,143.59595959595958,0.0,99,14303.0,0.0,99,14303.0,-59.4
235.0,99,14711.0,148.59595959595958,0.0,99,14798.0,0.0,99,14798.0,-59.4
