step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,2,0.0,0.0,2.8739065284462417,1,0.0,0.09078399483864358,1,0.0,0.1072960014292957,0,0.0,0.23493292614127198,0,0.0,0.41379982522131264,-0.15,2,2,0.0
10.0,1,0.0,0.0,7.637435446674923,0,0.0,0.5236111523425409,0,0.0,0.6737261554781845,0,0.0,0.4963368421157168,1,0.0,0.5649348225603893,-0.075,1,1,0.0
15.0,1,0.0,0.0,8.747262739358247,0,0.0,0.6324357034480224,0,0.0,0.6465744943317165,0,0.0,0.7387876687043333,1,0.0,0.5059862074946658,-0.075,1,1,0.0
20.0,9,8.0,0.16326530612244897,8.53472277954454,2,0.0,0.6450665723485686,2,1.0,0.6458214366372276,1,1.0,0.7156970509120881,4,6.0,0.49645099592946046,-0.675,9,9,8.0
25.0,8,33.0,0.6,9.15213891821674,0,0.0,0.7582420181870216,1,6.0,0.7367666906122776,4,9.0,0.5970017293867875,3,18.0,0.5745816380783925,-0.6,8,8,33.0
30.0,16,86.0,1.3870967741935485,6.630553180395788,3,4.0,0.57987005751585,3,17.0,0.4134129345678537,5,25.0,0.3645673518088365,5,40.0,0.4893623014828863,-1.2,16,16,86.0
35.0,26,100.0,1.36986301369863,5.38905057064654,6,28.0,0.5198239530381272,7,27.0,0.36225038396728143,5,38.0,0.34081624015550177,8,53.0,0.28840575523865064,-1.95,26,26,146.0
40.0,32,210.0,2.5609756097560976,5.305654491048062,12,67.0,0.35243153334114014,7,56.0,0.30796660184567975,7,55.0,0.4344792338726538,6,56.0,0.3932402107073814,-2.4,32,32,234.0
45.0,37,315.0,3.6206896551724137,5.4250493040072945,13,122.0,0.33935411726581827,10,103.0,0.33478756328236536,4,58.0,0.49697307292660803,10,87.0,0.39255538254614725,-2.775,37,37,370.0
50.0,40,431.0,4.267326732673268,5.226392716986605,13,179.0,0.34180350583102187,9,135.0,0.3071253247301538,5,38.0,0.4082495650652083,13,140.0,0.36675850816044603,-3.0,40,40,492.0
55.0,42,533.0,4.758928571428571,5.512567262619702,14,221.0,0.38488406795279045,9,154.0,0.3659490423317666,7,68.0,0.42578307137420035,12,162.0,0.34807542635639577,-3.15,42,42,605.0
60.0,51,597.0,4.853658536585366,5.054619511077618,13,259.0,0.304248010070729,9,175.0,0.38037383536207053,12,117.0,0.3848434346496519,17,218.0,0.3372051156867731,-3.825,51,51,769.0
65.0,51,745.0,5.96,4.933451384146529,14,284.0,0.2616606115978971,9,149.0,0.5095862101040518,10,134.0,0.3879659750201981,18,294.0,0.2490719774160207,-3.825,51,51,861.0
70.0,63,891.0,6.551470588235294,4.217971409848521,15,351.0,0.26103737779908315,8,130.0,0.3582027679444402,15,170.0,0.33863180522801223,25,403.0,0.250979439788256,-4.725,63,63,1054.0
75.0,72,1058.0,7.347222222222222,4.2738676964361275,19,439.0,0.22625734993345956,14,121.0,0.31988069608039577,16,240.0,0.34175791445920367,23,450.0,0.29261904888497214,-5.4,72,72,1250.0
80.0,82,1315.0,8.483870967741936,3.6113377481704467,21,514.0,0.190438987487622,18,194.0,0.13487670071257707,18,316.0,0.34007402962305594,25,480.0,0.24045415145831717,-6.15,82,82,1504.0
85.0,94,1641.0,9.885542168674698,3.2455037347682665,19,572.0,0.1559984815698824,22,270.0,0.18113268431361693,22,410.0,0.31437660322409433,31,607.0,0.14772219415316992,-7.05,94,94,1859.0
