step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,3.6963163520985596,1,0.0,0.2635917899998972,1,0.0,-0.5
10.0,0,0.0,0.0,7.245154948977952,0,0.0,0.5200849609615504,0,0.0,0.0
15.0,2,0.0,0.0,8.451070818468626,2,0.0,0.5950957941894425,2,0.0,-1.0
20.0,2,0.0,0.0,10.140328882980937,2,0.0,0.7317501878268,2,0.0,-1.0
25.0,1,0.0,0.0,10.135651774432167,1,0.0,0.7355304462785112,1,0.0,-0.5
30.0,6,11.0,0.3142857142857143,8.395999713521798,6,11.0,0.6003862112750118,6,11.0,-3.0
35.0,11,41.0,1.025,8.078829290438435,11,41.0,0.5519831786980228,11,41.0,-5.5
40.0,14,98.0,2.130434782608696,6.780525776946767,14,98.0,0.43836883285621703,14,98.0,-7.0
45.0,22,185.0,3.627450980392157,6.1599396623373925,22,185.0,0.4064303813003613,22,185.0,-11.0
50.0,27,293.0,5.232142857142857,5.340015098352505,27,293.0,0.35175259733100495,27,293.0,-13.5
55.0,29,429.0,7.15,4.99061592583689,29,429.0,0.33333736045227286,29,429.0,-14.5
60.0,33,584.0,8.716417910447761,4.798974629831406,33,584.0,0.303366205704224,33,584.0,-16.5
65.0,39,759.0,10.541666666666666,4.721416243037177,39,759.0,0.2944192237868277,39,759.0,-19.5
70.0,44,967.0,12.397435897435898,4.353412756877108,44,967.0,0.2607183465059083,44,967.0,-22.0
75.0,50,1204.0,14.506024096385541,3.7312302995102247,50,1204.0,0.23787754505106765,50,1204.0,-25.0
80.0,56,1465.0,16.647727272727273,3.54220669104297,56,1465.0,0.21619139366923687,56,1465.0,-28.0
85.0,59,1755.0,18.670212765957448,3.4983036149289912,59,1755.0,0.2078108970148895,59,1755.0,-29.5
90.0,68,2071.0,20.71,3.114469254310242,68,2071.0,0.1718203554883404,68,2071.0,-34.0
95.0,74,2420.0,23.725490196078432,2.6004352523888747,74,2420.0,0.16205898126999246,74,2420.0,-37.0
100.0,77,2797.0,25.89814814814815,2.701233551285906,77,2797.0,0.15275144286730924,77,2797.0,-38.5
105.0,83,3199.0,28.309734513274336,2.642593526843574,83,3199.0,0.15176243930024572,83,3199.0,-41.5
110.0,88,3625.0,31.79824561403509,2.2950415462798546,88,3625.0,0.11995456658832715,88,3625.0,-44.0
115.0,95,4082.0,34.888888888888886,1.7781558255133163,95,4082.0,0.0742160900456988,95,4082.0,-47.5
120.0,100,4571.0,38.73728813559322,1.3429595938004355,100,4571.0,0.05282318195350575,100,4571.0,-50.0
125.0,103,5078.0,42.31666666666667,1.2388548493948568,103,5078.0,0.041516339284202,103,5078.0,-51.5
130.0,109,5607.0,46.33884297520661,0.8817396119445541,109,5607.0,0.03987204597100864,109,5607.0,-54.5
135.0,111,6153.0,50.02439024390244,0.7016062796185544,111,6153.0,0.03945607223432382,111,6153.0,-55.5
140.0,115,6717.0,53.736,0.5903417965339158,115,6717.0,0.03818425416058348,115,6717.0,-57.5
145.0,118,7300.0,57.48031496062992,0.3948894399683471,118,7300.0,0.0233589278564001,118,7300.0,-59.0
150.0,123,7903.0,62.72222222222222,0.10429297605395466,123,7903.0,0.007148931832187711,123,7903.0,-61.5
155.0,125,8527.0,67.67460317460318,0.0009134746480431291,125,8527.0,6.329255492529711e-05,125,8527.0,-62.5
160.0,126,9157.0,72.67460317460318,1.3142354178862454e-06,126,9157.0,9.104828781500566e-08,126,9157.0,-63.0
165.0,126,9787.0,77.67460317460318,0.0,126,9787.0,0.0,126,9787.0,-63.0
