step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,3.5987801878713075,1,0.0,0.2618642170505498,1,0.0,-0.09999999999999998
10.0,0,0.0,0.0,6.674909932006107,0,0.0,0.4652960884497437,0,0.0,0.0
15.0,2,0.0,0.0,8.391712383927995,2,0.0,0.5738769578391683,2,0.0,-0.19999999999999996
20.0,2,0.0,0.0,10.332293531750969,2,0.0,0.7062731274928441,2,0.0,-0.19999999999999996
25.0,1,0.0,0.0,11.301882513242422,1,0.0,0.789314570657807,1,0.0,-0.09999999999999998
30.0,4,5.0,0.14285714285714285,9.086243708187363,4,5.0,0.6309114045019043,4,5.0,-0.3999999999999999
35.0,9,31.0,0.7560975609756098,7.777343833616711,9,31.0,0.5243649162226909,9,31.0,-0.8999999999999998
40.0,15,87.0,1.891304347826087,7.499903843613645,15,87.0,0.49944031356220875,15,87.0,-1.4999999999999996
45.0,17,165.0,3.235294117647059,6.702409252553763,17,165.0,0.4242434166756846,17,165.0,-1.6999999999999997
50.0,26,269.0,4.803571428571429,5.745398162539096,26,269.0,0.36895988095887483,26,269.0,-2.5999999999999996
55.0,26,393.0,6.661016949152542,5.516951732580963,26,393.0,0.3503758189738909,26,393.0,-2.5999999999999996
60.0,33,536.0,8.0,5.406249536824048,33,536.0,0.3236314859922349,33,536.0,-3.2999999999999994
65.0,38,705.0,9.791666666666666,5.102727093281694,38,705.0,0.31576999565810093,38,705.0,-3.799999999999999
70.0,42,894.0,11.92,4.4503182098467615,42,894.0,0.26778914255940683,42,894.0,-4.199999999999999
75.0,47,1113.0,13.74074074074074,4.248955113372981,47,1113.0,0.2503623706067479,47,1113.0,-4.699999999999999
80.0,53,1358.0,15.790697674418604,3.892251348804441,53,1358.0,0.22965951102440116,53,1358.0,-5.299999999999999
85.0,59,1634.0,18.155555555555555,3.47672123792832,59,1634.0,0.19814367765188967,59,1634.0,-5.899999999999999
90.0,65,1944.0,20.04123711340206,3.340978418609229,65,1944.0,0.18840660213380736,65,1944.0,-6.499999999999998
95.0,69,2272.0,22.495049504950494,3.168947878683782,69,2272.0,0.1799304940207683,69,2272.0,-6.899999999999999
100.0,73,2622.0,24.97142857142857,2.976231936910673,73,2622.0,0.1572242481858713,73,2622.0,-7.299999999999998
105.0,80,3009.0,27.605504587155963,2.583293190805887,80,3009.0,0.14027225138420135,80,3009.0,-7.999999999999998
110.0,86,3421.0,30.544642857142858,2.2878460208150773,86,3421.0,0.12395052320347412,86,3421.0,-8.599999999999998
115.0,86,3388.0,30.52252252252252,1.9170377553178686,86,3687.0,0.09931526338810315,86,3687.0,-8.599999999999998
120.0,81,3270.0,28.68421052631579,2.2898512375913165,81,3801.0,0.10370671324123097,81,3801.0,-8.099999999999998
125.0,79,3384.0,29.17241379310345,2.2757560477470866,79,4180.0,0.10582931639990774,79,4180.0,-7.899999999999999
130.0,78,3658.0,30.73949579831933,2.7211373318194467,78,4558.0,0.10106957792827269,78,4558.0,-7.799999999999998
135.0,86,4069.0,34.19327731092437,2.4094214123887956,86,4969.0,0.08447940716915746,86,4969.0,-8.599999999999998
140.0,87,3890.0,32.6890756302521,2.0938630873235624,87,5188.0,0.07746841687940252,87,5188.0,-8.699999999999998
145.0,83,3471.0,29.666666666666668,2.3760404627563823,83,5220.0,0.08889496711149099,83,5220.0,-8.299999999999999
150.0,80,3346.0,29.095652173913045,2.427831524158817,80,5530.0,0.08914921233068714,80,5530.0,-7.999999999999998
155.0,75,3274.0,28.97345132743363,2.5369061280309366,75,5917.0,0.07664158986873269,75,5917.0,-7.499999999999998
160.0,73,3422.0,31.10909090909091,2.2651036654886476,73,6287.0,0.05024773277310066,73,6287.0,-7.299999999999998
165.0,76,3738.0,34.93457943925234,1.9060386387514416,76,6657.0,0.039533125851823614,76,6657.0,-7.599999999999998
170.0,82,4136.0,40.549019607843135,1.0625086644417174,82,7055.0,0.008755692952327343,82,7055.0,-8.199999999999998
175.0,89,4565.0,46.111111111111114,0.7136329915544888,89,7484.0,0.0017101695281147118,89,7484.0,-8.899999999999999
180.0,94,5024.0,52.333333333333336,0.29499195146061774,94,7943.0,0.00011743032084787264,94,7943.0,-9.399999999999999
185.0,94,5494.0,57.83157894736842,0.14148902204752276,94,8413.0,6.944816048533046e-06,94,8413.0,-9.399999999999999
190.0,94,5964.0,63.4468085106383,2.214832015158991e-06,94,8883.0,1.4797291569286e-07,94,8883.0,-9.399999999999999
195.0,94,6434.0,68.44680851063829,1.9556239386447744e-06,94,9353.0,1.3394887269490685e-07,94,9353.0,-9.399999999999999
200.0,94,6904.0,73.44680851063829,1.166484261418672e-06,94,9823.0,8.12894670508872e-08,94,9823.0,-9.399999999999999
205.0,94,7374.0,78.44680851063829,0.0,94,10293.0,0.0,94,10293.0,-9.399999999999999
210.0,94,7844.0,83.44680851063829,0.0,94,10763.0,0.0,94,10763.0,-9.399999999999999
215.0,94,8314.0,88.44680851063829,0.0,94,11233.0,0.0,94,11233.0,-9.399999999999999
220.0,94,8784.0,93.44680851063829,0.0,94,11703.0,0.0,94,11703.0,-9.399999999999999
225.0,94,9254.0,98.44680851063829,0.0,94,12173.0,0.0,94,12173.0,-9.399999999999999
230.0,94,9724.0,103.44680851063829,0.0,94,12643.0,0.0,94,12643.0,-9.399999999999999
235.0,94,10194.0,108.44680851063829,0.0,94,13113.0,0.0,94,13113.0,-9.399999999999999
240.0,94,10664.0,113.44680851063829,0.0,94,13583.0,0.0,94,13583.0,-9.399999999999999
245.0,94,11134.0,118.44680851063829,0.0,94,14053.0,0.0,94,14053.0,-9.399999999999999
250.0,94,11604.0,123.44680851063829,0.0,94,14523.0,0.0,94,14523.0,-9.399999999999999
255.0,94,12074.0,128.4468085106383,0.0,94,14993.0,0.0,94,14993.0,-9.399999999999999
260.0,94,12544.0,133.4468085106383,0.0,94,15463.0,0.0,94,15463.0,-9.399999999999999
265.0,94,13014.0,138.4468085106383,0.0,94,15933.0,0.0,94,15933.0,-9.399999999999999
270.0,94,13484.0,143.4468085106383,0.0,94,16403.0,0.0,94,16403.0,-9.399999999999999
275.0,94,13954.0,148.4468085106383,0.0,94,16873.0,0.0,94,16873.0,-9.399999999999999
280.0,94,14424.0,153.4468085106383,0.0,94,17343.0,0.0,94,17343.0,-9.399999999999999
285.0,94,14894.0,158.4468085106383,0.0,94,17813.0,0.0,94,17813.0,-9.399999999999999
