step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,4.709412453183904,1,0.0,0.342588189189673,1,0.0,-0.09999999999999998
10.0,0,0.0,0.0,7.282430267767278,0,0.0,0.5064466457576778,0,0.0,0.0
15.0,2,0.0,0.0,9.001559847329414,2,0.0,0.6377726655553084,2,0.0,-0.19999999999999996
20.0,2,0.0,0.0,10.232429733172511,2,0.0,0.7400560117262864,2,0.0,-0.19999999999999996
25.0,1,0.0,0.0,10.715720158913115,1,0.0,0.7641285740207248,1,0.0,-0.09999999999999998
30.0,5,6.0,0.17142857142857143,9.347804352328492,5,6.0,0.6596464750297751,5,6.0,-0.4999999999999999
35.0,8,31.0,0.7560975609756098,8.428807141680768,8,31.0,0.5681474855424304,8,31.0,-0.7999999999999998
40.0,13,79.0,1.7173913043478262,7.516758166375192,13,79.0,0.4616048088511674,13,79.0,-1.2999999999999998
45.0,20,158.0,3.16,6.920026090380685,20,158.0,0.40918463790186654,20,158.0,-1.9999999999999996
50.0,23,258.0,4.607142857142857,6.070078714916891,23,258.0,0.3551078674797229,23,258.0,-2.2999999999999994
55.0,29,387.0,6.45,5.577633020441571,29,387.0,0.33134153143324757,29,387.0,-2.8999999999999995
60.0,33,535.0,8.23076923076923,5.064640772859225,33,535.0,0.31600017776959183,33,535.0,-3.2999999999999994
65.0,37,705.0,10.071428571428571,4.858835603535363,37,705.0,0.29690424101285384,37,705.0,-3.6999999999999993
70.0,41,899.0,12.14864864864865,4.443689749682088,41,899.0,0.2847292014946028,41,899.0,-4.099999999999999
75.0,46,1114.0,13.753086419753087,4.138684782998538,46,1114.0,0.2561277738737901,46,1114.0,-4.599999999999999
80.0,54,1360.0,15.813953488372093,3.809998928060372,54,1360.0,0.24088605696449786,54,1360.0,-5.399999999999999
85.0,59,1637.0,18.18888888888889,3.362593264899216,59,1637.0,0.1992128159125666,59,1637.0,-5.899999999999999
90.0,64,1942.0,20.229166666666668,3.3262870660381556,64,1942.0,0.19555968362652637,64,1942.0,-6.399999999999999
95.0,71,2277.0,22.544554455445546,2.9054705907344727,71,2277.0,0.17509993453732925,71,2277.0,-7.099999999999999
100.0,70,2260.0,21.32075471698113,2.84766699046325,70,2494.0,0.16921067035347098,70,2494.0,-6.999999999999998
105.0,67,2200.0,20.0,3.2006785064036642,67,2596.0,0.17699315302284452,67,2596.0,-6.699999999999998
110.0,64,2351.0,20.991071428571427,2.947268563955775,64,2857.0,0.14737949114888269,64,2857.0,-6.399999999999999
115.0,72,2674.0,23.252173913043478,2.9580112184339633,72,3186.0,0.12415628245321304,72,3186.0,-7.199999999999998
120.0,82,3056.0,26.57391304347826,2.618149435362008,82,3566.0,0.08837848824070516,82,3566.0,-8.199999999999998
125.0,90,3481.0,29.752136752136753,2.4148470848918353,90,3991.0,0.0686174645774803,90,3991.0,-8.999999999999998
130.0,92,3940.0,34.56140350877193,2.0880042117184994,92,4450.0,0.07334690790118086,92,4450.0,-9.199999999999998
135.0,94,4407.0,37.991379310344826,2.0604352024738106,94,4917.0,0.08302707023382455,94,4917.0,-9.399999999999999
140.0,97,4883.0,42.833333333333336,1.6059743387593894,97,5393.0,0.07245805289493365,97,5393.0,-9.699999999999998
145.0,98,5370.0,47.52212389380531,1.4674215059515596,98,5880.0,0.05848437119904498,98,5880.0,-9.799999999999997
150.0,100,5868.0,52.392857142857146,1.3642173681757004,100,6378.0,0.041339971894281305,100,6378.0,-9.999999999999998
