step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,2,0.0,0.0,3.0284603755222634,1,0.0,0.07695060352370243,1,0.0,0.07445389171208727,0,0.0,0.31900361049627524,0,0.0,0.4572838697621637,2,0.0,-0.3
10.0,1,0.0,0.0,7.768989532310007,0,0.0,0.5367324575397319,0,0.0,0.6664969380771291,0,0.0,0.5077682060095007,1,0.0,0.612785791322046,1,0.0,-0.15
15.0,1,0.0,0.0,9.136838892276298,0,0.0,0.6726154297645439,0,0.0,0.6336180455745893,0,0.0,0.8079823172076458,1,0.0,0.5305839028178242,1,0.0,-0.15
20.0,7,6.0,0.12244897959183673,8.85664986990845,2,0.0,0.6900084643522667,1,0.0,0.683022933370755,0,0.0,0.7204820468242259,4,6.0,0.4828557556549177,7,6.0,-1.05
25.0,10,35.0,0.625,8.838908328875792,3,3.0,0.6447840119683168,1,5.0,0.6174089566698581,3,6.0,0.6816467408107101,3,21.0,0.6339734916635433,10,35.0,-1.4999999999999998
30.0,18,95.0,1.507936507936508,7.032849826996392,4,14.0,0.616841859372089,6,23.0,0.44040880657042497,3,16.0,0.4189735038510915,5,42.0,0.5217956765980933,18,95.0,-2.6999999999999997
35.0,24,163.0,2.232876712328767,6.329776248298405,3,15.0,0.6261418577282887,6,40.0,0.4454716848330425,5,36.0,0.41697994860987775,10,77.0,0.3165725593720168,24,168.0,-3.5999999999999996
40.0,30,276.0,3.325301204819277,5.973999555385646,8,36.0,0.42963421181316924,7,68.0,0.3974627419050525,7,68.0,0.3761076644361077,8,108.0,0.45435330064305823,30,280.0,-4.5
45.0,40,412.0,4.478260869565218,5.169166744267145,13,77.0,0.26399660538345965,8,103.0,0.3975647223245775,7,96.0,0.44516647668645243,12,154.0,0.3740847440088448,40,430.0,-6.0
50.0,50,611.0,5.875,5.281261229994929,14,144.0,0.39073664687431725,13,155.0,0.33344297580794996,8,113.0,0.3745341506988238,15,215.0,0.3829977517685301,50,627.0,-7.5
55.0,46,702.0,6.267857142857143,4.911628146890054,14,198.0,0.3975765372275855,13,215.0,0.30066467436387195,7,118.0,0.3548893196273024,12,252.0,0.336309865570459,46,783.0,-6.9
60.0,61,937.0,7.556451612903226,4.364815832860012,16,263.0,0.3446730568032019,17,292.0,0.3248364348478186,8,100.0,0.28908018464260804,20,327.0,0.23935331491334874,61,982.0,-9.15
65.0,62,993.0,7.6976744186046515,4.165934981512171,17,307.0,0.21819509855990118,19,376.0,0.32785267736408924,9,137.0,0.3526251524572173,17,362.0,0.2581089064125584,62,1182.0,-9.299999999999999
70.0,71,1109.0,8.094890510948906,3.576400022044062,18,345.0,0.14514700438696926,24,483.0,0.2295609569530606,13,193.0,0.38063904692331624,16,355.0,0.22306949011564936,71,1376.0,-10.649999999999999
75.0,75,1334.0,9.2,3.6933276876848056,20,434.0,0.17464259490392153,28,612.0,0.1348374573265248,12,194.0,0.39294623284558383,15,390.0,0.26222837089012907,75,1630.0,-11.25
80.0,85,1619.0,10.44516129032258,3.172238422483941,25,548.0,0.17401562853476,32,758.0,0.024458408710754755,14,209.0,0.34218900580246947,14,424.0,0.2953894236789244,85,1939.0,-12.75
85.0,96,1773.0,10.745454545454546,2.922901488552188,29,657.0,0.11020096566199428,30,799.0,0.13584750158704426,18,286.0,0.28797119897416473,19,462.0,0.24996843936976226,96,2204.0,-14.399999999999999
90.0,98,1970.0,11.129943502824858,3.5047840272994706,29,774.0,0.13556023456649346,24,783.0,0.23986143717177585,22,382.0,0.2926996188734423,23,516.0,0.2354797945394147,98,2455.0,-14.7
95.0,97,2262.0,12.293478260869565,3.59893845622571,30,918.0,0.1883757591731465,19,876.0,0.2610318804122177,24,465.0,0.24791727016576928,24,555.0,0.233858516667521,97,2814.0,-14.549999999999999
100.0,106,2534.0,13.061855670103093,3.224416695985139,35,1079.0,0.15457986134806337,18,971.0,0.22508140507905552,30,581.0,0.20303655653883496,23,632.0,0.21761522784718174,106,3263.0,-15.899999999999999
105.0,111,2565.0,12.954545454545455,3.081736161162402,33,1172.0,0.15537002411824158,20,1034.0,0.18629879248752254,34,662.0,0.1672583308947674,24,688.0,0.20668291224280214,111,3556.0,-16.65
110.0,122,2994.0,15.43298969072165,2.845253230109341,35,1237.0,0.08767982275201719,25,1068.0,0.20948721575852444,34,704.0,0.17118451741190266,28,789.0,0.1903287471856091,122,3798.0,-18.3
115.0,128,3240.0,16.875,2.2940733501251866,37,1365.0,0.036019930816027536,31,1186.0,0.20227575633877795,30,779.0,0.11693953406763297,30,882.0,0.16221938433257063,128,4212.0,-19.2
120.0,131,3488.0,18.752688172043012,1.7948323643382649,35,1507.0,0.08138961220737297,38,1355.0,0.045091178622480514,26,753.0,0.09859563567461353,32,963.0,0.08104767677467212,131,4578.0,-19.65
125.0,127,3377.0,18.554945054945055,1.4892323729544337,33,1496.0,0.07273040514367392,38,1529.0,0.034906197880520455,23,847.0,0.08871114673172847,33,1111.0,0.04886408445711533,127,4983.0,-19.05
