step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0,0.0
5.0,1,0.0,0.0,3.601749635875846,1,0.0,0.2477435218889902,-0.3,1,1,0.0
10.0,0,0.0,0.0,6.8813061322809075,0,0.0,0.4874057397490162,0.0,0,0,0.0
15.0,2,0.0,0.0,8.676008057614323,2,0.0,0.6313913270212247,-0.6,2,2,0.0
20.0,2,0.0,0.0,10.242168908321986,2,0.0,0.7358767758525755,-0.6,2,2,0.0
25.0,2,1.0,0.03571428571428571,10.81123897550447,2,1.0,0.7869598386827016,-0.6,2,2,1.0
30.0,3,6.0,0.17142857142857143,9.171396917968936,3,6.0,0.6520350530661745,-0.9,3,3,6.0
35.0,9,32.0,0.7804878048780488,7.591162180191551,9,32.0,0.5094628366988391,-2.7,9,9,32.0
40.0,14,84.0,1.826086956521739,7.472672731339714,14,84.0,0.4888832335091885,-4.2,14,14,84.0
45.0,18,164.0,3.28,6.62905145592684,18,164.0,0.41041546633984577,-5.4,18,18,164.0
50.0,24,264.0,4.8,5.843782334784088,24,264.0,0.3634498860003728,-7.2,24,24,264.0
55.0,26,381.0,6.568965517241379,5.7869182980958085,26,381.0,0.34816287557560915,-7.8,26,26,381.0
60.0,32,526.0,7.96969696969697,5.483416132066943,32,526.0,0.31659287941694786,-9.6,32,32,526.0
65.0,39,696.0,9.666666666666666,5.310012457803883,39,696.0,0.30236992249010647,-11.7,39,39,696.0
70.0,41,890.0,12.191780821917808,4.327115454869751,41,890.0,0.25107835270542417,-12.3,41,41,890.0
75.0,49,1114.0,13.925,4.073712574507428,49,1114.0,0.24022405754198542,-14.7,49,49,1114.0
80.0,57,1367.0,15.895348837209303,3.7883196723953745,57,1367.0,0.21143350818072693,-17.1,57,57,1367.0
85.0,57,1645.0,18.27777777777778,3.5904442164997654,57,1645.0,0.19946782501848156,-17.1,57,57,1645.0
