step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0,0.0
5.0,1,0.0,0.0,3.9509547862379506,1,0.0,0.29032201602453017,-0.3,1,1,0.0
10.0,0,0.0,0.0,6.993132422111277,0,0.0,0.5101064555821032,0.0,0,0,0.0
15.0,2,0.0,0.0,8.629660833087339,2,0.0,0.6238475230713165,-0.6,2,2,0.0
20.0,2,0.0,0.0,10.168480874979092,2,0.0,0.7298650736695561,-0.6,2,2,0.0
25.0,1,0.0,0.0,10.982349996023121,1,0.0,0.7842368484452584,-0.3,1,1,0.0
30.0,4,4.0,0.11428571428571428,9.192350978668745,4,4.0,0.6465329477727747,-1.2,4,4,4.0
35.0,9,28.0,0.6829268292682927,7.808576882183709,9,28.0,0.5263218167051019,-2.7,9,9,28.0
40.0,14,79.0,1.7173913043478262,7.261487713921104,14,79.0,0.4672432170588552,-4.2,14,14,79.0
45.0,19,158.0,3.0980392156862746,6.761067735507633,19,158.0,0.423354693519984,-5.7,19,19,158.0
50.0,25,258.0,4.6909090909090905,5.533335139880028,25,258.0,0.35699572641765254,-7.5,25,25,258.0
55.0,27,381.0,6.35,5.832033680681291,27,381.0,0.35602031883799645,-8.1,27,27,381.0
60.0,31,528.0,8.0,5.420405349238761,31,528.0,0.3253422678875353,-9.3,31,31,528.0
65.0,38,692.0,9.746478873239436,5.057719971126114,38,692.0,0.2966145016385785,-11.4,38,38,692.0
70.0,40,879.0,11.72,4.734636702140242,40,879.0,0.27499984670486266,-12.0,40,40,879.0
75.0,48,1103.0,13.617283950617283,4.0598108946634035,48,1103.0,0.23444940359392297,-14.4,48,48,1103.0
80.0,50,1096.0,12.454545454545455,3.900596626956248,50,1254.0,0.22238528443223182,-15.0,50,50,1254.0
85.0,43,1143.0,12.842696629213483,4.111960985534268,43,1319.0,0.23468201667254568,-12.9,43,43,1319.0
90.0,46,1326.0,13.8125,3.987392841573538,46,1503.0,0.22316766678925654,-13.8,46,46,1503.0
95.0,57,1578.0,15.320388349514563,3.9961958362509526,57,1751.0,0.19871613014453554,-17.1,57,57,1751.0
100.0,63,1869.0,17.46728971962617,4.001340252634541,63,2042.0,0.18547392315601852,-18.9,63,63,2042.0
105.0,71,2207.0,20.626168224299064,3.449879880042244,71,2381.0,0.15812029438008648,-21.3,71,71,2381.0
110.0,80,2585.0,24.38679245283019,2.499094716165313,80,2759.0,0.11414822778107385,-24.0,80,80,2759.0
115.0,83,2994.0,28.245283018867923,2.3634139367868574,83,3168.0,0.1008548718235169,-24.9,83,83,3168.0
120.0,88,3425.0,31.712962962962962,2.092814300322532,88,3599.0,0.08141368551843517,-26.4,88,88,3599.0
125.0,92,3871.0,35.51376146788991,1.7272391845946247,92,4045.0,0.06708873361462682,-27.6,92,92,4045.0
