step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0,0.0
5.0,1,0.0,0.0,3.6442381274731215,1,0.0,0.23048127374195024,-0.3,1,1,0.0
10.0,0,0.0,0.0,7.438983777539487,0,0.0,0.4885106081270091,0.0,0,0,0.0
15.0,2,0.0,0.0,9.106807200456645,2,0.0,0.6138739629169669,-0.6,2,2,0.0
20.0,2,0.0,0.0,10.531083219962598,2,0.0,0.7274884110597566,-0.6,2,2,0.0
25.0,2,2.0,0.07142857142857142,11.096371501146379,2,2.0,0.781937478320851,-0.6,2,2,2.0
30.0,5,10.0,0.2857142857142857,8.704486393750601,5,10.0,0.611666711332569,-1.5,5,5,10.0
35.0,11,40.0,0.975609756097561,7.707336092712981,11,40.0,0.5370817559558582,-3.3,11,11,40.0
40.0,13,92.0,2.0,6.962857613613983,13,92.0,0.4554770025484518,-3.9,13,13,92.0
45.0,21,174.0,3.48,6.1994833434003995,21,174.0,0.4051431992386128,-6.3,21,21,174.0
50.0,23,278.0,4.964285714285714,6.025287234563842,23,278.0,0.3831565376119845,-6.9,23,23,278.0
55.0,25,398.0,6.745762711864407,5.608570560863526,25,398.0,0.3614401038566486,-7.5,25,25,398.0
60.0,33,541.0,8.196969696969697,5.1113360851434315,33,541.0,0.30321677757916304,-9.9,33,33,541.0
65.0,35,710.0,10.289855072463768,4.894467335456692,35,710.0,0.2892192735427357,-10.5,35,35,710.0
70.0,40,904.0,11.894736842105264,4.464067879301413,40,904.0,0.2717222444323596,-12.0,40,40,904.0
75.0,44,881.0,10.74390243902439,4.395519917151493,44,1022.0,0.2744669704912565,-13.2,44,44,1022.0
80.0,37,868.0,10.457831325301205,4.678178106564119,37,1069.0,0.27178550817031394,-11.1,37,37,1069.0
85.0,38,1026.0,11.52808988764045,4.375441841650513,38,1225.0,0.2513047041515557,-11.4,38,38,1225.0
90.0,52,1248.0,12.8659793814433,4.354329976937707,52,1441.0,0.2214472803825566,-15.6,52,52,1441.0
95.0,57,1516.0,15.628865979381443,3.908381700085671,57,1709.0,0.19484150970885994,-17.1,57,57,1709.0
100.0,65,1826.0,17.728155339805824,3.67252164705259,65,2019.0,0.18039915524825,-19.5,65,65,2019.0
105.0,73,2168.0,20.64761904761905,3.0632826731085387,73,2361.0,0.1628124151283886,-21.9,73,73,2361.0
110.0,76,2538.0,24.403846153846153,2.658826648443486,76,2731.0,0.14846430797491086,-22.8,76,76,2731.0
115.0,82,2935.0,27.952380952380953,2.0192271631430483,82,3128.0,0.10932161945240396,-24.6,82,82,3128.0
120.0,88,3357.0,31.373831775700936,1.8531275460552983,88,3550.0,0.09320009580010369,-26.4,88,88,3550.0
125.0,89,3796.0,35.148148148148145,1.8424411003495682,89,3989.0,0.09047403276289018,-26.7,89,89,3989.0
130.0,91,4247.0,38.26126126126126,1.8224288526464405,91,4440.0,0.07445506074030787,-27.3,91,91,4440.0
135.0,94,4707.0,41.65486725663717,1.6726501782979457,94,4900.0,0.07571513687172107,-28.2,94,94,4900.0
140.0,94,5175.0,45.39473684210526,1.9519654345224684,94,5368.0,0.08377452576400805,-28.2,94,94,5368.0
145.0,96,5650.0,48.706896551724135,1.9678260940754506,96,5843.0,0.07457911173101331,-28.8,96,96,5843.0
150.0,97,6133.0,53.79824561403509,1.6836001253354635,97,6326.0,0.057008682481086564,-29.1,97,97,6326.0
155.0,100,6629.0,59.72072072072072,1.2921051973385413,100,6822.0,0.04378391586459239,-30.0,100,100,6822.0
160.0,100,7129.0,65.40366972477064,1.0794884468556343,100,7322.0,0.027853774039979504,-30.0,100,100,7322.0
165.0,100,7629.0,70.63888888888889,0.9669627477788951,100,7822.0,0.018459196032865326,-30.0,100,100,7822.0
