step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,A3_stopped,A3_accumulated_waiting_time,A3_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,D0_stopped,D0_accumulated_waiting_time,D0_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,6,0.0,0.0,3.0726821634836274,1,0.0,0.0,0,0.0,0.23135759151465662,2,0.0,0.19437154875164628,0,0.0,1.0,0,0.0,0.28877028292550627,0,0.0,0.1414744247662625,0,0.0,1.0,0,0.0,0.2759299322253357,0,0.0,0.20855984419731033,1,0.0,0.09150696994466045,0,0.0,0.2809755329952306,1,0.0,0.09550768699057961,1,0.0,0.2167669242070406,0,0.0,0.3099715646171519,0,0.0,0.25673390125838336,0,0.0,0.4090353536186779,-0.113,6,6,0.0
10.0,11,0.0,0.0,7.322265689309545,1,0.0,0.3772213068425763,0,0.0,0.6868585813030433,2,0.0,0.5959073632969504,1,0.0,0.3042190385981308,1,0.0,0.42342367011717336,0,0.0,0.5945149958381357,1,0.0,0.2613453834677583,0,0.0,0.7159979168126379,0,0.0,0.7789602874072283,1,0.0,0.49761513495685683,0,0.0,0.6288411040325239,0,0.0,0.48340069362163585,1,0.0,0.43212989431601206,1,0.0,0.4847296686780531,0,0.0,0.5730817887384964,2,0.0,0.577082753015506,-0.206,11,11,0.0
15.0,5,0.0,0.0,9.152446403404667,0,0.0,0.8197610691499302,1,0.0,0.6403527934030282,0,0.0,0.7286199048968675,0,0.0,0.5389331491528133,0,0.0,0.7128105167386292,1,0.0,0.6290240637207212,0,0.0,0.5965608997722228,1,0.0,0.5513516646738896,0,0.0,0.7105197833559694,0,0.0,0.8168605180690517,0,0.0,0.6681854203029268,0,0.0,0.8267997118669167,0,0.0,0.6281530702808311,0,0.0,0.7677958801853828,1,0.0,0.4375292312385738,1,0.0,0.6306872779942291,-0.094,5,5,0.0
20.0,36,44.0,0.23529411764705882,7.7242824080982695,1,0.0,0.48992822878813574,2,3.0,0.6313731006583084,2,4.0,0.5894768260764631,1,0.0,0.7188251127041998,1,4.0,0.6444453017539252,1,1.0,0.5564641086825468,0,0.0,0.7397957233326663,3,2.0,0.41273509441825906,4,5.0,0.43785465445732163,4,4.0,0.4152637111196265,4,7.0,0.48096070731447954,4,1.0,0.514265624200651,2,4.0,0.7048635462097995,2,2.0,0.556985665447661,2,4.0,0.6488114979672482,3,3.0,0.5623078668488575,-0.675,36,36,44.0
25.0,54,226.0,0.9658119658119658,7.057542843811898,5,10.0,0.4459909698976936,3,16.0,0.5774676262699046,6,26.0,0.39807245897208476,0,0.0,0.6761265435399008,4,16.0,0.5378954980621657,3,11.0,0.4811274615054429,2,2.0,0.49920604173204153,2,10.0,0.6122655667592618,4,16.0,0.4953330818755107,5,27.0,0.43890186448703494,6,30.0,0.49807804655353427,3,9.0,0.43999161286309363,3,17.0,0.5846041044128721,3,13.0,0.5221546894175232,3,15.0,0.4893989732429791,2,8.0,0.4775179472822977,-1.012,54,54,226.0
30.0,96,555.0,1.89419795221843,5.901883592623322,6,30.0,0.44829496964968185,8,38.0,0.37845957997754376,10,69.0,0.29628034176859475,3,4.0,0.5714669299016522,3,31.0,0.5314097532961803,4,25.0,0.4205296219065164,6,17.0,0.4462100796845196,6,26.0,0.38833121952754623,4,34.0,0.590951361001771,6,53.0,0.41597374861837266,10,66.0,0.2245320841413574,7,32.0,0.46098208761595466,5,37.0,0.4397341831155917,7,35.0,0.3436817430107592,8,39.0,0.4339801423086707,3,20.0,0.5038178123451797,-1.8,96,96,556.0
35.0,124,1001.0,2.997005988023952,5.436777076598661,5,54.0,0.4728993132822589,11,80.0,0.28082515744123754,8,101.0,0.290936462962793,3,11.0,0.546736921609084,4,50.0,0.5138027960681237,6,52.0,0.4262013723817209,7,44.0,0.4357361936807787,9,62.0,0.30110209455773446,6,57.0,0.48251988161375353,11,90.0,0.3123912861977869,14,127.0,0.23681513999058357,8,67.0,0.3599547313008949,8,68.0,0.3303248416570273,8,59.0,0.3456469551213631,10,75.0,0.43354063936708415,6,45.0,0.5297088878402301,-2.325,124,124,1042.0
40.0,167,1645.0,4.283854166666667,4.659862412728194,5,65.0,0.5026596495656841,14,143.0,0.3027519217140911,11,124.0,0.3608388362555688,6,23.0,0.49042039387873854,6,56.0,0.41904066050495903,9,89.0,0.2803413239956721,12,90.0,0.31219029232553547,13,121.0,0.35861973865640817,10,97.0,0.2537143559620519,14,152.0,0.28873796440144156,15,199.0,0.1840224076299259,11,114.0,0.2797015446515,12,122.0,0.29244897116627233,10,99.0,0.20378490898599663,11,126.0,0.3794214397146282,8,78.0,0.44666098983988844,-3.131,167,167,1698.0
45.0,220,2565.0,5.979020979020979,4.130230275616129,8,97.0,0.4600963294574035,18,221.0,0.2334971826137256,10,173.0,0.3554003845580741,10,66.0,0.38431368552056994,8,60.0,0.32386616099991883,13,142.0,0.2309035293562264,15,153.0,0.31742082837962743,16,190.0,0.36401303684830244,13,155.0,0.07455119542104886,21,240.0,0.2779374994797849,21,286.0,0.2298349870583966,14,174.0,0.220772353629003,12,179.0,0.1984268518676824,15,153.0,0.2885521780216286,18,198.0,0.31179679613862266,8,113.0,0.3821899372658502,-4.125,220,220,2600.0
