step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,3.6962902941896267,1,0.0,0.2714798272808858,1,0.0,-0.6
10.0,0,0.0,0.0,6.989692106380164,0,0.0,0.5046672240971534,0,0.0,0.0
15.0,2,0.0,0.0,8.61988502725134,2,0.0,0.6153424281488059,2,0.0,-1.2
20.0,2,0.0,0.0,10.395102771295912,2,0.0,0.7426190577221713,2,0.0,-1.2
25.0,2,1.0,0.03571428571428571,10.358905290449439,2,1.0,0.7468287382032736,2,1.0,-1.2
30.0,5,12.0,0.34285714285714286,8.768202595056497,5,12.0,0.6306260135562125,5,12.0,-3.0
35.0,13,45.0,1.0975609756097562,7.684891020184713,13,45.0,0.5203744441085056,13,45.0,-7.8
40.0,15,107.0,2.3260869565217392,7.048068715970957,15,107.0,0.45792148217822193,15,107.0,-9.0
45.0,20,193.0,3.784313725490196,6.1736770108637335,20,193.0,0.3794516524403255,20,193.0,-12.0
50.0,28,311.0,5.553571428571429,5.447239771982142,28,311.0,0.35094387704566604,28,311.0,-16.8
55.0,29,445.0,7.416666666666667,4.997577173069653,29,445.0,0.30447667620701996,29,445.0,-17.4
60.0,35,613.0,9.149253731343284,4.738544610457095,35,613.0,0.27964666464316584,35,613.0,-21.0
65.0,42,801.0,11.125,4.263585482526178,42,801.0,0.2709314269155879,42,801.0,-25.2
70.0,47,1016.0,13.194805194805195,3.7459339510398477,47,1016.0,0.23252455513896564,47,1016.0,-28.2
75.0,51,1264.0,15.047619047619047,3.8440740922180137,51,1264.0,0.22455133151765422,51,1264.0,-30.599999999999998
80.0,59,1534.0,17.235955056179776,3.6083835340401547,59,1534.0,0.20865649971110142,59,1534.0,-35.4
85.0,62,1827.0,19.43617021276596,3.608324122405303,62,1827.0,0.19869509620652204,62,1827.0,-37.199999999999996
90.0,67,2150.0,21.717171717171716,3.1557493484954424,67,2150.0,0.1697341391193107,67,2150.0,-40.199999999999996
95.0,76,2502.0,24.057692307692307,2.7300862660295824,76,2502.0,0.16191803677674904,76,2502.0,-45.6
100.0,78,2878.0,26.40366972477064,2.881790616548478,78,2878.0,0.1568180537835491,78,2878.0,-46.8
105.0,83,3282.0,29.303571428571427,2.5245201185322124,83,3282.0,0.1391040590524009,83,3282.0,-49.8
110.0,89,3712.0,32.56140350877193,2.2052816243962865,89,3712.0,0.12322190590892929,89,3712.0,-53.4
115.0,95,4171.0,36.2695652173913,1.6683034352375095,95,4171.0,0.08475950925347656,95,4171.0,-57.0
