step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,4.099728754861281,1,0.0,0.2923943214390276,1,0.0,-0.6
10.0,0,0.0,0.0,7.438544206982284,0,0.0,0.544467964481171,0,0.0,0.0
15.0,2,0.0,0.0,8.581034927781403,2,0.0,0.6448442773164516,2,0.0,-1.2
20.0,2,0.0,0.0,9.661440655514332,2,0.0,0.7245266959953345,2,0.0,-1.2
25.0,2,1.0,0.03571428571428571,9.986807392101557,2,1.0,0.7480301599661887,2,1.0,-1.2
30.0,6,12.0,0.34285714285714286,8.84718084709763,6,12.0,0.6627828240726884,6,12.0,-3.5999999999999996
35.0,10,42.0,1.024390243902439,7.64318390561603,10,42.0,0.53717616508971,10,42.0,-6.0
40.0,14,102.0,2.217391304347826,6.92708231911475,14,102.0,0.4615807815631673,14,102.0,-8.4
45.0,19,187.0,3.5961538461538463,6.409526718474605,19,187.0,0.4026683727076922,19,187.0,-11.4
50.0,22,198.0,3.413793103448276,5.527717731275121,22,246.0,0.3492647497176279,22,246.0,-13.2
55.0,20,274.0,4.491803278688525,6.214654832687666,20,291.0,0.38323261634855466,20,291.0,-12.0
60.0,27,377.0,5.544117647058823,5.499718704996574,27,397.0,0.31756289001460436,27,397.0,-16.2
65.0,37,528.0,7.232876712328767,5.419445494789021,37,545.0,0.31190471921592333,37,545.0,-22.2
70.0,40,712.0,9.368421052631579,4.804538646902627,40,729.0,0.26952841439964426,40,729.0,-24.0
75.0,45,926.0,11.156626506024097,4.8064715829907225,45,943.0,0.26614823652849934,45,943.0,-27.0
80.0,53,1162.0,13.670588235294117,3.9393965105256723,53,1179.0,0.2182028772611995,53,1179.0,-31.799999999999997
85.0,55,1428.0,16.227272727272727,3.7733722657665747,55,1445.0,0.2057476378977062,55,1445.0,-33.0
90.0,62,1722.0,18.319148936170212,3.42503273938851,62,1739.0,0.1990239831954243,62,1739.0,-37.199999999999996
95.0,69,2044.0,20.44,3.2132445670958076,69,2061.0,0.18134118385307899,69,2061.0,-41.4
100.0,71,2390.0,23.431372549019606,2.8613088573458536,71,2407.0,0.16592994843369466,71,2407.0,-42.6
