step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,4,0.0,0.0,3.031624919056776,0,0.0,0.23045817493805335,1,0.0,0.19866339357774138,1,0.0,0.2701980351333658,0,0.0,0.169180026605736,0,0.0,0.3225334403712081,0,0.0,1.0,0,0.0,0.3042808315652851,1,0.0,0.10043222790525884,1,0.0,0.16556548463435386,4,0.0,-0.04444444444444443
10.0,7,0.0,0.0,6.579382224200719,1,0.0,0.3668357757025464,2,0.0,0.4952498296545047,0,0.0,0.7457230923022825,1,0.0,0.29423200451558734,0,0.0,0.6597609089950492,2,0.0,0.22574159698596277,0,0.0,0.6939013251197894,0,0.0,0.45854852704309473,1,0.0,0.4699656043660199,7,0.0,-0.07777777777777777
15.0,7,0.0,0.0,9.002597134022658,1,0.0,0.5643304229696265,1,0.0,0.6263703851616491,0,0.0,0.7999542610973477,1,0.0,0.53470175967234,1,0.0,0.6097379305301206,2,0.0,0.5263833235175186,0,0.0,0.9070049646663862,0,0.0,0.8964166581507026,1,0.0,0.6895379721458854,7,0.0,-0.07777777777777777
20.0,10,10.0,0.1111111111111111,8.048242191665612,1,0.0,0.6194618402887141,1,3.0,0.5926986818376999,2,0.0,0.527295605702012,1,2.0,0.622992154877808,3,4.0,0.39167320969919733,0,0.0,0.6363675688691405,0,0.0,0.43541744947105315,1,1.0,0.5982365567810535,1,0.0,0.6111095923829221,10,10.0,-0.11111111111111109
25.0,23,78.0,0.7090909090909091,7.192913040298213,2,6.0,0.4773386450217692,3,14.0,0.5994250709940764,2,6.0,0.5241999189305215,4,12.0,0.45393111824165383,5,22.0,0.36979908997482663,2,2.0,0.6070560759329,0,0.0,0.5935094645763037,2,9.0,0.4637742709060051,3,7.0,0.5574596755611528,23,78.0,-0.2555555555555555
30.0,44,227.0,1.644927536231884,5.578197869202178,5,22.0,0.4888554654207576,5,33.0,0.30645013950126077,6,22.0,0.4918499164398093,5,35.0,0.18939573530106907,6,51.0,0.40678978654960496,4,14.0,0.5324646273612691,1,0.0,0.5116560895963181,5,27.0,0.285181857480161,7,28.0,0.3444833510751831,44,232.0,-0.4888888888888887
35.0,71,501.0,3.0548780487804876,5.069929961973718,7,47.0,0.40885610895759733,10,72.0,0.37252375091868506,6,52.0,0.466317328157617,9,76.0,0.32128520333688526,9,88.0,0.2631720787981215,9,45.0,0.37402891068168503,2,5.0,0.5077784460629993,8,57.0,0.2668771656257659,11,67.0,0.3291077149226353,71,509.0,-0.7888888888888886
40.0,88,865.0,4.576719576719577,4.477791252182574,10,85.0,0.30851487374744885,9,117.0,0.3134221074458891,11,96.0,0.4198247589094865,11,122.0,0.30948959384785085,11,126.0,0.1675424256667014,12,93.0,0.2817939838353266,2,13.0,0.4578594844767695,11,97.0,0.25735870747842865,11,118.0,0.37777132645721134,88,867.0,-0.9777777777777774
45.0,112,1295.0,6.196172248803828,3.77772295016292,13,141.0,0.18087738183031632,14,182.0,0.2979299865523863,13,150.0,0.3349224230974901,12,180.0,0.32772775578600666,12,173.0,0.21820303157364507,16,165.0,0.17834219669670406,7,31.0,0.331185262746262,12,149.0,0.2577420793730577,13,167.0,0.284026532091605,112,1338.0,-1.2444444444444442
50.0,145,1893.0,8.021186440677965,3.355697397082935,19,222.0,0.14198567107952814,19,262.0,0.22463127111215647,17,221.0,0.23937442416444726,16,244.0,0.2060713846756971,16,236.0,0.13876053236731897,21,256.0,0.21935465984579489,7,62.0,0.4102230917811524,14,214.0,0.27092156918696325,16,213.0,0.298530959364219,145,1930.0,-1.6111111111111107
55.0,161,2595.0,9.942528735632184,3.217229619076159,22,319.0,0.14866241329502272,23,363.0,0.22997745855546547,18,302.0,0.22817729172629317,17,318.0,0.17598710594283828,17,310.0,0.1520022203595891,22,361.0,0.20003164569241885,9,103.0,0.42646543250537833,17,289.0,0.27556418748921446,16,273.0,0.2672219874907909,161,2638.0,-1.7888888888888888
60.0,189,3442.0,12.336917562724015,2.693138051076084,23,426.0,0.139725880822018,27,482.0,0.1876915236119234,19,395.0,0.254889994922895,18,401.0,0.1800094628861501,19,398.0,0.12362580713882457,27,485.0,0.17960618646058726,13,157.0,0.3302847298576373,21,386.0,0.1523933606860983,22,353.0,0.22800737230140763,189,3483.0,-2.0999999999999996
