step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,4,0.0,0.0,3.2400908808413083,0,0.0,0.14740044092681479,1,0.0,0.20637814655792755,1,0.0,0.2924784921915453,0,0.0,0.1886416885859364,0,0.0,0.37837666845456325,0,0.0,1.0,0,0.0,0.32296259004576117,1,0.0,0.09175175590490732,1,0.0,0.2021912093681307,4,0.0,-0.04444444444444443
10.0,7,0.0,0.0,6.582247648356941,1,0.0,0.34087906910820176,2,0.0,0.5224174270704887,0,0.0,0.7544035354560213,1,0.0,0.3192773913201743,0,0.0,0.6728875283358922,2,0.0,0.19362957511168338,0,0.0,0.6660018342879931,0,0.0,0.4593588748525025,1,0.0,0.4373547419912392,7,0.0,-0.07777777777777777
15.0,8,0.0,0.0,8.731341082710506,1,0.0,0.5761153817840503,1,0.0,0.6268670789087915,0,0.0,0.7609621194801834,2,0.0,0.5071706470263984,1,0.0,0.5832391538806009,2,0.0,0.4593546748448416,0,0.0,0.7507661749870504,0,0.0,0.9117218562886336,1,0.0,0.7045802590765325,8,0.0,-0.08888888888888886
20.0,14,17.0,0.18681318681318682,7.749900115388267,2,0.0,0.6678134415018349,2,5.0,0.5370378083202392,2,0.0,0.5822215678809889,1,1.0,0.6425825026895957,4,6.0,0.39446188695970885,0,0.0,0.5826615029683282,1,3.0,0.3188822605354,1,2.0,0.5342183439010244,1,0.0,0.626753024111615,14,17.0,-0.15555555555555553
25.0,28,103.0,0.9363636363636364,6.675810218482595,1,2.0,0.5479759362720257,5,25.0,0.510432797767714,0,0.0,0.6061074089451087,3,10.0,0.44918778578123003,6,25.0,0.3148446007600382,4,7.0,0.5454724700169375,2,11.0,0.33541496605758764,5,16.0,0.3675710337867603,2,7.0,0.5908348735887207,28,103.0,-0.31111111111111106
30.0,45,267.0,1.920863309352518,5.782553143648871,2,11.0,0.6666567863894935,8,60.0,0.3679318457153925,4,5.0,0.5499898844689434,6,36.0,0.2651190674427297,7,56.0,0.39290930126992496,5,27.0,0.4882526443882731,2,23.0,0.28901175836526877,5,27.0,0.17983922524734744,6,24.0,0.39917227724495763,45,269.0,-0.4999999999999999
35.0,62,528.0,3.2392638036809815,5.547225974266979,4,26.0,0.6369388934595368,11,112.0,0.3007581271378818,2,13.0,0.6260724416017927,10,82.0,0.3057087929797103,9,93.0,0.2998260209878013,10,62.0,0.3895330522536181,3,38.0,0.47578780151351424,7,57.0,0.2550682551172358,6,49.0,0.4550139226842439,62,532.0,-0.6888888888888887
40.0,78,841.0,4.449735449735449,5.054384434637782,7,50.0,0.37697611655707836,13,176.0,0.26598341371012507,3,23.0,0.6304121343915337,15,139.0,0.3114815786003606,11,142.0,0.22833134294598936,13,118.0,0.3088654440095901,5,54.0,0.4158981031978191,6,70.0,0.3742999932444944,5,75.0,0.4802399449144951,78,847.0,-0.8666666666666665
45.0,106,1264.0,5.990521327014218,4.116156851267874,11,98.0,0.24524978219692342,17,253.0,0.24863159004006344,8,42.0,0.43206868900126505,16,211.0,0.26908856913264256,12,201.0,0.2692169378279731,16,179.0,0.2103088101762604,10,83.0,0.2922279802168032,7,100.0,0.3579222643623085,9,108.0,0.3238592071161987,106,1275.0,-1.1777777777777776
50.0,141,1802.0,7.60337552742616,3.755302967856459,16,164.0,0.19402015315832222,20,342.0,0.2214250015574299,8,82.0,0.36398060567750057,20,272.0,0.14879006668263736,18,275.0,0.26570115168090946,21,272.0,0.21251325104539162,11,132.0,0.40581529712807357,10,143.0,0.3597249372534076,17,172.0,0.29520938943536684,141,1854.0,-1.5666666666666664
55.0,154,2422.0,9.315384615384616,3.454780119722714,18,245.0,0.21394990371380762,22,440.0,0.228147851586377,10,129.0,0.24285450441517126,17,318.0,0.1685449990865499,21,367.0,0.25309378552640616,23,380.0,0.18694358425643268,12,190.0,0.39192476716670416,12,198.0,0.23895876780693498,19,245.0,0.2829597010799014,154,2512.0,-1.7111111111111108
60.0,171,3138.0,11.328519855595667,3.2307881689982336,17,325.0,0.23844414267430633,25,551.0,0.2330089581728204,12,190.0,0.24155239090219943,15,349.0,0.236951034265314,24,475.0,0.22610914352833,26,503.0,0.1406807984215053,17,265.0,0.29019883536269403,16,267.0,0.1819581711387184,19,316.0,0.24307351118287543,171,3241.0,-1.8999999999999997
65.0,184,3917.0,13.32312925170068,2.8583235355332666,17,407.0,0.2558097463775444,26,677.0,0.22173313424773192,15,254.0,0.22946804383646055,14,380.0,0.3002226343851475,27,599.0,0.1254677559998405,29,645.0,0.07968899368837,20,359.0,0.2213399958436885,17,349.0,0.20113010377748372,19,368.0,0.18743427675304253,184,4038.0,-2.044444444444444
70.0,214,4889.0,15.278125,2.4951581371818965,17,491.0,0.2229061189177619,32,821.0,0.19390521075747466,15,320.0,0.24348830126923068,17,435.0,0.2922699608970991,33,746.0,0.09944789561055044,33,799.0,0.059055286966559296,25,478.0,0.09728007284669121,20,445.0,0.2275726584332576,22,424.0,0.211396488600718,214,4959.0,-2.3777777777777773
75.0,242,5849.0,16.759312320916905,2.460103419307635,21,586.0,0.26225689576030076,37,985.0,0.1534628184440444,16,392.0,0.21840712758691733,20,504.0,0.2448051860405155,36,919.0,0.13217025370093674,32,959.0,0.12371153035378804,33,626.0,0.09728231916788814,23,549.0,0.20307031795336702,24,486.0,0.19444437504497036,242,6006.0,-2.688888888888888
80.0,256,6893.0,18.381333333333334,2.367386693245251,22,687.0,0.23185919880864916,38,1167.0,0.14406881801934052,15,467.0,0.2996342961927186,24,610.0,0.2141412458512802,39,1106.0,0.11804355472204855,35,1128.0,0.09825152506249758,33,787.0,0.11660612497010432,26,670.0,0.1693080547439468,24,492.0,0.19960749582765502,256,7114.0,-2.8444444444444437
85.0,277,8004.0,19.960099750623442,2.3214080919850373,26,807.0,0.2516636456868429,40,1363.0,0.1260810363229082,16,543.0,0.28169934823713844,31,744.0,0.1820686421084055,44,1314.0,0.08536547751921267,38,1306.0,0.05442812375778303,33,949.0,0.17744609434899833,31,813.0,0.15033246764524227,18,539.0,0.23533644177967944,277,8378.0,-3.077777777777777
