step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,A3_stopped,A3_accumulated_waiting_time,A3_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,D0_stopped,D0_accumulated_waiting_time,D0_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,3,0.0,0.0,3.556518583076208,0,0.0,0.3188502584199193,0,0.0,1.0,0,0.0,1.0,2,0.0,0.0,0,0.0,0.1350719399981074,0,0.0,0.22354340408063073,0,0.0,0.2865317682946306,0,0.0,0.4973462924101952,0,0.0,0.4603108227947099,0,0.0,0.4632297534387228,1,0.0,0.227575335994404,0,0.0,1.0,0,0.0,0.30740337691252434,0,0.0,0.3523268963855073,0,0.0,0.3610694943405558,0,0.0,0.17552217115166316,-0.056,3,3,0.0
10.0,11,0.0,0.0,6.544945979167419,0,0.0,0.38481152757525133,1,0.0,0.3264956250025857,1,0.0,0.0,2,0.0,0.3515500578035039,2,0.0,0.4730097579139778,0,0.0,0.5508724259226221,0,0.0,0.5726882620378565,0,0.0,0.790632026062468,0,0.0,0.49527532237406285,1,0.0,0.432262950931253,1,0.0,0.4614751467277476,0,0.0,1.0,1,0.0,0.47008430707943105,0,0.0,0.6400153878444473,2,0.0,0.3065245425547452,0,0.0,0.8966845099990052,-0.206,11,11,0.0
15.0,8,0.0,0.0,8.284732170824624,2,0.0,0.32369785873508117,0,0.0,0.7581674898609999,1,0.0,0.37754217476153823,0,0.0,0.7024605960692317,0,0.0,0.6891934891008654,0,0.0,0.6858893972504246,1,0.0,0.631274928859131,0,0.0,0.6805176040040021,0,0.0,0.5336560735513296,0,0.0,0.49787464058915915,0,0.0,0.7064623260356052,2,0.0,0.22430061521992473,0,0.0,0.7434089521168428,1,0.0,0.7211551593405859,1,0.0,0.618794733283613,0,0.0,0.6320176847540552,-0.15,8,8,0.0
20.0,15,17.0,0.1328125,7.850122377930337,1,3.0,0.5779529058382313,0,0.0,0.5978175420378499,2,0.0,0.5888200157121494,1,0.0,0.784658429130603,1,1.0,0.5986221283978133,1,2.0,0.5284823355890189,3,3.0,0.40886649979635586,1,0.0,0.61158979182502,1,4.0,0.6184917257622703,0,0.0,0.613941327219756,1,3.0,0.542101628397682,0,0.0,0.7324655246222882,1,0.0,0.6733172338127599,0,0.0,0.36738151488986026,1,1.0,0.5146217853056829,1,0.0,0.5114375647005942,-0.281,15,15,17.0
25.0,34,113.0,0.7197452229299363,7.2686451041053255,2,11.0,0.6726062614211966,3,3.0,0.3356750733901298,0,0.0,0.7624277405152617,0,0.0,0.6441550644130926,2,8.0,0.5619711948216021,3,11.0,0.4786907218908885,4,18.0,0.3105039915296127,2,0.0,0.4847285119342809,2,12.0,0.6259925288953093,2,0.0,0.439547344360195,5,22.0,0.36549133340910006,0,0.0,0.7319857594237557,2,6.0,0.5703768430964549,2,9.0,0.5445679082720722,5,15.0,0.37429606844242896,0,0.0,0.6611897174991765,-0.637,34,34,115.0
30.0,60,306.0,1.5692307692307692,6.368938110304407,5,28.0,0.3314782895217239,2,10.0,0.46994216197943456,2,6.0,0.7108452448058338,3,8.0,0.49546641612949355,6,27.0,0.2859853412263462,4,28.0,0.5505230230772689,7,44.0,0.405229046426354,1,4.0,0.6504588188175158,4,23.0,0.2289083312621545,2,4.0,0.502569168006241,8,53.0,0.425229111710008,3,5.0,0.36242539088736214,4,19.0,0.47228511439948584,1,9.0,0.6607113876838441,5,40.0,0.324844939673315,3,3.0,0.6170145775821759,-1.125,60,60,311.0
35.0,73,537.0,2.3761061946902653,5.611396834962284,8,60.0,0.24889155910360697,4,26.0,0.40067474479172294,4,19.0,0.33672886257237195,2,16.0,0.5962330590005547,7,52.0,0.08144237529210728,7,52.0,0.40095117671952435,8,79.0,0.36569967206597503,4,15.0,0.3682597744404292,7,50.0,0.29017985102619903,3,16.0,0.5240397144648669,6,80.0,0.39837387975487787,1,6.0,0.4742711367768957,4,37.0,0.5238823634102967,4,20.0,0.277167473034077,3,40.0,0.4708048685725226,1,8.0,0.7018446784823539,-1.369,73,73,576.0
40.0,102,932.0,3.640625,5.454684044054449,10,103.0,0.14964850473028288,3,41.0,0.4059283607027661,7,52.0,0.4016209552636606,3,27.0,0.39669281468259776,7,72.0,0.24254513649156081,9,77.0,0.3871772270782748,9,120.0,0.37612136544427416,5,34.0,0.3523358299440644,7,87.0,0.4471621268393335,8,41.0,0.3823244044726978,10,119.0,0.38256829891341165,3,5.0,0.4962565355836015,4,57.0,0.5083210431181443,7,50.0,0.33474657081577236,6,64.0,0.39284025244322074,4,18.0,0.5186270217535506,-1.912,102,102,967.0
45.0,114,1100.0,3.8869257950530036,5.048198692985928,9,133.0,0.19578076525969978,6,63.0,0.40758645873248195,8,82.0,0.3665029745358908,5,29.0,0.2979595003071359,4,60.0,0.39582078322144726,13,132.0,0.3936637780057474,9,131.0,0.3761550841497524,7,68.0,0.42668705512480715,4,79.0,0.3894734524722945,9,85.0,0.2762144712784807,8,118.0,0.29427759591376657,5,20.0,0.40341326539959177,5,68.0,0.3609532648431904,8,90.0,0.450856899678556,8,79.0,0.23961979226924113,6,43.0,0.4410723637826007,-2.137,114,114,1280.0
