step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,A3_stopped,A3_accumulated_waiting_time,A3_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,D0_stopped,D0_accumulated_waiting_time,D0_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,6,0.0,0.0,2.7536178179934403,1,0.0,0.0,0,0.0,0.20735602336724934,2,0.0,0.15621102181396873,0,0.0,1.0,0,0.0,0.2801157791769791,0,0.0,0.1409773506121155,0,0.0,1.0,0,0.0,0.25317545035254424,0,0.0,0.20932408173583245,1,0.0,0.08284533888351464,0,0.0,0.24078882847009794,1,0.0,0.06583570597235669,1,0.0,0.1729012371939374,0,0.0,0.2599798463218299,0,0.0,0.24238971044770968,0,0.0,0.33587101319666907,-0.113,6,6,0.0
10.0,9,0.0,0.0,7.036228879904686,0,0.0,0.4025649322520349,0,0.0,0.7031645239421423,2,0.0,0.5242184011454101,1,0.0,0.31260610240997316,1,0.0,0.4049092695610283,0,0.0,0.4953753617252963,1,0.0,0.2094039311959551,0,0.0,0.6953822417644605,0,0.0,0.784923541831755,0,0.0,0.5008061598705825,0,0.0,0.6211687646507883,0,0.0,0.4267877565695046,1,0.0,0.38508209733978616,1,0.0,0.40224990542567896,0,0.0,0.5142386604826861,2,0.0,0.5441200043311852,-0.169,9,9,0.0
15.0,8,0.0,0.0,9.017984559695597,0,0.0,0.787673811760249,1,0.0,0.6478286993820007,0,0.0,0.7350050621560761,1,0.0,0.45149296827258445,0,0.0,0.748301429595672,1,0.0,0.6168215921936828,1,0.0,0.49140866579565134,1,0.0,0.5710973029808111,0,0.0,0.69754948499203,1,0.0,0.7542154848171478,0,0.0,0.6461568085915906,0,0.0,0.7741739440528249,0,0.0,0.6153113352697034,0,0.0,0.6575496117692254,1,0.0,0.3934234364550101,1,0.0,0.5691130714448904,-0.15,8,8,0.0
20.0,30,35.0,0.18716577540106952,8.019804714018386,1,0.0,0.5048953944842411,1,2.0,0.5885569683923536,2,4.0,0.6411109540314578,1,0.0,0.6814593104585035,1,1.0,0.6161341101348158,0,0.0,0.6037391417975081,0,0.0,0.6865574193342374,3,1.0,0.4258204575283293,2,1.0,0.4469953056685414,4,3.0,0.44662424915897225,3,3.0,0.46864360505454206,2,0.0,0.6233489683100224,2,5.0,0.6743293335744105,3,4.0,0.5305337909423277,1,3.0,0.7020603061175024,4,8.0,0.580972655059079,-0.562,30,30,35.0
25.0,52,161.0,0.688034188034188,7.254459698261443,5,10.0,0.45784668816153906,3,15.0,0.5258004973874643,6,21.0,0.3297818283980204,0,0.0,0.7297144231569155,2,4.0,0.5713040069306854,4,12.0,0.42414453534522956,4,6.0,0.5312339677669062,3,11.0,0.5928117606171645,2,6.0,0.5705944466389814,6,24.0,0.4544553011930766,5,24.0,0.4775552767612336,1,0.0,0.5067522571377744,4,17.0,0.5620695324723358,2,9.0,0.5740554805513113,1,0.0,0.641028006726827,4,10.0,0.4601331764444336,-0.975,52,52,169.0
30.0,76,351.0,1.2229965156794425,6.248638179327622,6,28.0,0.4078102724882173,9,44.0,0.3818839238171525,6,42.0,0.31819368819701477,3,5.0,0.5797772395096,2,9.0,0.5675255275808105,7,31.0,0.35738112471852135,5,25.0,0.43079064184647453,5,30.0,0.4470033884756695,2,15.0,0.6674845255833696,4,38.0,0.4470007105515189,7,48.0,0.3626951258081735,4,13.0,0.5688247906231232,1,18.0,0.5000969378578345,7,25.0,0.35768564647175793,4,5.0,0.358736629308773,4,26.0,0.5064989847663307,-1.425,76,76,402.0
35.0,94,648.0,1.975609756097561,6.285366786565438,6,49.0,0.5168017788868519,8,64.0,0.3362056585622438,6,58.0,0.3391348980994962,5,26.0,0.5310477591469618,3,20.0,0.6005401861890177,7,61.0,0.4673355773219172,5,45.0,0.4409755357393765,8,65.0,0.3464122087070154,3,25.0,0.4556366543558374,8,63.0,0.5067451181829798,10,84.0,0.28043055458881516,4,28.0,0.5708128260144791,4,19.0,0.5171514482544685,5,35.0,0.32492874044541237,5,22.0,0.5341796709823438,7,46.0,0.5293811676750803,-1.762,94,94,710.0
40.0,124,951.0,2.5026315789473683,5.567206548954204,8,83.0,0.4635129333224306,13,110.0,0.2840868027403264,4,47.0,0.4043504243921111,5,37.0,0.4734970236926174,4,39.0,0.4563603747098198,5,63.0,0.4508355922307372,10,73.0,0.3438269151277007,12,119.0,0.3575069353462433,9,54.0,0.3500532030558905,8,95.0,0.35016564593377075,11,116.0,0.33230924479463153,10,62.0,0.2826400995870839,5,34.0,0.429698822840579,7,51.0,0.2927102801399527,5,43.0,0.5877321719088924,8,80.0,0.5080881181240762,-2.325,124,124,1106.0
45.0,175,1581.0,3.711267605633803,4.701258239309668,8,114.0,0.43148213804139324,19,188.0,0.2211528497394551,3,30.0,0.5583497951725416,10,73.0,0.35767710235374656,7,53.0,0.3054954754024722,9,66.0,0.255195958247979,12,123.0,0.35954652276009336,14,182.0,0.3177606825287237,7,88.0,0.30891648684392436,16,157.0,0.32646296913214434,11,144.0,0.40123663452278974,15,127.0,0.2541016827421179,11,68.0,0.14092887435461282,11,94.0,0.31798252406839045,9,73.0,0.5070734426773271,13,131.0,0.3116311294603213,-3.281,175,175,1711.0
50.0,222,2274.0,4.777310924369748,4.043598285282374,15,159.0,0.21955088847046642,16,237.0,0.260961256046069,6,42.0,0.4390253757650022,14,120.0,0.369548697520883,12,91.0,0.21641293223427396,16,137.0,0.21368014565784116,11,159.0,0.34221745391478925,20,260.0,0.2873306486604986,10,127.0,0.3142710635818341,19,242.0,0.28005310273274736,8,168.0,0.3418027166832439,17,204.0,0.2187310031761551,18,143.0,0.10732874923092946,13,136.0,0.29110476475855374,14,131.0,0.3607604200793546,13,166.0,0.22365336493164575,-4.163,222,222,2522.0
55.0,256,2981.0,5.7771317829457365,3.8737288991154895,18,212.0,0.17195185240434613,16,269.0,0.18496707668653628,6,76.0,0.5648328206788228,16,191.0,0.397046397239732,10,137.0,0.3524907862102823,20,224.0,0.19960271317941705,17,221.0,0.24812652767485324,14,281.0,0.29750562439563066,12,181.0,0.24399099378604316,20,287.0,0.3000146586117761,18,213.0,0.30396099979259705,19,280.0,0.17255749548975752,19,235.0,0.13965794437744175,14,199.0,0.31083686537905597,20,212.0,0.26838023005274964,17,222.0,0.15808856274605415,-4.8,256,256,3440.0
60.0,285,3599.0,6.3699115044247785,3.38292950027624,18,238.0,0.22041240992494887,15,321.0,0.20693561104224703,12,90.0,0.38366049993930484,17,244.0,0.3242004508497332,11,173.0,0.41530752864567216,18,293.0,0.2128303592804241,24,314.0,0.1860634684832908,15,276.0,0.2610686970954102,18,261.0,0.21665696329501893,23,320.0,0.23815267724620784,22,301.0,0.18402244987055422,20,349.0,0.16450893556737547,16,265.0,0.24936219353582123,20,286.0,0.20035663025140682,24,309.0,0.1752939107981906,12,284.0,0.19913940384757933,-5.344,285,285,4324.0
65.0,305,4233.0,6.9507389162561575,3.3441285316303326,10,258.0,0.3301572616057339,16,358.0,0.19943816719934823,14,121.0,0.2718406052750876,21,287.0,0.2631331216807765,12,192.0,0.2555607305739475,15,350.0,0.29549296574477335,27,435.0,0.21374088097816293,13,299.0,0.2646719927703954,19,339.0,0.2210278867352836,23,392.0,0.21055220370614858,31,431.0,0.13897275876514129,20,388.0,0.19338193460190597,18,292.0,0.24633823771880206,22,368.0,0.23107353663228772,26,408.0,0.26052097238161354,18,358.0,0.15663657534616846,-5.719,305,305,5276.0
