step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,4,0.0,0.0,2.9666872283269186,0,0.0,0.12893510544795944,1,0.0,0.20051417139753844,1,0.0,0.2884669453699454,0,0.0,0.14009182188941327,0,0.0,0.32642597452630245,0,0.0,1.0,0,0.0,0.32672807723959224,1,0.0,0.07075481967334352,1,0.0,0.19874143000975797,-0.133,4,4,0.0
10.0,7,0.0,0.0,6.922238776982324,1,0.0,0.3666657591748633,2,0.0,0.5488865569397069,0,0.0,0.7417857922107484,1,0.0,0.34430919937054016,0,0.0,0.6969857152207252,2,0.0,0.21697068627363653,0,0.0,0.7602585298751088,0,0.0,0.47196717063377225,1,0.0,0.46935931321913493,-0.233,7,7,0.0
15.0,7,0.0,0.0,9.3481738013502,1,0.0,0.5786868058349638,1,0.0,0.6709422921917038,0,0.0,0.8219812774389345,0,0.0,0.6691506935581084,1,0.0,0.645686429303388,2,0.0,0.5350535945477689,0,0.0,0.9928633687460955,0,0.0,0.9443075443774278,2,0.0,0.6598424107663016,-0.233,7,7,0.0
20.0,14,15.0,0.16483516483516483,8.055120980381808,2,2.0,0.6255767208521221,2,4.0,0.5372603688526664,3,2.0,0.5431338719892755,1,1.0,0.6656728428814239,4,5.0,0.36956250034100957,0,0.0,0.630642203437026,0,0.0,0.5116035825334695,1,1.0,0.57185075347166,1,0.0,0.716402212027325,-0.467,14,14,15.0
25.0,23,89.0,0.8165137614678899,6.940489360209383,4,11.0,0.44159320412879466,5,22.0,0.40182115191353596,2,10.0,0.4430846559148416,3,11.0,0.4398993325775685,4,22.0,0.43186017930002524,3,4.0,0.5913555936693891,0,0.0,0.6885020528789259,2,9.0,0.4816049436443896,0,0.0,0.7320465080128085,-0.767,23,23,89.0
30.0,47,247.0,1.7642857142857142,5.963211422403664,6,33.0,0.4967359226006623,7,54.0,0.25901551676655676,7,27.0,0.4248179963231389,5,32.0,0.2979925819639696,7,46.0,0.4361402792821545,5,20.0,0.531267085649946,0,1.0,0.5616728518564426,6,29.0,0.30018714123306467,4,7.0,0.515214761013823,-1.567,47,47,249.0
35.0,58,439.0,2.644578313253012,5.534991939463071,5,45.0,0.4154505791702773,10,99.0,0.27365540929168775,6,57.0,0.49333305808812733,7,65.0,0.34281371706232433,6,61.0,0.4200160079447644,10,52.0,0.3901988562854474,1,2.0,0.5659559421319614,8,58.0,0.2325702438918493,5,25.0,0.46014652326774047,-1.933,58,58,464.0
40.0,78,725.0,3.7958115183246073,5.0885829212729305,8,61.0,0.3056557406908555,10,148.0,0.3585201466813054,8,67.0,0.4869030198532583,9,106.0,0.39629257978380644,9,93.0,0.24255147747549882,15,110.0,0.2498592520505595,2,7.0,0.6406839777156184,10,96.0,0.29960266112320644,7,53.0,0.45571632067955165,-2.6,78,78,741.0
45.0,99,1111.0,5.315789473684211,4.665085117061829,10,96.0,0.21444755518553898,13,204.0,0.34474694643904946,10,106.0,0.36102814870101024,9,151.0,0.40798868062146526,12,134.0,0.23954477509482427,20,196.0,0.1960380626043111,2,11.0,0.6341416103779689,13,149.0,0.3105800132359653,10,97.0,0.4561985775304846,-3.3,99,99,1144.0
50.0,121,1633.0,7.008583690987124,4.068246292982494,15,154.0,0.0796325132137638,17,273.0,0.20413251887461198,10,154.0,0.24996228341673934,13,201.0,0.27010425630099283,13,184.0,0.2305043880441448,22,302.0,0.29508623995537975,2,17.0,0.62720403323351,16,220.0,0.25154446800541386,13,148.0,0.38221766513069394,-4.033,121,121,1653.0
55.0,141,2114.0,8.13076923076923,3.885138461971135,20,244.0,0.11749536719070341,22,369.0,0.2274183351252882,12,209.0,0.26180981671586895,15,268.0,0.255529907945807,14,224.0,0.2726312814986463,25,418.0,0.27221912148537253,3,29.0,0.6354732223360837,21,307.0,0.1715688231259031,9,133.0,0.3539349845181929,-4.7,141,141,2201.0
60.0,157,2822.0,10.151079136690647,3.5268276928418394,21,343.0,0.15568588597949518,26,483.0,0.19284848924141917,13,273.0,0.22488068000992692,14,339.0,0.23299687975178396,16,268.0,0.23122523154415636,29,556.0,0.23291230980553132,4,48.0,0.5513557688628782,22,404.0,0.1487103228150423,12,164.0,0.37550496243411685,-5.233,157,157,2878.0
65.0,179,3525.0,11.868686868686869,2.9933516201429025,22,447.0,0.19331854239774085,31,625.0,0.16847342053375308,12,272.0,0.16875162991014528,20,425.0,0.17205021158354167,14,332.0,0.16680633140926437,33,717.0,0.18688843901177601,10,87.0,0.3302735052817711,25,525.0,0.20863275346018642,12,225.0,0.30894752191797153,-5.967,179,179,3655.0
