step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,4,0.0,0.0,3.03621420221607,0,0.0,0.17490247191629088,1,0.0,0.20084280178268463,1,0.0,0.3000520490616814,0,0.0,0.15166621742286024,0,0.0,0.3507453808966417,0,0.0,1.0,0,0.0,0.26779038452127646,1,0.0,0.06481537178594231,1,0.0,0.19453138185335048,-0.133,4,4,0.0
10.0,7,0.0,0.0,6.456500952909539,1,0.0,0.3760379967669653,2,0.0,0.5391523894411959,0,0.0,0.7326382486666408,1,0.0,0.27660470795712216,0,0.0,0.6769320047461976,2,0.0,0.2081173736066179,0,0.0,0.5895695829750779,0,0.0,0.43089697814995065,1,0.0,0.44545678918153125,-0.233,7,7,0.0
15.0,6,0.0,0.0,8.943618468457464,1,0.0,0.5714752353342919,1,0.0,0.6331439809659818,0,0.0,0.796496380797888,0,0.0,0.547679601418675,1,0.0,0.6200441244141449,2,0.0,0.4878921358608146,0,0.0,0.7222665393382257,0,0.0,0.8919353774581908,1,0.0,0.6953808021083332,-0.2,6,6,0.0
20.0,12,12.0,0.1348314606741573,8.21129467959832,2,0.0,0.6602807617366346,1,2.0,0.572637207614546,2,0.0,0.5185594324798628,1,2.0,0.6739491362042517,4,6.0,0.4171971569398695,0,0.0,0.710297148385726,1,2.0,0.21464643397296293,0,0.0,0.5775912365644914,1,0.0,0.6455439206536094,-0.4,12,12,12.0
25.0,19,65.0,0.6074766355140186,7.419657488443303,2,1.0,0.5682433603581539,3,12.0,0.5407988101132877,1,0.0,0.6172819863180075,3,12.0,0.43205083975875574,3,19.0,0.4867165240808145,1,1.0,0.6146455425392814,2,10.0,0.30830234093708925,4,10.0,0.40087643741757645,0,0.0,0.6414958779111669,-0.633,19,19,65.0
30.0,45,192.0,1.381294964028777,6.053990057746098,2,5.0,0.605220226682244,7,36.0,0.3709324673765635,5,4.0,0.5146948681074968,8,42.0,0.2804692073638501,5,40.0,0.35883028276319334,7,19.0,0.49885586701266027,2,21.0,0.23591395602447068,5,30.0,0.20591690857828956,4,5.0,0.5085845210328267,-1.5,45,45,202.0
35.0,62,423.0,2.517857142857143,5.697894625849289,6,17.0,0.46060904853334045,9,75.0,0.397930432796695,2,13.0,0.606096545321967,10,89.0,0.2929289134349811,8,71.0,0.36260436754146474,9,52.0,0.4035972327354853,5,39.0,0.37689542018070077,7,57.0,0.272530705462188,6,20.0,0.411133768200357,-2.067,62,62,433.0
40.0,84,749.0,3.942105263157895,4.965586526018167,10,51.0,0.3513713495341185,12,125.0,0.275828798830459,5,27.0,0.5369891683102441,14,148.0,0.3148344827897495,10,103.0,0.2359262785666601,12,106.0,0.3366322055050767,5,55.0,0.4102406995317238,9,90.0,0.2930085328987226,7,50.0,0.48860423791562196,-2.8,84,84,755.0
45.0,100,1094.0,5.23444976076555,4.265772941059354,13,104.0,0.19679965354954176,16,199.0,0.1946302038359296,6,44.0,0.43135395746098293,16,218.0,0.2280093191248623,11,146.0,0.2576759283684859,12,144.0,0.30289934352295755,7,79.0,0.29625041385626627,9,128.0,0.3695398742957153,10,91.0,0.45763990519390224,-3.333,100,100,1153.0
50.0,128,1616.0,6.935622317596566,4.006583843050824,17,179.0,0.18891847639534373,22,293.0,0.25723361702404196,10,85.0,0.27086197172251836,20,302.0,0.12997485046894844,14,208.0,0.37584083902784526,15,178.0,0.3079005992660962,8,117.0,0.4008801670402232,10,170.0,0.30078171011186816,12,140.0,0.367073829022958,-4.267,128,128,1672.0
55.0,142,2186.0,8.5390625,3.394331988101655,19,264.0,0.1408074176629152,23,399.0,0.2061838010075971,12,134.0,0.286414499793324,22,402.0,0.09582964419311395,14,275.0,0.37235500736918364,17,248.0,0.22882585805477773,10,164.0,0.34066701449962067,12,221.0,0.2639481763927561,13,173.0,0.29502184057939884,-4.733,142,142,2280.0
60.0,158,2812.0,10.414814814814815,3.2411979294781403,20,359.0,0.17648235091990522,25,476.0,0.18504852107930062,11,178.0,0.30457693847412487,22,510.0,0.18431277971152032,17,351.0,0.2296678282033416,20,334.0,0.1925008248380192,13,227.0,0.2871900118456031,11,276.0,0.26589715864425895,19,249.0,0.3234654054891606,-5.267,158,158,2960.0
65.0,185,3660.0,12.708333333333334,2.7740027181240503,22,461.0,0.1702954924893267,29,559.0,0.17316448563177925,14,238.0,0.28152619405360463,25,627.0,0.12808579484886828,21,450.0,0.21034447084319843,25,448.0,0.15010364903584392,18,301.0,0.1988642679147227,13,335.0,0.21319217815820646,18,335.0,0.2759965453841488,-6.167,185,185,3754.0
70.0,196,4338.0,13.55625,2.824350572065973,24,578.0,0.1634368129578394,25,640.0,0.19029040127323207,13,299.0,0.2983733832675831,28,758.0,0.12656515217335282,24,563.0,0.2596356311074849,30,583.0,0.1376554016543312,21,398.0,0.12150340354007605,11,365.0,0.26199538996801414,20,406.0,0.24143592499724464,-6.533,196,196,4590.0
75.0,235,5376.0,15.404011461318051,2.529462205638207,27,704.0,0.16005661911334146,37,784.0,0.14499988233919128,16,365.0,0.2938459573626368,28,898.0,0.16290889630347297,27,688.0,0.1787205462583176,35,746.0,0.1358839593977459,24,507.0,0.11448055275820178,15,429.0,0.2451833278443795,26,522.0,0.21735633923727996,-7.833,235,235,5643.0
