step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,4,0.0,0.0,3.051459216336662,0,0.0,0.1863625892212152,1,0.0,0.18580138264145168,1,0.0,0.268169179044841,0,0.0,0.16468461264452974,0,0.0,0.2913255268161001,0,0.0,1.0,0,0.0,0.2588865845431405,1,0.0,0.09885586194943542,1,0.0,0.18797155703385726,-0.133,4,4,0.0
10.0,7,0.0,0.0,6.76470702977694,1,0.0,0.3426931748887736,2,0.0,0.4928829471882267,0,0.0,0.7411309748085003,1,0.0,0.32093181921099434,0,0.0,0.6636256525560627,2,0.0,0.2042720176763673,0,0.0,0.6450021659441391,0,0.0,0.44690287162813574,1,0.0,0.4715343478395359,-0.233,7,7,0.0
15.0,8,0.0,0.0,9.194354537512533,1,0.0,0.5865141727886167,1,0.0,0.6455380365996477,0,0.0,0.7854959084137145,1,0.0,0.5822567022583542,1,0.0,0.5276616304830613,3,0.0,0.5027473216351033,0,0.0,0.7257654012427444,0,0.0,0.9522594406042888,1,0.0,0.707033097957229,-0.267,8,8,0.0
20.0,14,14.0,0.15555555555555556,7.874203844069628,3,1.0,0.614968887265496,1,1.0,0.6287254531552974,2,0.0,0.5279123706225923,1,2.0,0.6282390004043443,3,6.0,0.42454641707314594,1,1.0,0.5774886823171145,1,2.0,0.1609147141769614,1,1.0,0.5179269850923371,1,0.0,0.6335624344704198,-0.467,14,14,14.0
25.0,24,90.0,0.8181818181818182,7.141977654089968,2,8.0,0.5621390404009015,3,12.0,0.5898477073100866,1,2.0,0.5788105827411283,4,14.0,0.4639849253836971,4,15.0,0.4561166286958174,1,6.0,0.5825196089151586,2,11.0,0.3030101539555241,5,17.0,0.2730611178544596,2,7.0,0.5779385476080885,-0.8,24,24,92.0
30.0,41,219.0,1.5755395683453237,6.119454816805767,4,22.0,0.528232008170485,3,14.0,0.43840926861002594,3,13.0,0.4912670663956525,7,42.0,0.3054293305874965,4,27.0,0.5319896235480804,5,24.0,0.5125174982830604,2,22.0,0.37717986923969143,6,42.0,0.17991358715779823,7,28.0,0.45370160991405056,-1.367,41,41,234.0
35.0,66,467.0,2.7964071856287425,5.323400057339779,6,48.0,0.4466939944149043,7,34.0,0.40084732334577533,5,30.0,0.5709972286691085,10,88.0,0.32328640093446626,9,57.0,0.3291886713649068,10,56.0,0.4134934441478801,3,37.0,0.4362935889656354,7,71.0,0.23879128350957768,9,57.0,0.3103315535793609,-2.2,66,66,478.0
40.0,90,815.0,4.267015706806283,4.587762088125415,12,93.0,0.3138650717988984,8,66.0,0.3300200952340442,6,50.0,0.5202239974981331,12,141.0,0.3272758524050498,13,113.0,0.18649672855573787,14,110.0,0.300481252806917,6,57.0,0.3809758137466006,9,104.0,0.3024602458014209,10,102.0,0.36926836322517054,-3.0,90,90,836.0
45.0,115,1274.0,6.066666666666666,3.7970535942905417,15,161.0,0.19478998250303747,10,106.0,0.3402034979856043,10,84.0,0.36527299742397995,15,208.0,0.275979137979615,14,150.0,0.26741929391230407,19,186.0,0.20293053375892808,8,86.0,0.29119444911930586,10,145.0,0.30030414159552593,14,162.0,0.2748104545156249,-3.833,115,115,1288.0
50.0,133,1799.0,7.787878787878788,3.6249651106289833,17,230.0,0.1511332424979585,12,149.0,0.305205009090024,12,141.0,0.27625007934081647,18,293.0,0.16087807370332038,15,203.0,0.3023756636194274,19,282.0,0.26767358822338966,9,127.0,0.3943725030932645,13,198.0,0.2252914555029808,18,240.0,0.2764089981227174,-4.433,133,133,1863.0
55.0,147,2419.0,9.412451361867705,3.1683288206016513,20,310.0,0.137215477618887,19,225.0,0.2506805918525866,14,213.0,0.28057917535900756,20,389.0,0.1528065343715776,12,257.0,0.2339621660062099,22,383.0,0.18038085379831495,10,177.0,0.36765176783592624,14,263.0,0.20963669298013982,16,311.0,0.2738418736749772,-4.9,147,147,2528.0
60.0,175,3091.0,11.24,3.0330532430210537,19,397.0,0.21410522771134788,20,292.0,0.27756891008638296,16,290.0,0.237497655557641,21,494.0,0.20876539281832998,19,317.0,0.1591935133361256,27,509.0,0.16070756870426806,14,240.0,0.28709877888449986,15,333.0,0.188671945695145,24,408.0,0.21683872368309698,-5.833,175,175,3280.0
65.0,201,3780.0,12.989690721649485,2.3679734456612764,21,484.0,0.19567486967697487,21,336.0,0.25178311182575186,19,376.0,0.26669129980169304,22,526.0,0.1524052888665114,24,421.0,0.04855263596388524,30,650.0,0.06896235558197558,18,320.0,0.18989692552743165,17,417.0,0.19926580711352726,29,525.0,0.12653227101713793,-6.7,201,201,4055.0
70.0,214,4444.0,13.801242236024844,2.367189276519374,24,603.0,0.21213080147139718,23,393.0,0.20040416157231822,20,463.0,0.18538699602024286,20,543.0,0.18191543389979706,27,544.0,0.14112365381444758,28,716.0,0.08516340028189853,20,418.0,0.146521258363979,20,509.0,0.1653684277877823,32,665.0,0.14855078838262842,-7.133,214,214,4854.0
75.0,230,5408.0,15.407407407407407,2.686870858439409,26,728.0,0.21646929170495027,31,498.0,0.17242628735702809,22,567.0,0.2662466115624687,22,636.0,0.2333281070067551,27,672.0,0.13038323675826125,22,709.0,0.22838863642787377,24,524.0,0.14798018346913966,21,609.0,0.18708952242826654,35,831.0,0.15395541328603854,-7.667,230,230,5774.0
80.0,246,6422.0,17.079787234042552,2.628729613940108,29,858.0,0.17490365665559832,36,652.0,0.13627450436069322,22,673.0,0.30250172439222217,25,749.0,0.20276983646034694,30,820.0,0.1311948293722402,18,716.0,0.1694787626235444,24,637.0,0.19798000054107068,22,716.0,0.20412085858253937,40,1014.0,0.17043787752535047,-8.2,246,246,6835.0
85.0,281,7527.0,18.912060301507537,2.4388339788744555,32,1009.0,0.18405855650383673,41,840.0,0.15841795430430464,18,700.0,0.2806772004010476,34,897.0,0.10477926974119386,35,992.0,0.19772623618902246,24,725.0,0.11685174491371317,29,765.0,0.1773723880979766,26,837.0,0.12431461163271329,42,1214.0,0.16085421297973984,-9.367,281,281,7979.0
90.0,306,8917.0,21.180522565320665,2.4426067239118754,34,1167.0,0.22272088494095005,45,1052.0,0.1653572752232559,17,675.0,0.2889707077023227,38,1078.0,0.10331753258053016,40,1177.0,0.11416199338664182,26,845.0,0.2020975447242329,31,916.0,0.13429389847857623,30,975.0,0.13988138487546065,45,1428.0,0.15788502103449775,-10.2,306,306,9313.0
95.0,327,10479.0,23.338530066815146,2.1084363619611506,33,1329.0,0.20845848276130577,48,1272.0,0.14829707235982803,20,741.0,0.24610882283586002,40,1272.0,0.09471048486163626,47,1396.0,0.07626022861347229,30,982.0,0.1349729753721055,32,1075.0,0.12145103601043647,30,1122.0,0.1391826555516733,47,1656.0,0.14064360856062452,-10.9,327,327,10845.0
100.0,362,11997.0,25.525531914893616,1.7104227077140461,39,1511.0,0.2059433475173312,50,1510.0,0.14799702577710935,28,861.0,0.14895568407862042,42,1478.0,0.1388720921424634,47,1519.0,0.09565190392040208,35,1142.0,0.036038631787422795,35,1242.0,0.07764937133042814,35,1283.0,0.09615933451623332,51,1898.0,0.0808306241064534,-12.067,362,362,12444.0
105.0,388,13487.0,28.513742071881605,1.4850570554148959,41,1709.0,0.15612596712709398,56,1774.0,0.11237613327263117,33,1015.0,0.09390918706648417,46,1698.0,0.08108774329463081,44,1603.0,0.106014404444533,39,1334.0,0.05036286942209961,37,1420.0,0.07398491655880689,37,1471.0,0.1354577496437485,55,2169.0,0.09418046748893447,-12.933,388,388,14193.0
110.0,404,15283.0,32.3107822410148,0.8642327676401441,44,1923.0,0.08291560623776288,60,2064.0,0.05253683454112556,37,1195.0,0.061838029258704325,50,1919.0,0.04448838318252227,40,1760.0,0.07847199938306573,40,1534.0,0.03953395096462489,39,1608.0,0.0272886922365023,38,1660.0,0.09872986478656882,56,2445.0,0.050551154696332985,-13.467,404,404,16108.0
115.0,424,17242.0,36.45243128964059,0.5381578629395926,46,2152.0,0.03463917065863258,62,2372.0,0.05328716954480291,39,1387.0,0.05562233550538333,46,2156.0,0.057725121449693356,46,1980.0,0.05437970031730592,42,1743.0,0.03666618236754602,40,1806.0,0.023398743377694067,43,1867.0,0.022014454649100408,60,2733.0,0.00036680544683494106,-14.133,424,424,18196.0
120.0,441,19197.0,40.41473684210526,0.3042461451642074,49,2392.0,0.018886599011766203,63,2683.0,0.04612062426440924,42,1589.0,0.009292410117918601,50,2393.0,0.019144756281554164,51,2221.0,0.04741479497494421,43,1956.0,0.018231770459568225,37,1920.0,0.010122806989194644,45,2092.0,5.686454209814936e-07,61,3037.0,8.421465820424357e-07,-14.7,441,441,20283.0
125.0,449,21233.0,44.607142857142854,0.3284327540808579,49,2637.0,0.0,64,2997.0,0.05669318917081717,43,1803.0,6.576141563064614e-06,53,2657.0,0.033622120972859,57,2493.0,0.030876410072753775,44,2176.0,0.013147873410411804,33,1973.0,0.03301352317750019,45,2317.0,0.0,61,3342.0,0.0,-14.967,449,449,22395.0
130.0,455,23362.0,49.07983193277311,0.19530762001491433,49,2882.0,2.694736463224317e-07,67,3325.0,0.01795189919945506,43,2018.0,0.021976102272688494,55,2926.0,0.0001489176756039469,63,2798.0,0.022678149107208785,44,2396.0,0.0003488816523853404,28,2115.0,0.034415860440500774,45,2542.0,0.0,61,3647.0,0.0,-15.167,455,455,24649.0
135.0,463,25664.0,53.91596638655462,0.12286605492663114,49,3127.0,0.0,70,3668.0,0.0004273395913826551,43,2233.0,0.02241071091617305,55,3203.0,0.01714600193501777,63,3113.0,0.015033359806087561,45,2621.0,2.5113537244488617e-07,32,2269.0,0.020510392988166856,45,2767.0,0.0,61,3952.0,0.0,-15.433,463,463,26953.0
140.0,474,28014.0,58.97684210526316,0.0015827760682762533,49,3372.0,0.0,72,4027.0,2.2104743681911724e-06,44,2450.0,1.787136257374241e-06,57,3485.0,8.682609531455457e-05,65,3434.0,0.00014299577996984051,45,2846.0,0.0,36,2440.0,0.0012640525566111366,45,2992.0,0.0,61,4257.0,0.0,-15.8,474,474,29303.0
145.0,475,30355.0,63.90526315789474,0.00023239982912740025,49,3617.0,0.0,72,4387.0,0.0,44,2670.0,0.0,57,3770.0,0.0,65,3726.0,9.845340757313132e-05,45,3071.0,0.0,37,2625.0,4.0417291515759004e-05,45,3217.0,0.0,61,4562.0,1.215274471623003e-07,-15.833,475,475,31645.0
150.0,465,31924.0,67.20842105263158,0.07636318577630738,44,3743.0,0.01076015194425449,72,4747.0,0.0,44,2890.0,0.0,57,4055.0,0.0,65,4051.0,1.3830974231292834e-07,45,3296.0,0.0,37,2810.0,0.0,45,3442.0,0.0,56,4616.0,0.008568986936147206,-15.5,465,465,33650.0
155.0,455,33526.0,70.58105263157894,0.3056986109528947,39,3806.0,0.021483951044617,72,5109.0,0.03585811141627778,44,3110.0,0.0,57,4340.0,0.0,65,4376.0,0.0,45,3525.0,0.05845857838310684,37,2995.0,0.0,45,3667.0,0.020727627738828684,51,4587.0,0.018611951643485326,-15.167,455,455,35515.0
160.0,453,35543.0,74.82736842105263,0.23880200716510383,40,4003.0,0.01860659393439418,72,5469.0,0.016851748149625343,44,3330.0,0.0,57,4625.0,0.00629038769831966,65,4701.0,0.0,45,3750.0,0.04036771976522268,37,3180.0,0.0,45,3892.0,0.03353484387433005,48,4832.0,0.02197797987050685,-15.1,453,453,37782.0
165.0,465,37802.0,79.58315789473684,0.11011008387428037,44,4217.0,7.962560558128051e-05,74,5837.0,2.610049719099994e-07,44,3550.0,0.0,58,4913.0,5.649496896665027e-07,65,5026.0,0.0,47,3982.0,0.001643354482560787,37,3365.0,0.0,46,4120.0,0.020153616372141164,50,5077.0,0.01587413596118285,-15.5,465,465,40087.0
170.0,470,40143.0,84.68987341772151,0.03180154157104569,44,4437.0,0.0,74,6207.0,0.0,44,3770.0,0.02116149220357859,58,5203.0,0.0,65,5351.0,0.0,48,4220.0,2.5962005090375156e-07,37,3550.0,0.0,47,4352.0,2.0304335701498563e-06,53,5338.0,0.0028904200883787304,-15.667,470,470,42428.0
175.0,473,42504.0,89.67088607594937,0.010521144835118675,44,4657.0,0.0,74,6577.0,0.0,44,3990.0,0.007998616278041704,58,5493.0,0.0,65,5676.0,0.0,48,4460.0,0.0,37,3735.0,0.0,47,4587.0,0.0,56,5614.0,8.761485529846999e-05,-15.767,473,473,44789.0
180.0,468,44315.0,93.4915611814346,0.050865548768856614,44,4877.0,0.0,74,6947.0,0.0,45,4213.0,9.322147212779142e-07,58,5783.0,0.0,65,6001.0,0.0,42,4451.0,0.016115343679696296,37,3920.0,0.0,47,4822.0,0.0,56,5896.0,0.008150206567662431,-15.6,468,468,46910.0
185.0,460,45976.0,96.9957805907173,0.21660501886339284,44,5097.0,0.0,74,7317.0,0.0,45,4440.0,0.0516599592349532,58,6073.0,0.0,65,6326.0,0.0,34,4186.0,0.05548181485548478,37,4105.0,0.0,47,5057.0,0.0,56,6176.0,0.033460867188551874,-15.333,460,460,48777.0
190.0,458,48124.0,101.95762711864407,0.22083980204219317,44,5317.0,0.0,74,7687.0,0.0,45,4665.0,0.053637823878707656,58,6363.0,0.0,65,6651.0,0.0,32,4129.0,0.03596888035602406,37,4290.0,0.0,47,5292.0,0.0,56,6456.0,0.052172674019857486,-15.267,458,458,50850.0
195.0,464,50431.0,106.84533898305085,0.03589461848399337,44,5537.0,0.0,74,8057.0,0.0,47,4895.0,0.003520553218436687,58,6653.0,0.0,65,6976.0,0.0,35,4299.0,0.007620884503591964,37,4475.0,0.0,47,5527.0,0.0,57,6738.0,0.011457836533285236,-15.467,464,464,53157.0
200.0,471,52775.0,112.04883227176221,0.00013209554979519428,44,5757.0,0.0,74,8427.0,0.0,49,5137.0,1.9715759925973348e-05,58,6943.0,0.0,65,7301.0,0.0,38,4484.0,6.413885285337451e-05,37,4660.0,0.0,47,5762.0,0.0,59,7030.0,1.1652239725755954e-05,-15.7,471,471,55501.0
205.0,471,55130.0,117.04883227176221,0.0,44,5977.0,0.0,74,8797.0,0.0,49,5382.0,0.0,58,7233.0,0.0,65,7626.0,0.0,38,4674.0,0.0,37,4845.0,0.0,47,5997.0,0.0,59,7325.0,0.0,-15.7,471,471,57856.0
210.0,471,57485.0,122.04883227176221,0.0,44,6197.0,0.0,74,9167.0,0.0,49,5627.0,0.0,58,7523.0,0.0,65,7951.0,0.0,38,4864.0,0.0,37,5030.0,0.0,47,6232.0,0.0,59,7620.0,0.0,-15.7,471,471,60211.0
215.0,471,59840.0,127.04883227176221,0.0,44,6417.0,0.0,74,9537.0,0.0,49,5872.0,0.0,58,7813.0,0.0,65,8276.0,0.0,38,5054.0,0.0,37,5215.0,0.0,47,6467.0,0.0,59,7915.0,0.0,-15.7,471,471,62566.0
220.0,465,61233.0,130.0063694267516,0.04289602059826482,44,6637.0,0.0,68,9563.0,0.009310017175947094,49,6117.0,0.0,58,8103.0,0.0,65,8601.0,0.0,38,5244.0,0.0,37,5400.0,0.0,47,6702.0,0.0,59,8210.0,0.0,-15.5,465,465,64577.0
225.0,457,61854.0,131.3248407643312,0.13711536641432923,44,6857.0,0.021310991086125837,64,9604.0,0.00895071543221076,49,6362.0,0.0,58,8393.0,0.0,65,8928.0,0.006758786450561067,38,5434.0,0.0,37,5585.0,0.0,43,6596.0,0.005106657145925539,59,8505.0,0.0,-15.233,457,457,66264.0
230.0,459,63279.0,134.35031847133757,0.1748600623825645,44,7077.0,0.021786498823703287,70,9946.0,7.952675453025696e-05,49,6607.0,0.0,58,8683.0,0.0,66,9258.0,0.024547772055518394,38,5624.0,0.0,37,5770.0,0.0,38,6424.0,0.027197108623662255,59,8802.0,0.016527520107208517,-15.3,459,459,68191.0
235.0,448,63804.0,135.46496815286625,0.19734770816666478,45,7300.0,0.0001675882464893348,66,10290.0,0.008791823131853546,49,6852.0,0.0,58,8973.0,0.0,60,9229.0,0.049145672038960815,38,5814.0,0.0,37,5955.0,0.0,35,6603.0,0.028867910753744723,60,9098.0,0.0001463708007217902,-14.933,448,448,70114.0
240.0,431,61696.0,130.98938428874735,0.4019017605371142,46,7530.0,0.0,64,10202.0,0.010096592875905148,49,7097.0,0.0,52,8846.0,0.022786564550422522,49,8723.0,0.058023009094863895,38,6006.0,0.04399964963517822,37,6140.0,0.0,36,6783.0,0.04860975604426488,60,9398.0,5.791023549567658e-07,-14.367,431,431,70725.0
245.0,407,59481.0,126.82515991471216,0.5931504026745564,46,7760.0,0.0,50,9896.0,0.041563737461885034,49,7344.0,0.03440500795211204,46,8315.0,0.044041553812156194,45,8801.0,0.08185227167736804,38,6196.0,0.04757266635867306,34,6139.0,0.05718692493345421,39,6974.0,0.0316855052282069,60,9698.0,0.0,-13.567,407,407,71123.0
250.0,417,59008.0,125.81663113006397,0.4821268844967901,46,7990.0,0.0,55,10159.0,0.0055897248001689215,49,7589.0,0.04515374218385257,46,8394.0,0.06009808777918243,48,9028.0,0.05798925354051873,40,6394.0,0.046510744521668375,29,5935.0,0.10441993587346199,44,7187.0,0.0043661467034402926,60,9998.0,0.0,-13.9,417,417,72674.0
255.0,433,59346.0,126.53731343283582,0.2567329375456126,46,8220.0,0.0,60,10454.0,0.006551222525567653,51,7839.0,0.003548677466167151,49,8627.0,0.06332343798103854,54,9388.0,0.015412053730355112,35,6129.0,0.03936514164733947,33,6088.0,0.03984991622611007,45,7411.0,4.808638143401868e-06,60,10298.0,0.0,-14.433,433,433,74454.0
