step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,3.582044656885167,1,0.0,0.25554192893218347,1,0.0,-0.9
10.0,0,0.0,0.0,7.127596392917719,0,0.0,0.5121484944527797,0,0.0,0.0
15.0,2,0.0,0.0,8.68581948832309,2,0.0,0.634306287524564,2,0.0,-1.8
20.0,2,0.0,0.0,10.089394829234978,2,0.0,0.7439424103438462,2,0.0,-1.8
25.0,1,0.0,0.0,10.152138749842617,1,0.0,0.7435264611621341,1,0.0,-0.9
30.0,6,9.0,0.2571428571428571,8.325171091408018,6,9.0,0.6171368704307952,6,9.0,-5.4
35.0,9,38.0,0.95,7.647833414720154,9,38.0,0.5516914508209778,9,38.0,-8.1
40.0,16,94.0,2.0434782608695654,6.549297997096788,16,94.0,0.45124948076477406,16,94.0,-14.4
45.0,18,174.0,3.48,6.62670064407094,18,174.0,0.444058594525408,18,174.0,-16.2
50.0,26,278.0,4.964285714285714,5.588194560431873,26,278.0,0.34867672344174006,26,278.0,-23.400000000000002
55.0,29,407.0,6.672131147540983,5.405695595888628,29,407.0,0.3396464392497745,29,407.0,-26.1
60.0,34,561.0,8.373134328358208,5.420039811993487,34,561.0,0.3266966938087883,34,561.0,-30.6
65.0,39,734.0,10.194444444444445,4.666802496272404,39,734.0,0.276060740489019,39,734.0,-35.1
70.0,43,938.0,12.181818181818182,4.435014315262012,43,938.0,0.2590237341047305,43,938.0,-38.7
75.0,48,1165.0,14.382716049382717,3.945410053500052,48,1165.0,0.24730625971174253,48,1165.0,-43.2
80.0,54,1413.0,16.24137931034483,3.7906927185618273,54,1413.0,0.22610364629902616,54,1413.0,-48.6
85.0,61,1691.0,18.582417582417584,3.405376010602226,61,1691.0,0.1921728538462693,61,1691.0,-54.9
90.0,67,2005.0,20.885416666666668,3.249112889923848,67,2005.0,0.1874495132814557,67,2005.0,-60.300000000000004
95.0,72,2343.0,22.74757281553398,3.083678753455467,72,2343.0,0.16658059651055093,72,2343.0,-64.8
100.0,76,2705.0,25.2803738317757,2.8826330488669103,76,2705.0,0.1552056204925988,76,2705.0,-68.4
105.0,81,3095.0,28.136363636363637,2.628667515826135,81,3095.0,0.14709206184102075,81,3095.0,-72.9
110.0,86,3510.0,31.62162162162162,2.3638663396492636,86,3510.0,0.12539933822249236,86,3510.0,-77.4
115.0,92,3954.0,34.68421052631579,1.8754163916611324,92,3954.0,0.0962481638187088,92,3954.0,-82.8
120.0,97,4429.0,38.85087719298246,1.3938385885687894,97,4429.0,0.07371981098655597,97,4429.0,-87.3
125.0,99,4918.0,41.67796610169491,1.6050457781984682,99,4918.0,0.07578940188483843,99,4918.0,-89.10000000000001
130.0,102,5419.0,45.53781512605042,1.527652568378529,102,5419.0,0.06998070883162702,102,5419.0,-91.8
135.0,103,5929.0,48.59836065573771,1.650267429462261,103,5929.0,0.06598644684868372,103,5929.0,-92.7
140.0,104,6449.0,52.00806451612903,1.6081158386690773,104,6449.0,0.06401092540041436,104,6449.0,-93.60000000000001
145.0,107,6979.0,56.28225806451613,1.5543515042695764,107,6979.0,0.061889219925144054,107,6979.0,-96.3
150.0,109,7519.0,61.13008130081301,1.3403827191695212,109,7519.0,0.036423632750352444,109,7519.0,-98.10000000000001
155.0,110,8067.0,67.225,1.110153720358853,110,8067.0,0.024868500555472878,110,8067.0,-99.0
160.0,110,8617.0,73.64957264957265,0.7519281676526564,110,8617.0,0.014406354874905603,110,8617.0,-99.0
165.0,110,9167.0,78.35042735042735,0.7275872972090697,110,9167.0,9.803931364055677e-08,110,9167.0,-99.0
170.0,110,9717.0,85.23684210526316,0.4523940028520861,110,9717.0,0.0,110,9717.0,-99.0
175.0,110,10267.0,90.06140350877193,0.4570562756077961,110,10267.0,0.0,110,10267.0,-99.0
180.0,110,10817.0,97.45045045045045,0.12432511019835213,110,10817.0,0.0,110,10817.0,-99.0
185.0,110,11367.0,103.33636363636364,0.0,110,11367.0,0.0,110,11367.0,-99.0
190.0,110,11917.0,108.33636363636364,0.0,110,11917.0,0.0,110,11917.0,-99.0
195.0,110,12467.0,113.33636363636364,0.0,110,12467.0,0.0,110,12467.0,-99.0
