step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,3.7600596901495016,1,0.0,0.26449603949809153,1,0.0,-0.9
10.0,0,0.0,0.0,7.213923431852077,0,0.0,0.5058646214834189,0,0.0,0.0
15.0,2,0.0,0.0,8.840490765980777,2,0.0,0.6272257351203977,2,0.0,-1.8
20.0,2,0.0,0.0,10.571742450386528,2,0.0,0.7472638395821811,2,0.0,-1.8
25.0,1,0.0,0.0,10.26882903391395,1,0.0,0.7293921253882771,1,0.0,-0.9
30.0,5,7.0,0.2,8.498773712763173,5,7.0,0.6253861913632214,5,7.0,-4.5
35.0,10,37.0,0.9024390243902439,7.711622414525703,10,37.0,0.5352539545731037,10,37.0,-9.0
40.0,14,92.0,2.0,7.013461783422232,14,92.0,0.4617046409134556,14,92.0,-12.6
45.0,15,112.0,2.1538461538461537,6.67846334218612,15,134.0,0.4242864894348129,15,134.0,-13.5
50.0,20,187.0,3.2241379310344827,6.724746918418964,20,190.0,0.4027722274925481,20,190.0,-18.0
55.0,15,167.0,2.737704918032787,6.619869155393436,15,231.0,0.3847212578633508,15,231.0,-13.5
60.0,23,252.0,3.8181818181818183,6.561599587564933,23,266.0,0.36852432582391226,23,266.0,-20.7
65.0,26,298.0,4.197183098591549,6.080745245877132,26,351.0,0.3440559360597004,26,351.0,-23.400000000000002
70.0,27,416.0,5.777777777777778,6.035676311529119,27,439.0,0.3377646522153151,27,439.0,-24.3
75.0,34,573.0,7.346153846153846,5.75226476631515,34,587.0,0.3085084046015038,34,587.0,-30.6
80.0,42,756.0,9.21951219512195,5.4081358778834,42,770.0,0.29132351010285606,42,770.0,-37.800000000000004
85.0,45,970.0,11.411764705882353,5.061325317684348,45,984.0,0.25121009013232787,45,984.0,-40.5
90.0,51,1206.0,13.704545454545455,4.469556753449933,51,1220.0,0.23574344388597665,51,1220.0,-45.9
95.0,58,1469.0,16.142857142857142,3.794696513321378,58,1483.0,0.2019752483688345,58,1483.0,-52.2
100.0,62,1764.0,18.967741935483872,3.4787973182549914,62,1778.0,0.20062946415462576,62,1778.0,-55.800000000000004
105.0,66,2084.0,21.708333333333332,3.0385339665128464,66,2098.0,0.17830850339973559,66,2098.0,-59.4
110.0,72,2425.0,24.494949494949495,2.677403894736977,72,2439.0,0.1471022918611422,72,2439.0,-64.8
115.0,78,2799.0,28.272727272727273,2.212521022608063,78,2813.0,0.10669999950931641,78,2813.0,-70.2
120.0,81,3197.0,31.038834951456312,2.3756947926432397,81,3211.0,0.09833496307757665,81,3211.0,-72.9
125.0,87,3612.0,34.4,1.9737303158906507,87,3626.0,0.08429601291108806,87,3626.0,-78.3
130.0,86,4041.0,38.85576923076923,1.8713548390786532,86,4055.0,0.08073922096484723,86,4055.0,-77.4
135.0,87,4475.0,42.216981132075475,1.8103719275129655,87,4489.0,0.08136572095149736,87,4489.0,-78.3
140.0,91,4920.0,45.137614678899084,1.8416437375373298,91,4934.0,0.07791286301777355,91,4934.0,-81.9
145.0,91,5372.0,49.28440366972477,1.8311581157551382,91,5386.0,0.0752394272868609,91,5386.0,-81.9
150.0,94,5835.0,54.02777777777778,1.5876246328120789,94,5849.0,0.06441125502632032,94,5849.0,-84.60000000000001
155.0,95,6309.0,60.08571428571429,1.1923761969709392,95,6323.0,0.043254559568944924,95,6323.0,-85.5
160.0,95,6784.0,65.23076923076923,1.1061873194305596,95,6798.0,0.018804889991237188,95,6798.0,-85.5
165.0,95,7259.0,70.47572815533981,0.9879133854221982,95,7273.0,0.009435877962259089,95,7273.0,-85.5
170.0,95,7734.0,75.82352941176471,0.8260988494122397,95,7748.0,0.0,95,7748.0,-85.5
175.0,95,8209.0,81.27722772277228,0.7636240366702594,95,8223.0,0.0,95,8223.0,-85.5
180.0,95,8684.0,89.52577319587628,0.2966232249034048,95,8698.0,0.0,95,8698.0,-85.5
185.0,95,9159.0,95.40625,0.1322339473752329,95,9173.0,0.0,95,9173.0,-85.5
190.0,95,9634.0,101.41052631578947,0.0,95,9648.0,0.0,95,9648.0,-85.5
195.0,95,10109.0,106.41052631578947,0.0,95,10123.0,0.0,95,10123.0,-85.5
200.0,95,10584.0,111.41052631578947,0.0,95,10598.0,0.0,95,10598.0,-85.5
205.0,95,11059.0,116.41052631578947,0.0,95,11073.0,0.0,95,11073.0,-85.5
210.0,95,11534.0,121.41052631578947,0.0,95,11548.0,0.0,95,11548.0,-85.5
215.0,95,12009.0,126.41052631578947,0.0,95,12023.0,0.0,95,12023.0,-85.5
220.0,95,12484.0,131.41052631578947,0.0,95,12498.0,0.0,95,12498.0,-85.5
225.0,95,12959.0,136.41052631578947,0.0,95,12973.0,0.0,95,12973.0,-85.5
230.0,95,13434.0,141.41052631578947,0.0,95,13448.0,0.0,95,13448.0,-85.5
235.0,95,13909.0,146.41052631578947,0.0,95,13923.0,0.0,95,13923.0,-85.5
240.0,95,14384.0,151.41052631578947,0.0,95,14398.0,0.0,95,14398.0,-85.5
245.0,95,14859.0,156.41052631578947,0.0,95,14873.0,0.0,95,14873.0,-85.5
250.0,95,15334.0,161.41052631578947,0.0,95,15348.0,0.0,95,15348.0,-85.5
255.0,95,15809.0,166.41052631578947,0.0,95,15823.0,0.0,95,15823.0,-85.5
260.0,95,16284.0,171.41052631578947,0.0,95,16298.0,0.0,95,16298.0,-85.5
265.0,95,16759.0,176.41052631578947,0.0,95,16773.0,0.0,95,16773.0,-85.5
