step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,1,0.0,0.0,4.051943573759248,1,0.0,0.2963077078315664,1,0.0,-0.9
10.0,0,0.0,0.0,6.929439725372587,0,0.0,0.4953594890454986,0,0.0,0.0
15.0,2,0.0,0.0,8.839422574649333,2,0.0,0.6381202518139116,2,0.0,-1.8
20.0,2,0.0,0.0,10.281619456368947,2,0.0,0.747233192290233,2,0.0,-1.8
25.0,2,1.0,0.03571428571428571,10.525748696477306,2,1.0,0.7675227363098495,2,1.0,-1.8
30.0,6,13.0,0.37142857142857144,8.465501327385514,6,13.0,0.6245436764652276,6,13.0,-5.4
35.0,11,48.0,1.170731707317073,7.2761000488573515,11,48.0,0.5022841052943336,11,48.0,-9.9
40.0,15,109.0,2.369565217391304,6.915719178385807,15,109.0,0.4587702421332917,15,109.0,-13.5
45.0,23,195.0,3.75,6.140593086452317,23,196.0,0.38198804846245166,23,196.0,-20.7
50.0,20,230.0,4.035087719298246,5.823238401611793,20,268.0,0.3770777898778002,20,268.0,-18.0
55.0,22,329.0,5.306451612903226,6.025058797872095,22,333.0,0.36469846505963394,22,333.0,-19.8
60.0,27,443.0,6.611940298507463,5.431295101183936,27,454.0,0.3285108823737767,27,454.0,-24.3
65.0,33,584.0,8.11111111111111,5.700472532116783,33,590.0,0.34114478919720126,33,590.0,-29.7
70.0,38,757.0,9.705128205128204,5.306544624765426,38,763.0,0.2954038328313444,38,763.0,-34.2
75.0,44,959.0,11.839506172839506,4.580678242574093,44,965.0,0.2608310469286487,44,965.0,-39.6
80.0,50,1187.0,14.130952380952381,4.2957166515387835,50,1193.0,0.24841298449757154,50,1193.0,-45.0
85.0,55,1441.0,16.375,3.8691556057466014,55,1447.0,0.22203018813636372,55,1447.0,-49.5
90.0,62,1728.0,18.382978723404257,3.5824065745352143,62,1734.0,0.2016996118485521,62,1734.0,-55.800000000000004
95.0,66,2042.0,20.836734693877553,3.201067839915444,66,2048.0,0.18929522345707264,66,2048.0,-59.4
100.0,71,2382.0,23.12621359223301,3.1057100610234616,71,2388.0,0.17775655185139996,71,2388.0,-63.9
105.0,76,2748.0,25.92452830188679,2.8163541639296232,76,2754.0,0.15647774420349947,76,2754.0,-68.4
110.0,82,3145.0,28.853211009174313,2.4494942291219677,82,3151.0,0.12087339829804616,82,3151.0,-73.8
115.0,87,3569.0,32.445454545454545,1.9776761859141847,87,3575.0,0.09462122133328142,87,3575.0,-78.3
120.0,92,4019.0,36.207207207207205,1.6949965363362685,92,4025.0,0.0779246504209422,92,4025.0,-82.8
125.0,97,4491.0,39.743362831858406,1.316746157301756,97,4497.0,0.04023910102742286,97,4497.0,-87.3
130.0,100,4986.0,43.73684210526316,1.094973024808733,100,4992.0,0.04371327963481901,100,4992.0,-90.0
135.0,104,5495.0,46.965811965811966,0.9543204661494211,104,5501.0,0.04377106517830153,104,5501.0,-93.60000000000001
140.0,109,6022.0,50.60504201680672,0.6782855005821107,109,6028.0,0.028755945144800572,109,6028.0,-98.10000000000001
145.0,112,6571.0,55.21848739495798,0.4617499587211668,112,6577.0,0.020208670872690345,112,6577.0,-100.8
150.0,116,7143.0,60.53389830508475,0.13521953396833916,116,7149.0,0.009944085494196364,116,7149.0,-104.4
155.0,117,7724.0,65.45762711864407,0.006664741572272989,117,7730.0,0.00044900965606614406,117,7730.0,-105.3
