step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,4,0.0,0.0,2.6913859804393727,0,0.0,0.0969311608307922,1,0.0,0.14236420961897864,1,0.0,0.24980502302950858,0,0.0,0.08880384915645942,0,0.0,0.33228392792034017,0,0.0,1.0,0,0.0,0.31042245013727865,1,0.0,0.04823078930787068,1,0.0,0.19463660871592722,-0.133,4,4,0.0
10.0,7,0.0,0.0,6.419064850872829,1,0.0,0.341978947412344,2,0.0,0.48166896225141625,0,0.0,0.7469450889150128,1,0.0,0.2572819113545243,0,0.0,0.6559141813399268,2,0.0,0.24905553756880772,0,0.0,0.6451674375246744,0,0.0,0.42762827501647493,1,0.0,0.4576043268223904,-0.233,7,7,0.0
15.0,8,0.0,0.0,8.90323570291154,1,0.0,0.537170332159582,1,0.0,0.6511046499708604,0,0.0,0.7367314194194597,2,0.0,0.5603091266784186,1,0.0,0.6458495982561158,2,0.0,0.4912138188618034,0,0.0,0.9771324982533562,0,0.0,0.9093406058066028,1,0.0,0.6789846579203077,-0.267,8,8,0.0
20.0,8,7.0,0.07954545454545454,8.68902517816956,2,1.0,0.648307548238162,1,1.0,0.631848095611066,2,0.0,0.5728403033774816,0,0.0,0.7583486644029357,1,3.0,0.6049939789195077,0,0.0,0.663852422907981,1,2.0,0.23124148305671474,0,0.0,0.6462270958876541,1,0.0,0.6257930772316964,-0.267,8,8,7.0
25.0,14,47.0,0.4351851851851852,7.597736187301405,2,7.0,0.5032739218124047,0,2.0,0.6662142623835225,0,2.0,0.5907137281502334,0,0.0,0.6334305099182531,3,12.0,0.4261395350888252,1,4.0,0.6420721681754268,2,10.0,0.2979105875723496,4,10.0,0.3571801259196436,2,4.0,0.6240769093312296,-0.467,14,14,51.0
30.0,41,155.0,1.1071428571428572,6.230518031670333,4,23.0,0.5437223017634382,4,12.0,0.39291680657826716,5,10.0,0.5130708198242933,1,2.0,0.3654345679842732,5,23.0,0.553204151268724,7,20.0,0.47155486430373356,2,21.0,0.25613829525414344,6,33.0,0.20858210679499783,7,20.0,0.39832590178768335,-1.367,41,41,164.0
35.0,48,284.0,1.7005988023952097,6.203237944153571,6,45.0,0.45532262379616173,6,33.0,0.4733675123337596,3,23.0,0.5909658653537472,4,15.0,0.437608310596692,8,55.0,0.4778269456015468,7,35.0,0.42014523181956337,0,15.0,0.49741851257606495,5,50.0,0.2808585314616506,9,51.0,0.3324831086029404,-1.6,48,48,322.0
40.0,61,503.0,2.675531914893617,5.990595033047634,11,84.0,0.2636353914825457,7,65.0,0.4383571579789398,7,47.0,0.5157477123510861,4,20.0,0.4875274351717142,8,92.0,0.37681350874167274,8,61.0,0.42507564792098,1,3.0,0.6732365245029865,7,76.0,0.3692324125958219,8,83.0,0.3794714563339105,-2.033,61,61,531.0
45.0,87,782.0,3.723809523809524,5.142682236926932,15,153.0,0.2290114211957995,11,113.0,0.35450490808697277,8,61.0,0.33283998051189606,5,41.0,0.5148084651252255,10,118.0,0.3166344793131326,17,121.0,0.2966774501363306,2,5.0,0.46193632429056836,6,106.0,0.4855653690294945,13,132.0,0.34929596676952024,-2.9,87,87,850.0
50.0,99,1021.0,4.400862068965517,4.587369102569965,17,228.0,0.20070535011729135,12,153.0,0.3161275709953439,9,97.0,0.2794308955006468,7,57.0,0.3917654630124213,13,148.0,0.25067459235203715,12,158.0,0.30181593013997643,6,20.0,0.3926679024589575,8,136.0,0.4068028222330434,15,199.0,0.4149580715672098,-3.3,99,99,1196.0
55.0,114,1258.0,4.992063492063492,4.598820431630005,18,307.0,0.14075363873384694,13,174.0,0.2761222145377377,11,124.0,0.3342311201603685,10,97.0,0.38149752643674373,21,214.0,0.2884259217241798,13,180.0,0.34013074488915823,4,38.0,0.5570316287397536,9,143.0,0.3043335275669125,15,250.0,0.3682441225153185,-3.8,114,114,1527.0
60.0,116,1547.0,5.645985401459854,3.9775087607434316,21,406.0,0.1391871868484253,14,226.0,0.23496178102739265,9,130.0,0.32692720859171387,6,102.0,0.42882989986455183,22,304.0,0.19252859278691012,15,210.0,0.26467216947253,3,34.0,0.44973823593365175,6,126.0,0.3475449001494207,20,327.0,0.252622576859402,-3.867,116,116,1865.0
65.0,141,2129.0,7.291095890410959,3.5542632673192895,23,519.0,0.19383562276434413,17,297.0,0.2343145367684214,11,152.0,0.22375090779138576,7,100.0,0.35113402299444235,27,421.0,0.13457474323909913,18,282.0,0.1730861714836725,3,46.0,0.46019502362654285,11,162.0,0.33439926469672365,24,431.0,0.20806791555978568,-4.7,141,141,2410.0
