step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,2.474979101581266,1,0.0,0.05993162293047596,1,0.0,0.056681878145253155,0,0.0,0.18763075679036265,0,0.0,0.3929889501501783,2,0.0
10.0,1,0.0,0.0,7.6378959106603705,0,0.0,0.5294588656577692,0,0.0,0.6634974955476451,0,0.0,0.49085651070414754,1,0.0,0.6034397895120354,1,0.0
15.0,1,0.0,0.0,9.029908724612035,0,0.0,0.6767492747969924,0,0.0,0.6232185388039871,0,0.0,0.7974543050601356,1,0.0,0.5089343862367657,1,0.0
20.0,5,6.0,0.13043478260869565,9.555024251747696,1,0.0,0.7300783317075907,1,0.0,0.6905949230675383,0,0.0,0.8399589672489356,3,6.0,0.509088707036422,5,6.0
25.0,6,26.0,0.49056603773584906,9.630786905959004,0,0.0,0.7419157250679878,2,6.0,0.6775006775714147,1,0.0,0.7217547936713989,3,20.0,0.6215103492034131,6,26.0
30.0,11,65.0,1.0655737704918034,7.967292490392252,1,0.0,0.7132365511916555,3,19.0,0.507561473310137,3,6.0,0.35913185648875107,4,40.0,0.5696742752665697,11,65.0
35.0,26,146.0,2.0,5.7739068966442195,2,5.0,0.5913349807299229,8,44.0,0.3775990560591848,6,26.0,0.360706480759133,10,71.0,0.25584810310686557,26,146.0
40.0,32,251.0,3.0987654320987654,5.630604010743667,8,28.0,0.4427382881151658,9,84.0,0.3713160465601403,3,33.0,0.504184639350551,12,125.0,0.3297794889064111,32,270.0
45.0,40,421.0,4.784090909090909,5.297092900746722,10,69.0,0.3011316043019227,13,144.0,0.27496925463122673,3,26.0,0.5879694331209756,14,185.0,0.3598467956729565,40,424.0
50.0,50,632.0,6.32,5.1642060151982285,13,126.0,0.3939141876088839,18,223.0,0.2358999778976213,5,26.0,0.46285771638897916,14,247.0,0.4031326424177672,50,622.0
55.0,53,858.0,7.660714285714286,4.590972210443531,16,198.0,0.3765867382274517,17,308.0,0.2672828464140394,6,46.0,0.35691800803861135,14,315.0,0.29494392043956863,53,867.0
60.0,69,1161.0,9.362903225806452,4.065607487540243,18,280.0,0.30856222611393547,19,395.0,0.21288550791011734,11,91.0,0.36397877537471074,21,402.0,0.2456656083492144,69,1168.0
65.0,76,1527.0,11.9296875,4.08679545980143,21,383.0,0.1864274595141643,21,498.0,0.31113670129188353,11,146.0,0.3722217380271699,23,507.0,0.2526407632887188,76,1534.0
70.0,90,1941.0,14.167883211678832,2.807372624110246,27,507.0,0.08678432242874837,25,608.0,0.13957458555345412,12,204.0,0.3611446374740102,26,629.0,0.17463612042372684,90,1948.0
75.0,105,2431.0,16.76551724137931,2.763864021580734,30,651.0,0.09371820964444515,29,744.0,0.09994245063584106,16,272.0,0.3596409218464128,30,772.0,0.1921648085498844,105,2439.0
80.0,117,2976.0,18.955414012738853,2.018224327611479,32,808.0,0.10091738471478151,29,886.0,0.046898193424575234,20,354.0,0.2560566325927323,36,936.0,0.13148902169214952,117,2984.0
85.0,131,3587.0,20.614942528735632,2.1750193255848824,33,971.0,0.0984333393192094,32,1037.0,0.10420346507378118,25,463.0,0.26619615801851915,41,1128.0,0.12746397552336405,131,3599.0
90.0,139,4240.0,23.296703296703296,2.1965527523505646,35,1138.0,0.09325925661407035,32,1192.0,0.1399524037410172,29,589.0,0.2273871713251404,43,1334.0,0.14744170310134364,139,4253.0
95.0,142,4826.0,25.135416666666668,1.908396800429135,35,1309.0,0.10654113957957355,36,1364.0,0.10483181597069924,26,649.0,0.18870027918838397,45,1553.0,0.11795473959493467,142,4875.0
100.0,153,5518.0,27.182266009852217,2.0887252316862908,39,1496.0,0.12405660025417418,39,1555.0,0.11053342507238202,29,757.0,0.19427065455294928,46,1782.0,0.15053360329466084,153,5590.0
105.0,158,6249.0,30.482926829268294,1.8231250871060116,39,1689.0,0.0934892249198608,43,1760.0,0.11992264239755977,28,892.0,0.17435228855184107,48,2015.0,0.11174710073278182,158,6356.0
110.0,167,6794.0,33.30392156862745,1.3548343452255518,38,1784.0,0.10263002358357297,45,1984.0,0.07679369711123683,34,1039.0,0.07842872389717798,50,2261.0,0.06853726772276902,167,7068.0
115.0,173,7378.0,36.524752475247524,1.153386966571443,33,1784.0,0.10251655200274973,47,2216.0,0.08421207633068535,40,1226.0,0.001307282572447777,53,2521.0,0.04377329412791535,173,7747.0
120.0,179,8179.0,40.49009900990099,0.7586468017755066,34,1950.0,0.0885011778631428,48,2452.0,0.025877381557898378,42,1436.0,1.0331569354779023e-05,55,2789.0,3.644903301446999e-05,179,8627.0
125.0,187,9087.0,45.208955223880594,0.5830375909569155,38,2126.0,0.067311938649967,52,2705.0,0.01705322146842122,42,1648.0,0.010431409832776515,55,3064.0,5.584873253827823e-07,187,9543.0
130.0,191,10032.0,50.41206030150754,0.2702144271346909,40,2322.0,0.0027753714351250653,53,2966.0,3.4092506453871935e-05,43,1861.0,0.015336541392418595,55,3339.0,0.0,191,10488.0
135.0,190,10510.0,53.62244897959184,0.15837244695554917,43,2532.0,6.137795353737505e-05,53,3231.0,0.0,44,2081.0,0.008314075201580224,50,3415.0,0.006884249414240195,190,11259.0
