step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,2.468693608202739,1,0.0,0.06815078467711425,1,0.0,0.06216365375878595,0,0.0,0.20447468122084989,0,0.0,0.3778619974735571,2,0.0
10.0,1,0.0,0.0,7.207838124173333,0,0.0,0.44618213505659093,0,0.0,0.55035738320787,0,0.0,0.4813412703820541,1,0.0,0.604176372277084,1,0.0
15.0,1,0.0,0.0,9.176460205471095,0,0.0,0.6921305000982814,0,0.0,0.6212211673080779,0,0.0,0.775933048349504,1,0.0,0.532135127534601,1,0.0
20.0,7,6.0,0.1276595744680851,9.430701662402791,1,0.0,0.780120360579874,2,1.0,0.6509214390116499,0,0.0,0.8298702598278714,4,5.0,0.47392368838293336,7,6.0
25.0,7,25.0,0.46296296296296297,9.3601166722285,1,0.0,0.6729074521270684,1,6.0,0.6712805118120917,2,1.0,0.7513147719519292,3,19.0,0.637143161319336,7,26.0
30.0,13,72.0,1.1612903225806452,7.3564086079766255,3,8.0,0.613666402995399,4,20.0,0.454506645019537,2,6.0,0.40232392189138916,4,39.0,0.5721249650519592,13,73.0
35.0,26,159.0,2.1780821917808217,5.561519714734735,5,24.0,0.5147988434070402,8,48.0,0.3562572525205865,5,24.0,0.4030276541952278,8,64.0,0.2937703828055822,26,160.0
40.0,38,311.0,3.792682926829268,5.32880255073715,11,62.0,0.4091412972175215,9,86.0,0.3381226343070166,7,54.0,0.4732072132710491,11,110.0,0.3265690851026345,38,312.0
45.0,42,487.0,5.534090909090909,4.848598647015912,12,113.0,0.2769285371743372,11,137.0,0.31998364575730387,8,89.0,0.4846298557168044,11,149.0,0.35783177787506176,42,488.0
50.0,50,693.0,7.0,4.808042996924072,16,187.0,0.3030777050800977,14,204.0,0.259631559361262,9,112.0,0.41782451231774276,11,197.0,0.399752536640095,50,700.0
55.0,56,954.0,8.594594594594595,4.817552949373045,18,275.0,0.3482397151186882,14,273.0,0.31407789087933174,11,160.0,0.34280071034775694,13,253.0,0.3259604985057579,56,961.0
60.0,70,1255.0,10.28688524590164,4.325493375793557,19,367.0,0.3184233025032471,18,349.0,0.26314062723207426,17,227.0,0.31105455433402407,16,319.0,0.2726020919438839,70,1262.0
65.0,75,1607.0,12.653543307086615,3.933590787615731,23,474.0,0.16735089242939974,19,440.0,0.30100660951986763,16,307.0,0.32332564493162447,17,393.0,0.30751296187790683,75,1614.0
70.0,93,2019.0,14.737226277372264,2.8234489724104126,30,610.0,0.08815829142641904,23,540.0,0.1880175061024571,18,391.0,0.28481496543872303,22,485.0,0.20906819641626112,93,2026.0
