step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,2.1683344372460853,1,0.0,0.05748069474318025,1,0.0,0.05844773592361685,0,0.0,0.1584837552925727,0,0.0,0.3742223248966522,2,0.0
10.0,1,0.0,0.0,6.975748412053702,0,0.0,0.48141311928820807,0,0.0,0.5687118989357163,0,0.0,0.45302040113904213,1,0.0,0.5594502075353085,1,0.0
15.0,1,0.0,0.0,8.894394058766474,0,0.0,0.694939051485933,0,0.0,0.6261282269380725,0,0.0,0.7664240288341861,1,0.0,0.487248783282108,1,0.0
20.0,4,4.0,0.08695652173913043,9.520958201427753,1,0.0,0.7727744973580282,1,0.0,0.6675262549540841,0,0.0,0.8481064745477321,2,4.0,0.49583111297048504,4,4.0
25.0,5,22.0,0.41509433962264153,9.985080300449287,0,0.0,0.7723956675915401,1,5.0,0.7582410840369695,1,0.0,0.7544801294078196,3,17.0,0.6049820596479517,5,22.0
30.0,15,66.0,1.064516129032258,7.046066741273064,3,5.0,0.6021679401293727,4,18.0,0.41296617547447145,3,5.0,0.35479242080374085,5,38.0,0.5557609436989998,15,66.0
35.0,28,169.0,2.315068493150685,5.560950898104189,5,25.0,0.5428291989156473,8,47.0,0.34165280710827606,5,25.0,0.38709026831487153,10,72.0,0.2888166615881406,28,169.0
40.0,39,332.0,4.0,5.117471165145243,11,64.0,0.4039161131294053,9,88.0,0.30219955515840446,8,57.0,0.4066674366339489,11,123.0,0.29186951780439935,39,332.0
45.0,44,500.0,5.747126436781609,5.090748607324954,12,120.0,0.2811345803454107,10,125.0,0.295196233336998,8,93.0,0.4632096994895515,14,183.0,0.3638170274344656,44,521.0
50.0,48,692.0,6.851485148514851,5.112284605691805,15,196.0,0.33061528966118053,10,147.0,0.3116322359068274,9,118.0,0.37016912242841715,14,244.0,0.3606115672469518,48,705.0
