step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,2.5773385292530295,1,0.0,0.07502401890764182,1,0.0,0.07506959850600613,0,0.0,0.2198392004695648,0,0.0,0.4069722221180124,2,0.0
10.0,1,0.0,0.0,7.230554531368787,0,0.0,0.46459894600846796,0,0.0,0.650046229610146,0,0.0,0.4596562521234036,1,0.0,0.618904669779772,1,0.0
15.0,1,0.0,0.0,8.831981428958585,0,0.0,0.6527060422033899,0,0.0,0.596046594646457,0,0.0,0.7722345495264684,1,0.0,0.5913366016230583,1,0.0
20.0,3,0.0,0.0,9.903989433957715,1,0.0,0.7524917306108765,1,0.0,0.6337422726161939,0,0.0,0.8761705119167931,1,0.0,0.6653562358515986,3,0.0
25.0,4,9.0,0.16981132075471697,9.838045454412025,0,0.0,0.7308696184951341,1,4.0,0.6953389133222027,2,2.0,0.6960017763776258,1,3.0,0.6973664739765866,4,9.0
30.0,11,36.0,0.5806451612903226,7.8566519364848535,2,3.0,0.6409956435079929,3,12.0,0.47282515045915435,3,8.0,0.44412517158335585,3,13.0,0.6630149344360706,11,36.0
35.0,23,116.0,1.6111111111111112,6.402398934925653,3,13.0,0.6057723663125374,8,41.0,0.36642214698137965,5,28.0,0.4033141538760539,7,34.0,0.35870057546363326,23,116.0
40.0,33,242.0,2.951219512195122,5.317743952110301,9,36.0,0.4247091750808518,8,80.0,0.3301670302510741,7,58.0,0.3557203425391263,9,68.0,0.41320581005806706,33,242.0
45.0,40,420.0,4.827586206896552,5.510961721099842,10,80.0,0.37336606344814166,12,134.0,0.3458576327854203,7,93.0,0.422910044004962,11,113.0,0.397744028951661,40,420.0
50.0,49,620.0,6.2,4.836864419347179,12,136.0,0.372785570475026,16,203.0,0.22827768902133233,9,120.0,0.4415693428993263,12,165.0,0.3644186940102239,49,624.0
55.0,57,875.0,7.8125,4.669781245756838,17,210.0,0.3347226459391477,17,285.0,0.282308313211348,10,161.0,0.374974335976446,13,223.0,0.31563821752002863,57,879.0
60.0,71,1181.0,9.601626016260163,4.066383378437505,20,301.0,0.27391699687812454,20,372.0,0.23070260830363157,15,221.0,0.33120385014538856,16,291.0,0.28799863296170886,71,1185.0
65.0,80,1550.0,12.015503875968992,3.6792396014870223,25,411.0,0.17701166060010073,21,473.0,0.2786895001986778,16,299.0,0.3061571281436756,18,371.0,0.24256215698255928,80,1554.0
70.0,95,1983.0,14.266187050359711,2.6192824415553067,28,541.0,0.09558096233297707,26,586.0,0.14440323440716438,18,384.0,0.27379225803367035,23,478.0,0.18418893292677013,95,1989.0
75.0,100,2331.0,15.857142857142858,2.6625383244327616,25,621.0,0.12768107429523773,29,722.0,0.11353418833401896,22,485.0,0.2518031915249848,24,597.0,0.22856169191320946,100,2425.0
80.0,104,2777.0,17.687898089171973,2.607922233150914,21,655.0,0.21021206875572046,29,861.0,0.08968010554105514,27,603.0,0.2135196533021598,27,719.0,0.19446728138552602,104,2838.0
