step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,2.8231932071794295,1,0.0,0.09603936493198797,1,0.0,0.10813434829078218,0,0.0,0.25917483753630954,0,0.0,0.3883851409089689,2,0.0
10.0,1,0.0,0.0,7.619212449683092,0,0.0,0.5274203449763284,0,0.0,0.6858805946304977,0,0.0,0.49727733938371377,1,0.0,0.5671044090913854,1,0.0
15.0,1,0.0,0.0,9.022025321924819,0,0.0,0.6692868919457339,0,0.0,0.6346509710213047,0,0.0,0.7746543476250771,1,0.0,0.5081443969298539,1,0.0
20.0,5,6.0,0.13043478260869565,9.596091889993057,1,0.0,0.7714665372667835,1,0.0,0.6540852288021162,0,0.0,0.8103656402627801,3,6.0,0.5099543341551264,5,6.0
25.0,6,25.0,0.46296296296296297,9.523641784290021,1,0.0,0.7028324799005278,1,4.0,0.6705520392238283,1,0.0,0.7571090879670395,3,21.0,0.6317984895243131,6,25.0
30.0,16,70.0,1.1475409836065573,7.28512865745333,4,7.0,0.6177817556851178,4,18.0,0.4168605389879564,4,5.0,0.44445630692077753,4,40.0,0.5700299768754923,16,70.0
35.0,28,162.0,2.219178082191781,5.451954292645048,6,27.0,0.4858536389077375,8,46.0,0.3283589546497231,5,22.0,0.3943602715507447,9,67.0,0.32664737237569125,28,162.0
40.0,38,321.0,3.9146341463414633,4.952890703678855,11,70.0,0.38626985346467313,9,88.0,0.3309449826841636,7,52.0,0.4192014851603773,11,113.0,0.2950429714705841,38,323.0
45.0,43,488.0,5.609195402298851,4.869369197850413,12,122.0,0.2796831388699094,12,143.0,0.3139720401835277,7,87.0,0.48447909638478803,12,149.0,0.33951964985467226,43,501.0
50.0,49,706.0,7.1313131313131315,5.131605417394325,15,192.0,0.3150972929085849,13,201.0,0.29102204992507824,10,127.0,0.4139214215460931,11,189.0,0.43174663741672936,49,709.0
55.0,54,955.0,8.603603603603604,4.54875366808151,18,278.0,0.34728377159798407,13,266.0,0.32511373336228494,12,174.0,0.2873737404409242,11,239.0,0.2947113942397581,54,957.0
60.0,67,1244.0,10.19672131147541,4.359041950906255,20,371.0,0.32318564305024244,16,338.0,0.2880397666352968,15,216.0,0.31284527928102757,16,304.0,0.27518380826369065,67,1229.0
65.0,73,1588.0,12.503937007874017,4.0402276190579665,22,477.0,0.21818440723207508,17,422.0,0.2907248152771568,16,293.0,0.3195102827947521,18,381.0,0.30710126336147037,73,1573.0
70.0,84,1818.0,13.27007299270073,2.818427664714486,28,602.0,0.07846434319558383,22,522.0,0.18352542570963207,17,376.0,0.2779563922818865,17,405.0,0.21703441947157992,84,1905.0
75.0,96,2089.0,14.406896551724138,2.7826388920819847,32,756.0,0.12219858519641703,25,641.0,0.1185707203957226,22,474.0,0.26052453946234255,17,388.0,0.2491337079370659,96,2259.0
80.0,107,2514.0,15.91139240506329,2.413270625828059,33,919.0,0.10920576184981909,28,771.0,0.10516302726496225,28,591.0,0.24540423315211668,18,463.0,0.21051843453041066,107,2744.0
85.0,119,3037.0,17.86470588235294,2.2740388486969074,36,1093.0,0.07783246216480356,31,909.0,0.13062832419949094,29,725.0,0.21955240547656385,23,561.0,0.21195128291689097,119,3288.0
90.0,129,3637.0,20.318435754189945,2.3049640982584325,38,1275.0,0.08163921553857194,29,1053.0,0.16164775726237374,34,876.0,0.19208301640784795,28,685.0,0.20857480707890622,129,3889.0
95.0,139,4305.0,22.898936170212767,2.0351007485201893,38,1464.0,0.11827372492488958,34,1213.0,0.14291244980168263,36,1048.0,0.17741297435205708,31,832.0,0.15643415783336406,139,4557.0
100.0,157,5043.0,24.842364532019705,1.924085607068131,42,1659.0,0.11813400896388146,37,1393.0,0.10802558874992113,41,1237.0,0.17764438283748613,37,1004.0,0.15079512164668807,157,5293.0
105.0,161,5531.0,26.98048780487805,1.9001954924770004,38,1731.0,0.1082892385793993,42,1593.0,0.1154837070563407,42,1443.0,0.16139242498828454,39,1193.0,0.1268958427336338,161,5960.0
110.0,159,5854.0,28.83743842364532,1.7501323984689894,37,1741.0,0.11920041978892867,43,1810.0,0.11922404983659866,45,1665.0,0.07751249155467953,34,1316.0,0.12838219981512342,159,6532.0
115.0,161,6302.0,31.198019801980198,1.4240257292934408,36,1847.0,0.06013535197692419,46,2034.0,0.09166546985024412,50,1904.0,0.05485373567173198,29,1273.0,0.1308388451561817,161,7058.0
120.0,165,6916.0,34.23762376237624,1.074985655201271,37,2031.0,0.056964884241904074,49,2274.0,0.00997659838475701,51,2161.0,0.07201098961021958,28,1378.0,0.04901573070234922,165,7844.0
125.0,176,7673.0,38.365,0.7657481842984012,41,2231.0,0.06771188259456018,50,2523.0,0.033513705586970824,54,2424.0,0.016390262328159183,31,1523.0,0.016656813630386295,176,8701.0
130.0,183,8545.0,43.156565656565654,0.4193237540281186,46,2449.0,0.03174123898594792,51,2774.0,0.015207074241131952,54,2694.0,0.0,32,1678.0,0.010284794810020483,183,9595.0
135.0,186,9427.0,47.611111111111114,0.38266196365629057,47,2683.0,6.637100198626456e-06,52,3032.0,1.024095619815295e-05,54,2964.0,0.01203099225713002,33,1834.0,0.009611873413212483,186,10513.0
140.0,188,10343.0,53.04102564102564,0.14746708808623782,47,2918.0,0.0,52,3292.0,0.0,55,3236.0,8.983951873433002e-05,34,2002.0,0.007441804313183351,188,11448.0
145.0,189,11258.0,57.733333333333334,0.13223227540870436,47,3153.0,0.0,52,3552.0,0.0,55,3511.0,0.0,35,2172.0,0.002774468366338695,189,12388.0
150.0,189,12189.0,62.829896907216494,0.07188919608242483,47,3388.0,0.0,52,3812.0,0.0,55,3786.0,0.0,35,2348.0,0.0022433807047169655,189,13334.0
155.0,192,13142.0,68.09326424870466,0.0010026107791028128,47,3623.0,0.0,52,4072.0,0.0,55,4061.0,0.0,38,2532.0,0.00036213447535801913,192,14288.0
160.0,187,13424.0,69.55440414507773,0.11017556876507703,47,3860.0,0.00822358872678662,46,4078.0,0.014474334274990387,55,4336.0,0.0,39,2727.0,2.8302999543910873e-06,187,15001.0
165.0,179,13813.0,71.56994818652849,0.48098735720966085,47,4095.0,0.020791774793110392,38,3786.0,0.041200276421685715,55,4611.0,0.0,39,2922.0,0.03290700917497128,179,15414.0
170.0,182,14715.0,76.24352331606218,0.421600739967767,47,4330.0,0.0207327852969711,40,3937.0,0.02644281557658501,55,4886.0,0.0,40,3120.0,0.055960786253061355,182,16273.0
175.0,185,15632.0,80.99481865284974,0.13029947661184957,47,4563.0,0.0,41,4143.0,0.003719987686578464,55,5161.0,0.002551997730010588,42,3326.0,0.009390626569541045,185,17193.0
180.0,191,16577.0,86.33854166666667,0.001008551062578686,47,4798.0,0.0,44,4358.0,0.0002674887315756741,56,5439.0,8.51408879234095e-06,44,3543.0,3.0429381266003187e-05,191,18138.0
185.0,186,16662.0,86.78125,0.10362735021639351,41,4720.0,0.013556335427410218,45,4582.0,2.139985000613493e-06,56,5719.0,0.0,44,3763.0,0.0,186,18784.0
190.0,173,16026.0,83.46875,0.5485655768319502,34,4340.0,0.051120581384094914,45,4809.0,0.028997120126652603,56,5999.0,0.0,38,3717.0,0.012721058517136705,173,18865.0
195.0,168,16083.0,83.765625,0.8637665849062856,34,4363.0,0.041846910873060604,47,5041.0,0.06873908713113759,56,6281.0,0.042762848160724856,31,3404.0,0.06008643851125623,168,19089.0
200.0,178,16868.0,87.85416666666667,0.4520809702175044,38,4543.0,0.0056844347190080375,49,5282.0,0.010846480935211874,57,6563.0,0.03273293322134088,34,3562.0,0.024450302131116496,178,19950.0
205.0,186,17782.0,92.61458333333333,0.3000357881950229,40,4738.0,0.0001205610676491407,52,5539.0,1.37090798220988e-05,57,6846.0,0.012789582569856565,37,3739.0,0.0020535450518175636,186,20862.0
210.0,187,18717.0,97.99476439790575,0.266206339356304,40,4938.0,8.997422349383581e-07,52,5799.0,0.0,57,7131.0,0.0,38,3929.0,6.282417177493604e-06,187,21797.0
215.0,187,19652.0,103.97883597883597,0.14176218893066156,40,5138.0,0.0,52,6059.0,0.0,57,7416.0,1.385525332095219e-07,38,4119.0,0.0,187,22732.0
220.0,187,20587.0,108.92592592592592,0.14679010557829267,40,5338.0,0.0,52,6319.0,0.0,57,7701.0,1.3377389273300778e-07,38,4309.0,0.0,187,23667.0
225.0,187,21522.0,114.47872340425532,0.0748233905064904,40,5538.0,0.0,52,6579.0,0.0,57,7986.0,0.0,38,4499.0,0.0,187,24602.0
230.0,186,22262.0,119.04812834224599,0.03409157376873362,40,5738.0,0.0,52,6839.0,0.0,57,8271.0,0.0,37,4494.0,0.0,186,25342.0
235.0,186,23192.0,124.02139037433155,0.06489175180075155,40,5938.0,0.0,52,7099.0,0.0,57,8556.0,0.0,37,4679.0,0.0,186,26272.0
240.0,186,24122.0,128.99465240641712,0.06407367722111204,40,6138.0,0.0,52,7359.0,0.0,57,8841.0,0.0,37,4864.0,0.0,186,27202.0
245.0,186,25052.0,133.96791443850267,0.06545740281744489,40,6338.0,0.0,52,7619.0,0.0,57,9126.0,0.0,37,5049.0,0.0,186,28132.0
250.0,186,25982.0,138.94117647058823,0.06785100848508444,40,6538.0,0.0,52,7879.0,0.0,57,9411.0,0.0,37,5234.0,0.0,186,29062.0
255.0,186,26912.0,144.68817204301075,0.0,40,6738.0,0.0,52,8139.0,0.0,57,9696.0,0.0,37,5419.0,0.0,186,29992.0
260.0,186,27842.0,149.68817204301075,0.0,40,6938.0,0.0,52,8399.0,0.0,57,9981.0,0.0,37,5604.0,0.0,186,30922.0
265.0,186,28772.0,154.68817204301075,0.0,40,7138.0,0.0,52,8659.0,0.0,57,10266.0,0.0,37,5789.0,0.0,186,31852.0
270.0,186,29702.0,159.68817204301075,0.0,40,7338.0,0.0,52,8919.0,0.0,57,10551.0,0.0,37,5974.0,0.0,186,32782.0
275.0,186,30632.0,164.68817204301075,0.0,40,7538.0,0.0,52,9179.0,0.0,57,10836.0,0.0,37,6159.0,0.0,186,33712.0
280.0,186,31562.0,169.68817204301075,0.0,40,7738.0,0.0,52,9439.0,0.0,57,11121.0,0.0,37,6344.0,0.0,186,34642.0
285.0,186,32492.0,174.68817204301075,0.0,40,7938.0,0.0,52,9699.0,0.0,57,11406.0,0.0,37,6529.0,0.0,186,35572.0
290.0,186,33422.0,179.68817204301075,0.0,40,8138.0,0.0,52,9959.0,0.0,57,11691.0,0.0,37,6714.0,0.0,186,36502.0
295.0,186,34352.0,184.68817204301075,0.0,40,8338.0,0.0,52,10219.0,0.0,57,11976.0,0.0,37,6899.0,0.0,186,37432.0
300.0,186,35282.0,189.68817204301075,0.0,40,8538.0,0.0,52,10479.0,0.0,57,12261.0,0.0,37,7084.0,0.0,186,38362.0
305.0,183,35648.0,191.65591397849462,0.05294791464457192,37,8481.0,0.008693718961616534,52,10739.0,0.0,57,12548.0,0.006840218779794127,37,7269.0,0.0,183,39037.0
