step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,2.5384016301308296,1,0.0,0.08619867232592288,1,0.0,0.08184256396095811,0,0.0,0.22296501709755406,0,0.0,0.3705671231187483,2,0.0
10.0,1,0.0,0.0,7.360648105293687,0,0.0,0.5006141373578042,0,0.0,0.6157504948075795,0,0.0,0.5012731665900333,1,0.0,0.561535926332272,1,0.0
15.0,1,0.0,0.0,9.183001017519445,0,0.0,0.6941979971240426,0,0.0,0.66335200799119,0,0.0,0.804954405183668,1,0.0,0.5181161678746495,1,0.0
20.0,7,5.0,0.10638297872340426,9.259511982657964,1,0.0,0.7390227805985209,2,1.0,0.6656221440370503,0,0.0,0.7861397808859367,4,4.0,0.5022530049673256,7,5.0
25.0,7,25.0,0.46296296296296297,9.015830860469142,2,2.0,0.6736178270714649,1,6.0,0.6708212295772188,1,0.0,0.6722343155148235,3,17.0,0.581311764207074,7,25.0
30.0,18,80.0,1.2698412698412698,6.904786595573273,5,12.0,0.5647242567119182,5,21.0,0.40327877327352685,3,8.0,0.4772885245568611,5,39.0,0.5199992438948731,18,80.0
35.0,28,172.0,2.356164383561644,5.394520640498314,5,22.0,0.5223238382608596,9,52.0,0.33778267989602656,4,24.0,0.3548823215292783,10,74.0,0.31183851952077474,28,172.0
40.0,39,333.0,4.060975609756097,5.180524989160259,12,64.0,0.39203927314321124,9,92.0,0.3655531648926077,8,54.0,0.41896989020822545,10,123.0,0.286375004840643,39,333.0
45.0,48,540.0,6.067415730337078,4.868211957176106,15,125.0,0.2880670004324522,12,147.0,0.3032344855527029,7,89.0,0.47204665155948256,14,179.0,0.31648630803744787,48,540.0
50.0,56,785.0,7.696078431372549,4.789460450070252,16,201.0,0.29947017773628426,16,214.0,0.25800633286670865,10,128.0,0.40533563227366787,14,242.0,0.37647832032164713,56,785.0
55.0,57,1056.0,9.345132743362832,4.513165420664266,18,287.0,0.32357814993453354,15,289.0,0.2727308233838165,10,172.0,0.2954825991996115,14,308.0,0.29058711250899666,57,1056.0
60.0,71,1367.0,11.113821138211382,3.8841559486437878,21,383.0,0.24910669963304496,18,369.0,0.2513212382549038,13,214.0,0.3208836479469692,19,388.0,0.22897938072830926,71,1354.0
65.0,79,1736.0,13.457364341085272,3.9010214851419214,25,499.0,0.20125880866066825,18,457.0,0.3210979773111194,16,288.0,0.31333489334058123,20,479.0,0.24106155807901572,79,1723.0
70.0,93,2163.0,15.56115107913669,2.74145482336624,28,628.0,0.08106952783715071,23,558.0,0.1489680083407563,18,373.0,0.2712568681462346,24,591.0,0.22144826674106724,93,2150.0
