step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,2.459374188800575,1,0.0,0.0955506502486249,1,0.0,0.07776277323646855,0,0.0,0.21940115461333265,0,0.0,0.34133673855086544,2,0.0
10.0,1,0.0,0.0,7.00855769350986,0,0.0,0.4635661450158481,0,0.0,0.5958110805884821,0,0.0,0.465771543994218,1,0.0,0.5587807997868036,1,0.0
15.0,1,0.0,0.0,9.065039246942609,0,0.0,0.671137920937642,0,0.0,0.6318620109685684,0,0.0,0.799270865656041,1,0.0,0.5509358498741316,1,0.0
20.0,6,7.0,0.14893617021276595,9.282712879711122,1,0.0,0.7578521411848846,1,0.0,0.6896647319226764,0,0.0,0.8341170006754668,4,7.0,0.48650604649547785,6,7.0
25.0,7,25.0,0.46296296296296297,9.564566359405884,1,0.0,0.7275261925024381,1,4.0,0.697198497196852,2,1.0,0.7369706358251354,3,20.0,0.6440322688751897,7,25.0
30.0,16,68.0,1.096774193548387,7.048359214690419,4,3.0,0.5549675200082237,5,18.0,0.43139748061338895,3,8.0,0.443139039186885,4,39.0,0.5654297314642311,16,68.0
35.0,29,171.0,2.3424657534246576,5.912114879033974,6,26.0,0.5526132545398903,8,47.0,0.3562868561783847,6,27.0,0.3574293992209002,9,71.0,0.3545412095632158,29,171.0
40.0,39,328.0,4.0,5.0437476096680625,11,63.0,0.36733409828602165,9,84.0,0.34675136386586614,7,59.0,0.4140682768582191,12,122.0,0.2916550351164757,39,328.0
45.0,45,530.0,6.091954022988506,4.9100888081522145,13,121.0,0.29510919005322955,11,134.0,0.29627069286293706,7,94.0,0.4986704939183661,14,182.0,0.33759209012274843,45,531.0
50.0,54,752.0,7.372549019607843,4.528234588366305,15,193.0,0.31371708158904044,15,199.0,0.2499200417509191,10,119.0,0.37037557698206686,14,246.0,0.3645874877630019,54,757.0
55.0,60,1026.0,9.079646017699115,4.285210047397625,18,278.0,0.32512922347306333,15,273.0,0.26644470668772224,12,166.0,0.3287287808383623,15,314.0,0.271977150466192,60,1031.0
60.0,71,1347.0,10.862903225806452,4.086776580399648,20,371.0,0.29445499505755734,18,353.0,0.24669414114428342,14,231.0,0.3341529032275217,19,397.0,0.24929345121833327,71,1352.0
65.0,75,1658.0,12.852713178294573,3.8317833535668817,19,451.0,0.15257482159229455,19,446.0,0.3271655903309681,16,311.0,0.30118653553872793,21,491.0,0.2599272172460192,75,1699.0
70.0,86,2060.0,14.927536231884059,2.877922171826531,25,529.0,0.12542036753621405,21,547.0,0.19375381437180053,17,394.0,0.28905692199335026,23,603.0,0.16611297542243858,86,2073.0
75.0,97,2380.0,16.08108108108108,3.1274106112450797,25,646.0,0.13994405780601682,27,671.0,0.14738891147220357,21,490.0,0.293467687678878,24,655.0,0.22264017179577764,97,2462.0
80.0,110,2837.0,17.842767295597483,2.717613845479955,29,783.0,0.13099111257663476,29,810.0,0.11559341386004607,27,606.0,0.2404037082819088,25,695.0,0.21679334790013854,110,2894.0
85.0,121,3400.0,19.883040935672515,2.5097745428912757,29,928.0,0.10352398767234128,33,963.0,0.14550652370889294,30,745.0,0.2541357381004132,29,802.0,0.18574582423993036,121,3438.0
90.0,136,4028.0,22.13186813186813,2.2778024993069894,32,1080.0,0.09536083089655585,35,1132.0,0.14104828304054362,35,899.0,0.22108822797279412,34,956.0,0.14069788847157214,136,4067.0
95.0,143,4715.0,24.68586387434555,1.9772263054912385,32,1238.0,0.12301116945849046,39,1321.0,0.13042176288980037,37,1070.0,0.1529384878742466,35,1126.0,0.12949191012573474,143,4755.0
100.0,158,5470.0,26.813725490196077,2.178929074277838,36,1408.0,0.18321395080567696,45,1530.0,0.08518761488346697,40,1263.0,0.1629936321380174,37,1310.0,0.15573650415280316,158,5511.0
105.0,164,6268.0,30.57560975609756,1.9189886845091064,36,1583.0,0.13145929266821169,48,1761.0,0.08936055599924415,42,1469.0,0.14014511272284866,38,1496.0,0.12062816804370988,164,6309.0
110.0,168,6785.0,33.09756097560975,1.4915408317775596,39,1775.0,0.08508258856793485,49,2006.0,0.09292482899449896,46,1693.0,0.06918173947595174,34,1531.0,0.10874872721684559,168,7005.0
115.0,175,7056.0,34.93069306930693,1.0507742463600065,44,1989.0,0.03915472751158131,51,2256.0,0.03904892150254776,51,1936.0,0.04715840104751709,29,1511.0,0.09528130057235798,175,7692.0
120.0,178,7626.0,37.940298507462686,0.7129440732492556,46,2213.0,0.021263452081681632,53,2519.0,0.007388836523602512,51,2191.0,0.04876637797728335,28,1604.0,0.015521737873019798,178,8527.0
