step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,A3_stopped,A3_accumulated_waiting_time,A3_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,D0_stopped,D0_accumulated_waiting_time,D0_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,3,0.0,0.0,2.851086853031025,0,0.0,0.25419864188953695,0,0.0,1.0,0,0.0,1.0,2,0.0,0.0,0,0.0,0.13526272881102763,0,0.0,0.20469674993663162,0,0.0,0.2035531129014694,0,0.0,0.40548150730336596,0,0.0,0.40636100843185685,0,0.0,0.35998301918816833,1,0.0,0.12287709780509945,0,0.0,1.0,0,0.0,0.2430458983000723,0,0.0,0.2325509998658381,0,0.0,0.26029565728541143,0,0.0,0.14452084931738937,3,0.0,-0.018749999999999996
10.0,11,0.0,0.0,5.92245865073086,0,0.0,0.3303078384126657,1,0.0,0.2393038745743982,1,0.0,0.0,2,0.0,0.3458349918742406,2,0.0,0.441077598615766,0,0.0,0.4751985536753064,0,0.0,0.5230564110293053,0,0.0,0.7085518403478042,0,0.0,0.46670928884203117,1,0.0,0.44834907154514864,1,0.0,0.40610607363616075,0,0.0,1.0,1,0.0,0.3566462737719221,0,0.0,0.5925202312658013,2,0.0,0.279428835625873,0,0.0,0.6251905293461274,11,0.0,-0.06874999999999998
15.0,8,0.0,0.0,8.566869027659635,2,0.0,0.41250922808263185,0,0.0,0.733244406387661,1,0.0,0.29513244931227445,0,0.0,0.6419986466005569,0,0.0,0.7502532579798203,0,0.0,0.7145208775423381,1,0.0,0.6648488200683685,0,0.0,0.6726000499123405,0,0.0,0.6715157063711387,0,0.0,0.5683319921213288,0,0.0,0.6465246519794038,2,0.0,0.20416664977464255,0,0.0,0.7068488103240013,1,0.0,0.6597143691057397,1,0.0,0.6597150604328199,0,0.0,0.58277538561495,8,0.0,-0.04999999999999999
20.0,15,16.0,0.12403100775193798,7.951943021191054,0,0.0,0.6480687507831275,0,0.0,0.5329012704780715,2,0.0,0.5357304223935186,1,0.0,0.7574911066211287,0,0.0,0.6090402303813736,1,3.0,0.5601580188744477,2,2.0,0.5072291582538614,1,0.0,0.6184797501412708,1,3.0,0.453313295789209,1,4.0,0.47444178563762346,2,1.0,0.5351624035411777,0,0.0,0.7331135432304734,1,0.0,0.6739826318388421,1,1.0,0.5061203088558416,1,2.0,0.5001637249006656,1,0.0,0.491811001742156,15,16.0,-0.09374999999999997
25.0,28,80.0,0.5128205128205128,7.125343702399591,0,0.0,0.7338273536897396,3,2.0,0.3901053939932221,0,0.0,0.7557137263929854,0,0.0,0.6689521085082747,6,20.0,0.42515162921699734,3,3.0,0.5505138798517824,3,10.0,0.3059937759936046,1,0.0,0.582728503070312,2,11.0,0.5541931283928166,5,15.0,0.3654892040455599,4,16.0,0.2745436919440698,0,0.0,0.7497715392001633,0,0.0,0.6050424241821251,1,4.0,0.600985727355084,0,3.0,0.44599590568023195,0,0.0,0.5959081843485959,28,84.0,-0.17499999999999996
30.0,55,246.0,1.268041237113402,6.1191397197520505,3,10.0,0.5433242209678816,2,12.0,0.5706286628890239,2,5.0,0.49550285247675824,2,5.0,0.5628234390187098,7,50.0,0.266433777696769,3,8.0,0.4107788358571457,6,32.0,0.3685648865537106,1,7.0,0.5005616882809897,3,21.0,0.2877769698695759,5,36.0,0.452466948230974,8,41.0,0.3761632777774997,3,5.0,0.4143693852409467,2,9.0,0.5094987560847731,1,11.0,0.5773377448821102,4,8.0,0.4039370109534166,3,5.0,0.6003967480470622,55,265.0,-0.34374999999999994
35.0,70,485.0,2.1651785714285716,6.000238093368718,5,31.0,0.3026741337863985,1,11.0,0.6853345606352338,5,24.0,0.26188608148786346,3,17.0,0.442862844671957,12,84.0,0.10082810836086535,4,29.0,0.5883105317060738,4,34.0,0.393218277642787,3,15.0,0.5295085160573365,6,42.0,0.26900011180785743,5,56.0,0.4909901475057802,7,76.0,0.4424053228670587,4,21.0,0.43992243063056774,3,15.0,0.45606282145357924,3,24.0,0.47918023457115155,3,14.0,0.5671731186398062,2,12.0,0.5983155936278949,70,505.0,-0.4374999999999999
40.0,98,764.0,2.996078431372549,5.427318836943662,9,70.0,0.11996065043004461,2,17.0,0.5876397674373751,3,30.0,0.5138826792981365,4,25.0,0.32306449274315185,13,139.0,0.1617885395107153,3,37.0,0.5241766615918549,6,61.0,0.4115029646164132,4,25.0,0.4227268493540203,7,72.0,0.4219711635149562,10,92.0,0.37884238307129187,8,81.0,0.37688703628189063,8,46.0,0.4044810530734585,6,42.0,0.4809273178709811,5,44.0,0.3514575179402603,6,34.0,0.33177947518379075,4,25.0,0.5169065729065221,98,840.0,-0.6124999999999998
45.0,118,1067.0,3.824372759856631,4.888941837197688,12,119.0,0.15240707754793462,3,13.0,0.5149255142937543,4,45.0,0.47094194888286395,6,48.0,0.32187928625625717,13,197.0,0.20415619114730835,10,71.0,0.39939506800623337,4,67.0,0.38732687974427843,4,35.0,0.45729413384507256,6,102.0,0.41888014029937803,10,107.0,0.345185544281281,9,82.0,0.31469256879018187,10,81.0,0.28207246571447175,8,78.0,0.3854082102970069,5,54.0,0.39283252051859885,9,70.0,0.16434970318612885,5,34.0,0.4396200241777396,118,1203.0,-0.7374999999999998
