step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0,0.0
5.0,1,0.0,0.0,3.1772187850903717,1,0.0,0.24242328697230797,-0.3,1,1,0.0
10.0,0,0.0,0.0,6.331093104125358,0,0.0,0.46576640075709924,0.0,0,0,0.0
15.0,2,0.0,0.0,8.623691724763528,2,0.0,0.6320602765898451,-0.6,2,2,0.0
20.0,1,0.0,0.0,10.101312501115766,1,0.0,0.7435372163139532,-0.3,1,1,0.0
25.0,1,0.0,0.0,10.513438674216534,1,0.0,0.7761612847220102,-0.3,1,1,0.0
30.0,4,6.0,0.17142857142857143,8.813517861119102,4,6.0,0.6410343303050897,-1.2,4,4,6.0
35.0,9,27.0,0.6585365853658537,8.079600758651589,9,27.0,0.553398512253418,-2.7,9,9,27.0
40.0,13,79.0,1.7173913043478262,7.688972344082007,13,79.0,0.5011042794260274,-3.9,13,13,79.0
45.0,19,155.0,3.0392156862745097,6.695614536341459,19,155.0,0.41314586923905616,-5.7,19,19,155.0
50.0,25,259.0,4.625,5.553374038544616,25,259.0,0.3328121162917364,-7.5,25,25,259.0
55.0,27,390.0,6.5,5.708146397542199,27,390.0,0.34979932415177123,-8.1,27,27,390.0
60.0,33,540.0,8.181818181818182,5.334741325809368,33,540.0,0.31676778837493674,-9.9,33,33,540.0
65.0,38,708.0,9.833333333333334,5.039067130058438,38,708.0,0.2991102780609335,-11.4,38,38,708.0
70.0,41,901.0,12.175675675675675,4.74793494371566,41,901.0,0.3011854398962284,-12.3,41,41,901.0
75.0,48,1117.0,13.9625,3.94894587599898,48,1117.0,0.23400982699369297,-14.4,48,48,1117.0
80.0,55,1367.0,15.895348837209303,3.656313056277876,55,1367.0,0.2179684039329323,-16.5,55,55,1367.0
85.0,58,1644.0,18.471910112359552,3.5562449964430813,58,1644.0,0.21568637944490684,-17.4,58,58,1644.0
90.0,65,1949.0,20.09278350515464,3.1855228071669153,65,1949.0,0.17691834360708478,-19.5,65,65,1949.0
95.0,72,2284.0,22.613861386138613,2.919660251536137,72,2284.0,0.1741554187655124,-21.6,72,72,2284.0
100.0,73,2641.0,25.152380952380952,2.845509537788332,73,2641.0,0.16488640508142038,-21.9,73,73,2641.0
105.0,73,2608.0,23.70909090909091,2.74668485211537,73,2861.0,0.15763440780657212,-21.9,73,73,2861.0
110.0,74,2464.0,22.0,2.7221188984121616,74,2971.0,0.14082066746548938,-22.2,74,74,2971.0
115.0,66,2115.0,18.883928571428573,2.7058111809008762,66,3111.0,0.13209551365028013,-19.8,66,66,3111.0
120.0,60,1830.0,15.91304347826087,3.0057255626536312,60,3124.0,0.12711666069783967,-18.0,60,60,3124.0
125.0,57,1747.0,14.931623931623932,3.0881992986513196,57,3322.0,0.12998502208041782,-17.1,57,57,3322.0
130.0,59,1905.0,16.14406779661017,3.317281620363458,59,3552.0,0.1331947404372935,-17.7,59,59,3552.0
135.0,72,2235.0,19.267241379310345,3.0294389350727324,72,3868.0,0.10262624905746319,-21.6,72,72,3868.0
140.0,84,2629.0,22.663793103448278,2.7333780173975266,84,4262.0,0.09144670601853903,-25.2,84,84,4262.0
145.0,90,3066.0,26.894736842105264,2.546628394392537,90,4699.0,0.07880911155461234,-27.0,90,90,4699.0
150.0,91,3519.0,32.28440366972477,1.900019120709553,91,5152.0,0.0548944391537568,-27.3,91,91,5152.0
155.0,93,3983.0,37.575471698113205,1.6347684441906218,93,5616.0,0.04911689821006803,-27.9,93,93,5616.0
160.0,93,4448.0,43.18446601941748,1.2129084384066777,93,6081.0,0.01942785486921229,-27.9,93,93,6081.0
165.0,93,4913.0,48.64356435643565,1.0342834869937005,93,6546.0,0.00794928694431978,-27.9,93,93,6546.0
170.0,93,5378.0,54.323232323232325,0.7832583228034338,93,7011.0,0.0,-27.9,93,93,7011.0
175.0,93,5843.0,59.62244897959184,0.6982248161399089,93,7476.0,0.0,-27.9,93,93,7476.0
180.0,93,6308.0,66.4,0.3069677206205964,93,7941.0,0.0,-27.9,93,93,7941.0
185.0,93,6773.0,72.05319148936171,0.1617595507711207,93,8406.0,0.0,-27.9,93,93,8406.0
190.0,93,7238.0,77.82795698924731,0.0,93,8871.0,0.0,-27.9,93,93,8871.0
195.0,93,7703.0,82.82795698924731,0.0,93,9336.0,0.0,-27.9,93,93,9336.0
200.0,93,8168.0,87.82795698924731,0.0,93,9801.0,0.0,-27.9,93,93,9801.0
205.0,93,8633.0,92.82795698924731,1.5023978091650956e-06,93,10266.0,1.0580454772645566e-07,-27.9,93,93,10266.0
210.0,93,9098.0,97.82795698924731,0.0,93,10731.0,0.0,-27.9,93,93,10731.0
215.0,93,9563.0,102.82795698924731,0.0,93,11196.0,0.0,-27.9,93,93,11196.0
220.0,93,10028.0,107.82795698924731,0.0,93,11661.0,0.0,-27.9,93,93,11661.0
225.0,93,10493.0,112.82795698924731,0.0,93,12126.0,0.0,-27.9,93,93,12126.0
230.0,93,10958.0,117.82795698924731,0.0,93,12591.0,0.0,-27.9,93,93,12591.0
235.0,93,11423.0,122.82795698924731,0.0,93,13056.0,0.0,-27.9,93,93,13056.0
240.0,93,11888.0,127.82795698924731,0.0,93,13521.0,0.0,-27.9,93,93,13521.0
245.0,93,12353.0,132.8279569892473,0.0,93,13986.0,0.0,-27.9,93,93,13986.0
250.0,93,12818.0,137.8279569892473,0.0,93,14451.0,0.0,-27.9,93,93,14451.0
255.0,93,13283.0,142.8279569892473,0.0,93,14916.0,0.0,-27.9,93,93,14916.0
260.0,93,13748.0,147.8279569892473,0.0,93,15381.0,0.0,-27.9,93,93,15381.0
265.0,93,14213.0,152.8279569892473,0.0,93,15846.0,0.0,-27.9,93,93,15846.0
270.0,93,14678.0,157.8279569892473,0.0,93,16311.0,0.0,-27.9,93,93,16311.0
275.0,93,15143.0,162.8279569892473,0.0,93,16776.0,0.0,-27.9,93,93,16776.0
280.0,93,15608.0,167.8279569892473,0.0,93,17241.0,0.0,-27.9,93,93,17241.0
285.0,93,16073.0,172.8279569892473,1.4622524394449605e-06,93,17706.0,1.1401901195682657e-07,-27.9,93,93,17706.0
290.0,93,16538.0,177.8279569892473,0.0,93,18171.0,0.0,-27.9,93,93,18171.0
295.0,93,17003.0,182.8279569892473,0.0,93,18636.0,0.0,-27.9,93,93,18636.0
300.0,93,17468.0,187.8279569892473,0.0,93,19101.0,0.0,-27.9,93,93,19101.0
305.0,93,17933.0,192.8279569892473,0.0,93,19566.0,0.0,-27.9,93,93,19566.0
310.0,93,18398.0,197.8279569892473,0.0,93,20031.0,0.0,-27.9,93,93,20031.0
315.0,93,18863.0,202.8279569892473,0.0,93,20496.0,0.0,-27.9,93,93,20496.0
320.0,93,19328.0,207.8279569892473,0.0,93,20961.0,0.0,-27.9,93,93,20961.0
