step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0,0.0
5.0,1,0.0,0.0,3.6390991363829635,1,0.0,0.2527085299500192,-0.3,1,1,0.0
10.0,0,0.0,0.0,7.1906428546367795,0,0.0,0.5148861472543881,0.0,0,0,0.0
15.0,2,0.0,0.0,8.282121161550627,2,0.0,0.5869752974321714,-0.6,2,2,0.0
20.0,2,0.0,0.0,9.734623969896193,2,0.0,0.6899854870972253,-0.6,2,2,0.0
25.0,1,0.0,0.0,10.063660577139087,1,0.0,0.7238559802880344,-0.3,1,1,0.0
30.0,5,11.0,0.3142857142857143,8.795534202027326,5,11.0,0.6364103817954463,-1.5,5,5,11.0
35.0,7,22.0,0.5365853658536586,8.149138650447902,7,22.0,0.564961320582775,-2.1,7,7,22.0
40.0,11,57.0,1.2391304347826086,8.464496363771069,11,57.0,0.5675306066347378,-3.3,11,11,57.0
45.0,14,108.0,2.076923076923077,7.880280553184535,14,108.0,0.47453410126081985,-4.2,14,14,108.0
50.0,18,177.0,3.1607142857142856,6.92652954693881,18,177.0,0.3953987872923902,-5.4,18,18,177.0
55.0,23,273.0,4.475409836065574,6.6387147702017435,23,273.0,0.3640591833561159,-6.9,23,23,273.0
60.0,27,397.0,6.508196721311475,5.726926666322407,27,397.0,0.36241787940432674,-8.1,27,27,397.0
65.0,33,541.0,7.955882352941177,5.0940064978409385,33,541.0,0.3084997414283482,-9.9,33,33,541.0
70.0,38,717.0,10.242857142857142,4.654799225780936,38,717.0,0.3062695099926706,-11.4,38,38,717.0
75.0,43,915.0,12.2,4.289130324148493,43,915.0,0.27537985761038375,-12.9,43,43,915.0
80.0,43,877.0,10.695121951219512,4.22218086610983,43,1028.0,0.2546662795372397,-12.9,43,43,1028.0
85.0,41,860.0,10.0,4.218335952792934,41,1080.0,0.24645917256547983,-12.3,41,41,1080.0
90.0,42,1002.0,10.891304347826088,4.422496590826183,42,1153.0,0.2523674196362013,-12.6,42,42,1153.0
95.0,44,872.0,8.89795918367347,4.515400610040385,44,1241.0,0.25156310835104395,-13.2,44,44,1241.0
100.0,44,758.0,7.431372549019608,4.59448696966598,44,1238.0,0.23300763264733393,-13.2,44,44,1238.0
105.0,43,776.0,7.390476190476191,4.417051099128412,43,1359.0,0.22251099618993248,-12.9,43,43,1359.0
110.0,49,969.0,9.317307692307692,4.261657641987392,49,1532.0,0.2015943112493822,-14.7,49,49,1532.0
115.0,59,1242.0,12.058252427184467,3.712687898100207,59,1782.0,0.1503532553974519,-17.7,59,59,1782.0
120.0,65,1414.0,13.862745098039216,2.956985518708901,65,2001.0,0.11462411666567342,-19.5,65,65,2001.0
125.0,66,1556.0,15.106796116504855,3.074676212247692,66,2155.0,0.11284663757206789,-19.8,66,66,2155.0
130.0,61,1759.0,17.415841584158414,3.236354585628941,61,2357.0,0.1236589492671648,-18.3,61,61,2357.0
135.0,62,2060.0,20.19607843137255,3.4632409201776793,62,2544.0,0.12217895695023778,-18.6,62,62,2544.0
140.0,64,2376.0,23.524752475247524,3.712762000747302,64,2807.0,0.13876766365577137,-19.2,64,64,2807.0
145.0,66,2699.0,26.46078431372549,3.7561269738109,66,3105.0,0.12100818184236556,-19.8,66,66,3105.0
150.0,68,3034.0,31.278350515463917,3.425960419368592,68,3427.0,0.09190116579496156,-20.4,68,68,3427.0
155.0,69,3376.0,37.0989010989011,2.6565783165393557,69,3767.0,0.046337201743549265,-20.7,69,69,3767.0
160.0,71,3730.0,42.87356321839081,2.193436389911106,71,4121.0,0.01800915383490407,-21.3,71,71,4121.0
165.0,71,4085.0,49.21686746987952,1.8001617820220688,71,4476.0,0.0,-21.3,71,71,4476.0
170.0,71,4440.0,56.20253164556962,1.333914336763141,71,4831.0,0.0,-21.3,71,71,4831.0
175.0,71,4795.0,63.0921052631579,0.8649614889934656,71,5186.0,0.0,-21.3,71,71,5186.0
180.0,71,5150.0,70.54794520547945,0.362800010537376,71,5541.0,2.1436694324520538e-07,-21.3,71,71,5541.0
