step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,3,0.0,0.0,2.8072099962097132,1,0.0,0.1699242061670978,1,0.0,0.19018301451943587,0,0.0,1.0,1,0.0,0.23122111126669018,-0.225,3,3,0.0
10.0,1,0.0,0.0,7.357223037687817,0,0.0,0.5334169218203028,0,0.0,0.6079166036527972,1,0.0,0.2456587615855008,0,0.0,0.6211280885820879,-0.075,1,1,0.0
15.0,4,0.0,0.0,8.048445381102892,2,0.0,0.61308425076963,1,0.0,0.5199887625736263,0,0.0,0.5207294203530107,1,0.0,0.6498864326867885,-0.3,4,4,0.0
20.0,4,7.0,0.15555555555555556,8.952613940077866,0,0.0,0.8122162450738266,2,4.0,0.5601565346288154,0,0.0,0.7048842769224192,2,3.0,0.45678016637896934,-0.3,4,4,7.0
25.0,8,34.0,0.6071428571428571,8.537950569186098,2,4.0,0.5935148474303649,2,13.0,0.5394482622585096,1,0.0,0.767930217700609,3,17.0,0.4975743009882718,-0.6,8,8,34.0
30.0,17,88.0,1.353846153846154,7.867790297504995,6,21.0,0.5197858372715737,4,29.0,0.5369227867288263,3,3.0,0.6428530286535467,4,35.0,0.51572845228898,-1.275,17,17,88.0
35.0,23,181.0,2.3205128205128207,6.225198088038687,6,47.0,0.5578337817989523,5,54.0,0.4274347815384363,6,22.0,0.4773509985120024,6,58.0,0.23759432629517285,-1.725,23,23,181.0
40.0,38,323.0,3.510869565217391,5.185792430663825,12,84.0,0.3808425530411378,8,87.0,0.4891211577168644,9,59.0,0.33609551019000444,9,93.0,0.24866464707626987,-2.85,38,38,323.0
45.0,46,520.0,5.148514851485149,5.024784831951356,13,138.0,0.39278744487471356,7,122.0,0.3802572330821114,14,122.0,0.2836521111430772,12,140.0,0.35831697844723787,-3.45,46,46,522.0
50.0,53,751.0,6.889908256880734,4.818182358418595,15,201.0,0.36141635002261957,10,163.0,0.22767341372828054,17,187.0,0.2761145613342097,11,194.0,0.3902335607836184,-3.975,53,53,745.0
55.0,61,962.0,8.016666666666667,4.222479174893486,19,279.0,0.30498407305961284,10,206.0,0.2024279751301638,16,256.0,0.2098942754749295,16,259.0,0.36341050508487477,-4.575,61,61,1000.0
60.0,70,1285.0,9.734848484848484,3.786823876990834,20,375.0,0.247886707918975,11,252.0,0.3083228713911608,21,354.0,0.17821426280269737,18,338.0,0.2834684137822043,-5.25,70,70,1319.0
65.0,79,1537.0,10.900709219858156,3.708237684982572,22,482.0,0.24361143556173503,12,295.0,0.28635683227571485,21,413.0,0.18946715110666004,24,443.0,0.27637441413700203,-5.925,79,79,1633.0
70.0,86,1920.0,12.71523178807947,3.621815665371183,25,602.0,0.20675793121149894,13,342.0,0.28033880754408774,21,466.0,0.25223860695605776,27,576.0,0.2652158245873975,-6.45,86,86,1986.0
75.0,99,2365.0,14.50920245398773,3.3528080530361004,27,737.0,0.22984936169317247,16,408.0,0.17143460197380175,24,569.0,0.2582575653885041,32,721.0,0.22592029825885016,-7.425,99,99,2435.0
80.0,118,2896.0,16.454545454545453,2.92395175732751,34,880.0,0.16930195229618727,18,489.0,0.20713871788308114,30,706.0,0.23513651199889185,36,889.0,0.2001430996635164,-8.85,118,118,2964.0
85.0,131,3334.0,17.54736842105263,2.77416999093027,32,966.0,0.2224208606573041,19,577.0,0.19895652752338225,39,869.0,0.1656207935310108,41,1087.0,0.17351752748943697,-9.825,131,131,3499.0
90.0,138,3900.0,19.79695431472081,2.7166669181133383,31,1024.0,0.19228356786912612,21,677.0,0.30155730285425647,41,1063.0,0.15289735406710822,45,1304.0,0.14215919093675738,-10.35,138,138,4068.0
95.0,149,4580.0,21.913875598086126,2.4061323618196164,32,1177.0,0.15540695816199426,23,784.0,0.257071210388595,45,1276.0,0.1554841980508073,49,1536.0,0.12163912497655882,-11.175,149,149,4773.0
100.0,159,4995.0,23.125,2.034290537715167,38,1353.0,0.09114478525879295,25,764.0,0.21836282554267483,46,1502.0,0.13459508101271403,50,1783.0,0.10093250496083041,-11.925,159,159,5402.0
105.0,170,5632.0,25.4841628959276,1.9452137786295418,44,1559.0,0.0952138108577358,22,812.0,0.17003764100325736,52,1746.0,0.10945090969707974,52,2040.0,0.10787616468317658,-12.75,170,170,6157.0
110.0,180,6498.0,29.944700460829495,1.6572320908610652,46,1781.0,0.08286703602926206,28,930.0,0.16184807959801792,52,2004.0,0.09254954124681654,54,2306.0,0.06231448707393687,-13.5,180,180,7021.0
115.0,190,7423.0,34.05045871559633,1.185235620623205,47,2014.0,0.10802182082373135,34,1080.0,0.050126508547116276,54,2273.0,0.05424105904539135,55,2579.0,0.059407293756153105,-14.25,190,190,7946.0
120.0,199,8404.0,38.72811059907834,0.6310416650453752,48,2252.0,0.04411259982925117,36,1260.0,0.011602630762269354,59,2559.0,0.04513411253072366,56,2856.0,0.02305693512518957,-14.925,199,199,8927.0
125.0,208,9426.0,43.84186046511628,0.326204159612858,54,2510.0,0.0001441488907603311,37,1442.0,0.009677794117345534,60,2857.0,0.02909589437357892,57,3140.0,0.016940776201768894,-15.6,208,208,9949.0
130.0,202,9897.0,46.24766355140187,0.31668666959148156,48,2567.0,0.021764812939764813,37,1627.0,0.02513949085944714,60,3157.0,0.00442208396343491,57,3425.0,0.00028113986455442124,-15.15,202,202,10776.0
135.0,193,10229.0,47.799065420560744,0.6502976703737132,38,2421.0,0.06423530528585154,37,1816.0,0.07905801043786059,60,3457.0,0.012856579124717375,58,3715.0,0.0,-14.475,193,193,11409.0
140.0,188,10381.0,48.737089201877936,0.596007995562317,38,2608.0,0.05949443768117431,38,2005.0,0.06354657704391349,60,3757.0,0.029397030506248305,52,3772.0,0.008222054830181397,-14.1,188,188,12142.0
145.0,187,10661.0,50.2877358490566,0.559174747021575,43,2810.0,0.01732547482438853,39,2197.0,0.014912013384129034,61,4061.0,0.02901603758204257,44,3639.0,0.03974366226302238,-14.025,187,187,12707.0
150.0,193,11387.0,53.96682464454976,0.5205683202075742,48,3042.0,0.0031010421454088473,42,2401.0,0.00011890826027400026,62,4370.0,0.04506432381549743,41,3756.0,0.03668039992968113,-14.475,193,193,13569.0
155.0,197,11912.0,56.72380952380952,0.2922210629116277,50,3289.0,0.008193475895601971,42,2611.0,0.0,62,4678.0,0.009787095443531282,43,3942.0,0.01245280709557405,-14.775,197,197,14520.0
160.0,197,12649.0,60.52153110047847,0.22277495426858468,51,3540.0,0.012189254262463148,42,2821.0,0.0,62,4988.0,0.0,42,4147.0,0.025107885261423924,-14.775,197,197,15496.0
165.0,201,13646.0,65.60576923076923,0.13985178496861156,51,3795.0,0.01757145106895286,42,3031.0,0.0,62,5298.0,0.0,46,4369.0,0.0039030534752256944,-15.075,201,201,16493.0
