step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,2,0.0,0.0,2.3316323932725935,1,0.0,0.055484586902287816,1,0.0,0.05611817924864347,0,0.0,0.21120746521773406,0,0.0,0.34700278259663636,-0.15,2,2,0.0
10.0,1,0.0,0.0,7.279632103826368,0,0.0,0.4706229924847897,0,0.0,0.5638522932825517,0,0.0,0.49525190959086207,1,0.0,0.5583384130798088,-0.075,1,1,0.0
15.0,1,0.0,0.0,8.788720457901437,0,0.0,0.6502413885576765,0,0.0,0.622291126654971,0,0.0,0.7366473250577612,1,0.0,0.5050712234601983,-0.075,1,1,0.0
20.0,5,5.0,0.1111111111111111,9.580499536652223,1,0.0,0.7532403624447369,1,0.0,0.710952628422052,0,0.0,0.8034350140754731,3,5.0,0.5314719504784311,-0.375,5,5,5.0
25.0,4,19.0,0.35185185185185186,9.763584413042265,0,0.0,0.715218570854712,0,0.0,0.8036829383998171,1,0.0,0.781842296070543,3,19.0,0.5666639566610098,-0.3,4,4,19.0
30.0,12,49.0,0.7903225806451613,7.231545962479603,3,4.0,0.5634882418662877,2,5.0,0.4584451335003468,2,2.0,0.4036019245816602,5,38.0,0.6000181151790178,-0.9,12,12,49.0
35.0,26,148.0,2.0273972602739727,5.51073206528078,5,28.0,0.5298273780419781,7,29.0,0.39648339935003907,5,22.0,0.3440652606616333,9,69.0,0.3147621330598872,-1.95,26,26,148.0
40.0,38,299.0,3.6463414634146343,4.690207373454048,11,66.0,0.35572466732167646,7,60.0,0.3691639530730337,7,53.0,0.36071389834132317,13,120.0,0.2925641980582028,-2.85,38,38,299.0
45.0,46,499.0,5.735632183908046,4.667993299878529,14,122.0,0.2934862207859603,10,104.0,0.38119409551076927,7,88.0,0.3770256738624959,15,185.0,0.3107720005493802,-3.45,46,46,499.0
50.0,53,699.0,6.852941176470588,4.676826364337705,13,184.0,0.3252900072977808,15,165.0,0.2993571624888575,10,113.0,0.3408781572532104,15,251.0,0.3734964035262749,-3.975,53,53,713.0
55.0,56,959.0,8.486725663716815,4.783836502277949,15,246.0,0.38088967951270686,16,239.0,0.29591359982024845,9,156.0,0.4030001789140955,16,323.0,0.2984714838487101,-4.2,56,56,964.0
60.0,70,1260.0,10.161290322580646,4.2428973818320985,17,324.0,0.3396677083393173,22,327.0,0.23425593281929666,12,208.0,0.42282677152587506,19,406.0,0.1935354323551607,-5.25,70,70,1265.0
65.0,72,1466.0,11.276923076923078,4.027906692144258,16,340.0,0.213391385980788,21,429.0,0.26786801305113594,13,270.0,0.3543956297307232,22,507.0,0.2731494706176256,-5.4,72,72,1546.0
70.0,83,1811.0,13.028776978417266,3.299643567147906,17,343.0,0.1701377603652976,25,544.0,0.23266404943170724,17,347.0,0.26491600658300063,24,617.0,0.19481806471586968,-6.225,83,83,1851.0
75.0,100,2256.0,15.346938775510203,2.9778864050775877,19,425.0,0.14959201390181973,29,672.0,0.1359336148018543,22,446.0,0.28778843874000354,30,753.0,0.20394310860290032,-7.5,100,100,2296.0
80.0,116,2787.0,17.639240506329113,2.3582023126375504,23,535.0,0.13203939900893868,32,824.0,0.07687506796107653,26,558.0,0.21949608256992895,35,910.0,0.1686224426310637,-8.7,116,116,2827.0
85.0,130,3387.0,19.80701754385965,2.181191016423927,25,657.0,0.1382215469644152,36,987.0,0.08950743784746902,31,699.0,0.19571644484058037,38,1086.0,0.16196067882110565,-9.75,130,130,3429.0
90.0,136,4033.0,22.281767955801104,2.2825566371609853,26,782.0,0.1363345501304888,34,1157.0,0.1356209588589306,36,859.0,0.17952597881477167,40,1279.0,0.14200559406405402,-10.2,136,136,4077.0
95.0,139,4443.0,23.38421052631579,2.2320039960238525,27,915.0,0.15303917604385234,32,1215.0,0.14936379655446808,38,1038.0,0.17173759810723657,42,1483.0,0.13528923288144173,-10.425,139,139,4651.0
100.0,147,5111.0,25.555,2.244695556880391,30,1059.0,0.17519051908906566,34,1309.0,0.12159745902323356,40,1235.0,0.15726478402038027,43,1697.0,0.13630956831654506,-11.025,147,147,5300.0
105.0,161,5888.0,29.004926108374384,2.05036775887127,33,1215.0,0.1418060451991668,39,1496.0,0.11209742498864882,45,1453.0,0.12410904258627323,44,1913.0,0.14532866059554544,-12.075,161,161,6077.0
110.0,174,6729.0,33.47761194029851,1.2984856158720681,35,1380.0,0.08286107952987601,44,1709.0,0.09171787433277755,47,1684.0,0.0483483243222021,48,2143.0,0.07582005692348277,-13.05,174,174,6916.0
115.0,185,7628.0,38.14,0.7737031909064891,37,1561.0,0.04994142995436296,46,1933.0,0.060120279819417394,52,1933.0,0.029354742038879705,50,2388.0,0.012268467277786538,-13.875,185,185,7815.0
120.0,189,8566.0,43.04522613065327,0.3962073846998194,39,1752.0,0.024083734551334734,46,2163.0,0.02087141512970659,52,2193.0,0.00046900886842828304,52,2645.0,1.0627269308617448e-05,-14.175,189,189,8753.0
125.0,193,9530.0,48.13131313131313,0.24032323452268622,39,1947.0,0.024575777926817383,48,2402.0,0.0009742898743064851,54,2463.0,0.012082659097928357,52,2905.0,0.0,-14.475,193,193,9717.0
130.0,195,10501.0,53.576530612244895,0.051692375531466835,39,2142.0,0.01823883627131067,49,2646.0,3.244863559837926e-06,55,2735.0,1.9231970981302312e-05,52,3165.0,0.0,-14.625,195,195,10688.0
