step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,2,0.0,0.0,2.469605365226744,1,0.0,0.07253144973342368,1,0.0,0.07249715590376248,0,0.0,0.19812972029483544,0,0.0,0.3607790172137956,2,0.0,-0.3
10.0,1,0.0,0.0,6.873672784240311,0,0.0,0.4099169018898044,0,0.0,0.5825488045055058,0,0.0,0.4415461640399266,1,0.0,0.5177199671638442,1,0.0,-0.15
15.0,1,0.0,0.0,8.885066382706974,0,0.0,0.6141741919196462,0,0.0,0.6301624498814834,0,0.0,0.7320869971431846,1,0.0,0.5391366419086493,1,0.0,-0.15
20.0,6,4.0,0.08333333333333333,8.946620935811653,2,0.0,0.6687929029190145,1,0.0,0.6926294423553565,1,1.0,0.7469816743302038,2,3.0,0.5015251964323012,6,4.0,-0.8999999999999999
25.0,7,26.0,0.4727272727272727,9.114285280099933,1,3.0,0.6690379730331981,0,0.0,0.7787629097614066,2,6.0,0.585552338327173,4,17.0,0.5758699065503728,7,26.0,-1.05
30.0,13,70.0,1.1290322580645162,7.472039279992463,3,11.0,0.5947653691357535,3,6.0,0.5763015519830786,3,16.0,0.3842341785692581,4,38.0,0.5361258137258453,13,71.0,-1.9499999999999997
35.0,27,156.0,2.136986301369863,6.0897509272235295,5,29.0,0.5904830657380762,7,25.0,0.3818510605306319,5,34.0,0.422816700722727,10,69.0,0.34504045121830396,27,157.0,-4.05
40.0,30,280.0,3.3734939759036147,5.911816733769194,8,58.0,0.4514240195358416,8,59.0,0.36973908123938454,3,49.0,0.45579046445043975,11,119.0,0.38058202839345706,30,285.0,-4.5
45.0,44,464.0,5.155555555555556,5.487691475260242,13,105.0,0.28679452347691636,11,111.0,0.327953364296401,6,70.0,0.4672004814760736,14,181.0,0.40706739040315676,44,467.0,-6.6
50.0,44,583.0,5.660194174757281,5.269070089521714,12,153.0,0.37881590691513733,13,171.0,0.2595490731491214,7,93.0,0.42530502361195177,12,203.0,0.38252825294872456,44,620.0,-6.6
55.0,48,679.0,6.0625,4.988578809483594,13,211.0,0.38642330631233707,15,237.0,0.2635061877479166,9,129.0,0.3677403508429851,11,196.0,0.34567560441709194,48,773.0,-7.199999999999999
60.0,60,899.0,7.25,4.473438252260506,13,267.0,0.3784087151025478,19,317.0,0.3081166595432147,13,173.0,0.30670719357600806,15,245.0,0.25082651630449543,60,1002.0,-9.0
65.0,67,1210.0,9.453125,4.246845847299161,17,341.0,0.1803212002881018,18,407.0,0.33339557134562964,15,245.0,0.360677159695591,17,323.0,0.2650713620093428,67,1316.0,-10.049999999999999
70.0,85,1593.0,11.713235294117647,3.209247115067729,22,441.0,0.09358468196333189,24,511.0,0.24713309979835435,17,324.0,0.3156675835026822,22,423.0,0.21802133409151936,85,1699.0,-12.75
75.0,102,2055.0,14.075342465753424,2.9028460095057027,22,550.0,0.10137020674455169,28,633.0,0.12316022101356122,23,424.0,0.27056119291667774,29,550.0,0.21390164121480634,102,2157.0,-15.299999999999999
80.0,109,2567.0,16.455128205128204,2.686140317087298,23,665.0,0.15599186762142478,29,771.0,0.09720276040272931,24,533.0,0.261234989298493,33,700.0,0.17884971347501938,109,2669.0,-16.349999999999998
85.0,123,3126.0,18.069364161849713,2.3310484039371033,24,783.0,0.1122404819345015,31,917.0,0.144374646077117,30,658.0,0.20092001778406593,38,872.0,0.16671757181582927,123,3230.0,-18.45
90.0,131,3731.0,20.5,2.532203261393269,28,915.0,0.1437888654900042,30,1064.0,0.19341036614648394,32,798.0,0.18682091601790962,41,1067.0,0.17860663102829386,131,3844.0,-19.65
95.0,136,4383.0,22.94764397905759,2.3309663784722714,28,1053.0,0.15908002144975916,33,1219.0,0.17205275224680164,32,944.0,0.18892738540253118,43,1276.0,0.14688518076748477,136,4492.0,-20.4
