step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,3,0.0,0.0,2.9849307491793295,1,0.0,0.20708876450410685,1,0.0,0.19311258893611635,0,0.0,1.0,1,0.0,0.25177410460860267,-0.225,3,3,0.0
10.0,1,0.0,0.0,7.33878100319262,0,0.0,0.5366784978781381,0,0.0,0.5966073319773967,1,0.0,0.28194052141536446,0,0.0,0.600311566680918,-0.075,1,1,0.0
15.0,4,0.0,0.0,8.000080668893153,1,0.0,0.617205221723906,2,0.0,0.47707466840930174,0,0.0,0.5587690214318302,1,0.0,0.5818080877954708,-0.3,4,4,0.0
20.0,3,8.0,0.18181818181818182,9.476876747388458,0,0.0,0.8361691243298158,1,4.0,0.625200288575112,0,0.0,0.6923561743458679,2,4.0,0.47252830144486424,-0.225,3,3,8.0
25.0,7,28.0,0.509090909090909,8.587703412801549,2,1.0,0.5454762130970056,2,14.0,0.5860977527471166,1,0.0,0.7021310591937289,2,13.0,0.6061370108091471,-0.525,7,7,28.0
30.0,16,81.0,1.265625,7.413258299094192,6,22.0,0.46688135970581107,4,28.0,0.4748783039835093,2,4.0,0.6562033469433187,4,27.0,0.49954401748758587,-1.2,16,16,81.0
35.0,26,186.0,2.4155844155844157,6.32096589360385,8,60.0,0.4744469077541312,7,56.0,0.46239638051326903,4,18.0,0.5073617893933018,7,52.0,0.2933336974557607,-1.95,26,26,186.0
40.0,38,332.0,3.6483516483516483,4.97404406220906,14,107.0,0.3285574179413636,9,94.0,0.4131087005736025,7,46.0,0.34087306311381,8,85.0,0.31101635953689133,-2.85,38,38,332.0
45.0,51,542.0,5.313725490196078,4.660134002134434,17,176.0,0.3110267978939067,12,146.0,0.23070201562761003,11,95.0,0.3856058368554472,11,126.0,0.36276110737675177,-3.825,51,51,543.0
50.0,60,789.0,7.238532110091743,4.069426863091012,20,267.0,0.24290229002041341,19,223.0,0.12147873902638834,11,138.0,0.3465993702549834,10,175.0,0.4311320556654081,-4.5,60,60,803.0
55.0,69,1104.0,9.2,3.9429294541510616,23,377.0,0.21189978546098742,21,319.0,0.17632013844854214,14,200.0,0.2607061990368072,11,225.0,0.44788019990589345,-5.175,69,69,1121.0
60.0,74,1254.0,9.428571428571429,3.65911102071839,27,500.0,0.1297616737458994,14,325.0,0.2574530594376813,19,285.0,0.1993071377998308,14,281.0,0.3868348353552048,-5.55,74,74,1391.0
65.0,80,1509.0,10.626760563380282,3.948245262397685,29,642.0,0.17427598551899748,12,312.0,0.2561396039301002,23,387.0,0.2366467569108098,16,354.0,0.3307550285977929,-6.0,80,80,1695.0
70.0,95,1934.0,12.640522875816993,3.3225088675117886,31,791.0,0.16351392855213068,17,377.0,0.15731763973494672,25,502.0,0.24754069322858757,22,450.0,0.25807608878103827,-7.125,95,95,2120.0
