step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,2,0.0,0.0,2.5566080632823285,1,0.0,0.08922532086699046,1,0.0,0.0898521267562211,0,0.0,0.2595156918296323,0,0.0,0.4070686731820484,2,0.0,-0.3
10.0,1,0.0,0.0,7.2479555161571465,0,0.0,0.5364758836540556,0,0.0,0.6835868911015001,0,0.0,0.5136570716240542,1,0.0,0.6088569281112239,1,0.0,-0.15
15.0,1,0.0,0.0,8.836073048440237,0,0.0,0.7064420319169057,0,0.0,0.6415657242589665,0,0.0,0.8043818018738818,1,0.0,0.5423593632891213,1,0.0,-0.15
20.0,4,0.0,0.0,9.271854228702523,2,0.0,0.683609310156191,1,0.0,0.7289261344964153,0,0.0,0.7204320102609014,1,0.0,0.644490457481156,4,0.0,-0.6
25.0,5,10.0,0.18181818181818182,10.055582856161907,1,3.0,0.7508893824996163,1,1.0,0.7630271098874171,3,6.0,0.6666373097807429,0,0.0,0.7929905775970737,5,10.0,-0.75
30.0,9,36.0,0.5901639344262295,7.772618811923938,3,8.0,0.6086511302477249,3,10.0,0.4817828028439507,3,18.0,0.42440117831379004,0,0.0,0.8288909555625623,9,36.0,-1.3499999999999999
35.0,22,69.0,0.9452054794520548,5.4508830917012485,5,28.0,0.4828147070544453,5,21.0,0.426436628627218,6,32.0,0.35454788712787155,6,10.0,0.31617527277156987,22,91.0,-3.3
40.0,25,165.0,1.9879518072289157,6.1667359738992324,9,60.0,0.45606557271051856,6,41.0,0.43212839468879904,6,46.0,0.40077640449031876,4,23.0,0.455047277264087,25,170.0,-3.7499999999999996
45.0,36,284.0,3.120879120879121,5.673951049558953,12,107.0,0.33038366464869945,8,77.0,0.41981880038684644,8,68.0,0.39133251070217745,8,47.0,0.47902966048734363,36,299.0,-5.3999999999999995
