step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,3,0.0,0.0,3.1662047018413437,1,0.0,0.22550891296900452,1,0.0,0.19809892151206604,0,0.0,1.0,1,0.0,0.2268439655032594,-0.225,3,3,0.0
10.0,1,0.0,0.0,7.496703311953883,0,0.0,0.5758663504511715,0,0.0,0.6076835888521697,1,0.0,0.28948303538371994,0,0.0,0.5797656685747021,-0.075,1,1,0.0
15.0,4,0.0,0.0,7.8942963904811485,1,0.0,0.598837033907888,2,0.0,0.4784295657362814,0,0.0,0.5821207354822391,1,0.0,0.578908089730529,-0.3,4,4,0.0
20.0,5,11.0,0.24444444444444444,9.23601183343636,0,0.0,0.7877020929395909,2,5.0,0.5750437443278571,0,0.0,0.6754058956645514,3,6.0,0.5019279803368455,-0.375,5,5,11.0
25.0,8,35.0,0.625,8.162855149365773,2,3.0,0.546920888954811,2,14.0,0.5351296519141012,1,0.0,0.7161439192148171,3,18.0,0.48516096062946873,-0.6,8,8,35.0
30.0,16,89.0,1.3692307692307693,7.465336246234653,6,19.0,0.44025523500852504,4,29.0,0.5623408015435067,2,4.0,0.6312749205917801,4,37.0,0.4837383446649875,-1.2,16,16,89.0
35.0,25,189.0,2.3625,6.092810671102548,7,51.0,0.5227802545584195,5,52.0,0.46757307202584797,6,23.0,0.4050045403885789,7,63.0,0.3054015081602706,-1.875,25,25,189.0
40.0,39,341.0,3.627659574468085,4.887939843664205,11,90.0,0.39680057579066924,10,92.0,0.38832539582836245,10,62.0,0.3206373070313018,8,98.0,0.26246148583021345,-2.925,39,39,342.0
45.0,56,579.0,5.621359223300971,4.320387635728072,15,154.0,0.36635344059229225,14,156.0,0.23128437470170857,13,121.0,0.28671101276203104,14,149.0,0.322807845874378,-4.2,56,56,580.0
50.0,68,851.0,7.530973451327434,3.5000866899062233,19,234.0,0.20157105470467357,21,242.0,0.1302133812085955,14,180.0,0.2745183547847352,14,211.0,0.3636286008279241,-5.1,68,68,867.0
55.0,73,1186.0,9.642276422764228,3.3684457357678284,20,334.0,0.20307413256670032,22,345.0,0.14466511469775745,15,249.0,0.2038129640735752,16,284.0,0.3329988285271172,-5.475,73,73,1212.0
60.0,83,1504.0,11.058823529411764,2.8933099577837766,24,438.0,0.16004027751135,20,424.0,0.1695877565715927,19,343.0,0.18609525187498085,20,374.0,0.26535189161135303,-6.225,83,83,1579.0
65.0,96,1909.0,12.986394557823129,3.312996138930133,26,565.0,0.2007162652462192,24,531.0,0.23412668431492661,23,446.0,0.18946174946581557,23,480.0,0.2865467960726769,-7.2,96,96,2022.0
70.0,106,2398.0,14.9875,2.9168064200981503,28,701.0,0.20047896639035043,27,651.0,0.13155848414010762,24,555.0,0.21978540088801501,27,602.0,0.2109279467959311,-7.95,106,106,2509.0
75.0,116,2926.0,17.416666666666668,2.9167055796016337,27,819.0,0.19421361892406408,34,797.0,0.12130708151645607,24,673.0,0.2984722469112433,31,748.0,0.20996072460207668,-8.7,116,116,3037.0
