step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,2,0.0,0.0,2.228538760720403,1,0.0,0.07439249571406074,1,0.0,0.061136137282668666,0,0.0,0.17431392061702675,0,0.0,0.28826330972398134,2,0.0,-0.3
10.0,1,0.0,0.0,7.1431032045987966,0,0.0,0.5104215389901133,0,0.0,0.5653730386848282,0,0.0,0.44786364252531846,1,0.0,0.5268517483533295,1,0.0,-0.15
15.0,1,0.0,0.0,8.842479343540091,0,0.0,0.637748018865452,0,0.0,0.6519327714143102,0,0.0,0.7702534209518211,1,0.0,0.484016489400233,1,0.0,-0.15
20.0,7,7.0,0.14285714285714285,8.620054255305783,2,0.0,0.645792246052623,1,0.0,0.6809032923499495,0,0.0,0.726599139545917,4,7.0,0.4518367893483063,7,7.0,-1.05
25.0,8,33.0,0.6,9.459824190001529,0,0.0,0.7809844088315536,1,5.0,0.6940880213822529,3,7.0,0.592762572033558,4,21.0,0.624459219045455,8,33.0,-1.2
30.0,15,78.0,1.278688524590164,7.291225969294869,2,0.0,0.6498066927813781,6,20.0,0.41900993063193476,3,17.0,0.3309935690774088,4,43.0,0.5632149136445223,15,80.0,-2.25
35.0,28,175.0,2.4305555555555554,5.550278587968329,5,16.0,0.4530205870979834,9,54.0,0.38718314709208973,5,37.0,0.3899845442534335,9,70.0,0.3087667466583611,28,177.0,-4.199999999999999
40.0,34,309.0,3.768292682926829,5.384273055060087,11,54.0,0.341955898501278,9,95.0,0.35025076375847397,4,52.0,0.4787133500132693,10,115.0,0.3998288896772407,34,316.0,-5.1
45.0,42,486.0,5.46067415730337,4.724490336402922,12,106.0,0.2861284120028887,11,148.0,0.28204809391639113,6,69.0,0.4123315451622935,13,169.0,0.3663154582136521,42,492.0,-6.3
50.0,51,621.0,6.088235294117647,4.635000838433378,14,171.0,0.3305001312702647,13,207.0,0.23506720976495363,10,102.0,0.35053445906535463,14,204.0,0.3463008529774006,51,684.0,-7.65
55.0,53,792.0,7.008849557522124,5.1105855275195715,18,249.0,0.345640285426646,14,273.0,0.2627967027806079,9,147.0,0.39950268490277796,12,203.0,0.38635169211374437,53,872.0,-7.949999999999999
60.0,65,1068.0,8.544,3.9861034139949023,18,336.0,0.26739335627247157,17,348.0,0.2548785721297586,14,201.0,0.2868240932456024,16,263.0,0.3050191992487358,65,1148.0,-9.75
65.0,79,1427.0,11.1484375,3.4347833857908237,23,443.0,0.12402552043747692,18,435.0,0.331670221145925,18,284.0,0.30879563523087905,20,345.0,0.22718997377481087,79,1507.0,-11.85
70.0,93,1862.0,13.591240875912408,2.7285837368504793,26,566.0,0.04300894854632458,21,531.0,0.21575000346899958,21,387.0,0.2563507122040792,25,458.0,0.19253766864050614,93,1942.0,-13.95
75.0,107,2362.0,16.068027210884352,2.5194952843362453,27,699.0,0.11279713263797095,26,648.0,0.10985995842803309,26,506.0,0.24137273009310664,28,589.0,0.21680928393809337,107,2442.0,-16.05
80.0,115,2912.0,18.2,2.3150757127466566,27,834.0,0.1603576956471893,30,787.0,0.05029614396795964,28,637.0,0.2226982577110334,30,734.0,0.18147902933150728,115,2992.0,-17.25
