step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_stopped;step_teleports;step_time;step_waiting
181;0;0;181;108;296;296;0.25;0.02;265.75;3.55;115;0;11;759.00;0
181;0;1;181;108;296;296;0.24;0.02;265.75;3.55;115;0;11;760.00;0
181;0;0;181;109;296;296;0.24;0.02;265.75;3.55;115;0;11;761.00;0
181;0;0;181;109;296;296;0.23;0.02;265.75;3.55;115;0;11;762.00;0
181;0;1;181;109;296;296;0.22;0.02;265.75;3.55;115;0;11;763.00;0
182;0;0;182;109;296;296;0.13;0.01;268.39;3.55;114;0;11;764.00;0
183;0;0;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;765.00;0
183;0;0;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;766.00;0
183;0;1;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;767.00;0
183;0;0;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;768.00;0
183;0;0;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;769.00;0
183;0;1;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;770.00;0
183;0;0;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;771.00;0
183;0;1;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;772.00;0
183;0;0;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;773.00;0
183;0;0;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;774.00;0
183;0;1;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;775.00;0
183;0;0;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;776.00;0
183;0;0;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;777.00;0
183;0;1;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;778.00;0
183;0;1;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;779.00;0
183;0;0;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;780.00;0
183;0;1;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;781.00;0
183;0;0;183;109;296;296;0.00;0.00;270.86;3.55;113;0;11;782.00;0
183;0;1;183;108;296;296;0.00;0.00;270.86;3.55;113;0;12;783.00;0
183;0;0;183;107;296;296;0.02;0.00;270.86;3.55;113;0;12;784.00;0
183;0;1;183;106;296;296;0.04;0.00;270.86;3.55;113;0;12;785.00;0
183;0;0;183;105;296;296;0.05;0.00;270.86;3.55;113;0;12;786.00;0
183;0;1;183;104;296;296;0.06;0.00;270.86;3.55;113;0;12;787.00;0
183;0;0;183;104;296;296;0.06;0.00;270.86;3.55;113;0;12;788.00;0
183;0;1;183;103;296;296;0.06;0.00;270.86;3.55;113;0;12;789.00;0
183;0;0;183;102;296;296;0.06;0.00;270.86;3.55;113;0;12;790.00;0
183;0;0;183;102;296;296;0.05;0.00;270.86;3.55;113;0;12;791.00;0
183;0;1;183;102;296;296;0.04;0.00;270.86;3.55;113;0;12;792.00;0
183;0;1;183;101;296;296;0.05;0.00;270.86;3.55;113;0;12;793.00;0
183;0;0;183;102;296;296;0.06;0.00;270.86;3.55;113;0;12;794.00;0
183;0;1;183;103;296;296;0.05;0.00;270.86;3.55;113;0;12;795.00;0
183;0;0;183;103;296;296;0.17;0.01;270.86;3.55;113;0;12;796.00;0
183;0;1;183;104;296;296;0.14;0.01;270.86;3.55;113;0;12;797.00;0
183;0;0;183;105;296;296;0.15;0.01;270.86;3.55;113;0;12;798.00;0
183;0;0;183;105;296;296;0.16;0.01;270.86;3.55;113;0;12;799.00;0
183;0;0;183;107;296;296;0.17;0.01;270.86;3.55;113;0;12;800.00;0
183;0;1;183;107;296;296;0.17;0.01;270.86;3.55;113;0;12;801.00;0
183;0;0;183;107;296;296;0.18;0.01;270.86;3.55;113;0;12;802.00;0
183;0;1;183;108;296;296;0.22;0.02;270.86;3.55;113;0;12;803.00;0
183;0;0;183;108;296;296;0.24;0.02;270.86;3.55;113;0;12;804.00;0
183;0;0;183;108;296;296;0.22;0.02;270.86;3.55;113;0;12;805.00;0
183;0;1;183;108;296;296;0.21;0.02;270.86;3.55;113;0;12;806.00;0
183;0;0;183;109;296;296;0.17;0.01;270.86;3.55;113;0;12;807.00;0
183;0;1;183;109;296;296;0.13;0.01;270.86;3.55;113;0;12;808.00;0
183;0;0;183;109;296;296;0.07;0.00;270.86;3.55;113;0;12;809.00;0
183;0;0;183;108;296;296;0.04;0.00;270.86;3.55;113;0;12;810.00;0
183;0;1;183;109;296;296;0.03;0.00;270.86;3.55;113;0;12;811.00;0
183;0;0;183;109;296;296;0.04;0.00;270.86;3.55;113;0;12;812.00;0
183;0;0;183;110;296;296;0.05;0.00;270.86;3.55;113;0;12;813.00;0
183;0;0;183;110;296;296;0.08;0.01;270.86;3.55;113;0;12;814.00;0
183;0;1;183;110;296;296;0.09;0.01;270.86;3.55;113;0;12;815.00;0
183;0;0;183;110;296;296;0.11;0.01;270.86;3.55;113;0;12;816.00;0
183;0;1;183;110;296;296;0.12;0.01;270.86;3.55;113;0;12;817.00;0
183;0;0;183;110;296;296;0.11;0.01;270.86;3.55;113;0;12;818.00;0
183;0;1;183;110;296;296;0.12;0.01;270.86;3.55;113;0;12;819.00;0
183;0;0;183;110;296;296;0.12;0.01;270.86;3.55;113;0;12;820.00;0
183;0;0;183;110;296;296;0.12;0.01;270.86;3.55;113;0;12;821.00;0
183;0;0;183;110;296;296;0.12;0.01;270.86;3.55;113;0;12;822.00;0
183;0;1;183;110;296;296;0.11;0.01;270.86;3.55;113;0;12;823.00;0
183;0;0;183;110;296;296;0.12;0.01;270.86;3.55;113;0;12;824.00;0
184;0;0;184;110;296;296;0.00;0.00;273.65;3.55;112;0;12;825.00;0
184;0;1;184;110;296;296;0.00;0.00;273.65;3.55;112;0;12;826.00;0
184;0;0;184;110;296;296;0.00;0.00;273.65;3.55;112;0;12;827.00;0
184;0;0;184;110;296;296;0.00;0.00;273.65;3.55;112;0;12;828.00;0
184;0;0;184;110;296;296;0.00;0.00;273.65;3.55;112;0;12;829.00;0
184;0;0;184;110;296;296;0.00;0.00;273.65;3.55;112;0;12;830.00;0
184;0;0;184;109;296;296;0.01;0.00;273.65;3.55;112;0;12;831.00;0
184;0;1;184;109;296;296;0.03;0.00;273.65;3.55;112;0;12;832.00;0
184;0;0;184;109;296;296;0.05;0.00;273.65;3.55;112;0;12;833.00;0
184;0;1;184;109;296;296;0.07;0.00;273.65;3.55;112;0;12;834.00;0
184;0;0;184;109;296;296;0.09;0.01;273.65;3.55;112;0;12;835.00;0
184;0;0;184;109;296;296;0.11;0.01;273.65;3.55;112;0;12;836.00;0
184;0;1;184;109;296;296;0.13;0.01;273.65;3.55;112;0;12;837.00;0
184;0;0;184;109;296;296;0.12;0.01;273.65;3.55;112;0;12;838.00;0
184;0;0;184;109;296;296;0.12;0.01;273.65;3.55;112;0;12;839.00;0
184;0;1;184;109;296;296;0.12;0.01;273.65;3.55;112;0;12;840.00;0
184;0;0;184;109;296;296;0.12;0.01;273.65;3.55;112;0;12;841.00;0
184;0;0;184;109;296;296;0.13;0.01;273.65;3.55;112;0;12;842.00;0
184;0;1;184;109;296;296;0.12;0.01;273.65;3.55;112;0;12;843.00;0
184;0;0;184;109;296;296;0.12;0.01;273.65;3.55;112;0;12;844.00;0
184;0;0;184;109;296;296;0.12;0.01;273.65;3.55;112;0;12;845.00;0
184;0;1;184;109;296;296;0.12;0.01;273.65;3.55;112;0;12;846.00;0
184;0;0;184;109;296;296;0.12;0.01;273.65;3.55;112;0;12;847.00;0
184;0;0;184;109;296;296;0.12;0.01;273.65;3.55;112;0;12;848.00;0
184;0;1;184;109;296;296;0.13;0.01;273.65;3.55;112;0;12;849.00;0
184;0;0;184;109;296;296;0.12;0.01;273.65;3.55;112;0;12;850.00;0
184;0;1;184;109;296;296;0.13;0.01;273.65;3.55;112;0;12;851.00;0
184;0;0;184;109;296;296;0.12;0.01;273.65;3.55;112;0;12;852.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;853.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;854.00;0
185;0;1;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;855.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;856.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;857.00;0
185;0;1;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;858.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;859.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;860.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;861.00;0
185;0;1;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;862.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;863.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;864.00;0
185;0;1;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;865.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;866.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;867.00;0
185;0;1;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;868.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;869.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;870.00;0
185;0;1;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;871.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;872.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;873.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;874.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;875.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;876.00;0
185;0;1;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;877.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;878.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;879.00;0
185;0;1;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;880.00;0
185;0;0;185;109;296;296;0.00;0.00;276.70;3.55;111;0;12;881.00;0
185;0;0;185;108;296;296;0.00;0.00;276.70;3.55;111;0;13;882.00;0
185;0;0;185;108;296;296;0.00;0.00;276.70;3.55;111;0;13;883.00;0
185;0;0;185;106;296;296;0.19;0.01;276.70;3.55;111;0;15;884.00;0
185;0;0;185;104;296;296;0.20;0.01;276.70;3.55;111;0;15;885.00;0
185;0;1;185;103;296;296;0.21;0.02;276.70;3.55;111;0;15;886.00;0
185;0;0;185;100;296;296;0.21;0.01;276.70;3.55;111;0;15;887.00;0
185;0;1;185;100;296;296;0.23;0.02;276.70;3.55;111;0;15;888.00;0
185;0;0;185;98;296;296;0.22;0.02;276.70;3.55;111;0;15;889.00;0
185;0;0;185;98;296;296;0.21;0.02;276.70;3.55;111;0;15;890.00;0
185;0;1;185;97;296;296;0.22;0.02;276.70;3.55;111;0;15;891.00;0
185;0;0;185;96;296;296;0.20;0.01;276.70;3.55;111;0;15;892.00;0
185;0;0;185;97;296;296;0.20;0.01;276.70;3.55;111;0;15;893.00;0
186;0;1;186;97;296;296;0.07;0.00;279.59;3.55;110;0;15;894.00;0
186;0;0;186;98;296;296;0.05;0.00;279.59;3.55;110;0;15;895.00;0
186;0;0;186;100;296;296;0.04;0.00;279.59;3.55;110;0;15;896.00;0
186;0;0;186;100;296;296;0.04;0.00;279.59;3.55;110;0;15;897.00;0
186;0;1;186;100;296;296;0.04;0.00;279.59;3.55;110;0;15;898.00;0
186;0;0;186;100;296;296;0.04;0.00;279.59;3.55;110;0;15;899.00;0
186;0;0;186;100;296;296;0.04;0.00;279.59;3.55;110;0;15;900.00;0
186;0;1;186;100;296;296;0.03;0.00;279.59;3.55;110;0;15;901.00;0
186;0;0;186;100;296;296;0.06;0.00;279.59;3.55;110;0;15;902.00;0
186;0;1;186;99;296;296;0.10;0.01;279.59;3.55;110;0;15;903.00;0
186;0;0;186;98;296;296;0.14;0.01;279.59;3.55;110;0;15;904.00;0
186;0;1;186;98;296;296;0.20;0.01;279.59;3.55;110;0;15;905.00;0
186;0;0;186;98;296;296;0.21;0.01;279.59;3.55;110;0;15;906.00;0
186;0;1;186;98;296;296;0.24;0.02;279.59;3.55;110;0;15;907.00;0
186;0;0;186;97;296;296;0.29;0.02;279.59;3.55;110;0;15;908.00;0
186;0;1;186;97;296;296;0.32;0.02;279.59;3.55;110;0;15;909.00;0
186;0;0;186;96;296;296;0.36;0.03;279.59;3.55;110;0;15;910.00;0
186;0;0;186;98;296;296;0.38;0.03;279.59;3.55;110;0;15;911.00;0
186;0;1;186;99;296;296;0.41;0.03;279.59;3.55;110;0;15;912.00;0
186;0;0;186;101;296;296;0.39;0.03;279.59;3.55;110;0;15;913.00;0
186;0;0;186;101;296;296;0.48;0.03;279.59;3.55;110;0;15;914.00;0
186;0;1;186;102;296;296;0.41;0.03;279.59;3.55;110;0;15;915.00;0
186;0;0;186;102;296;296;0.36;0.03;279.59;3.55;110;0;15;916.00;0
186;0;1;186;104;296;296;0.27;0.02;279.59;3.55;110;0;15;917.00;0
186;0;0;186;104;296;296;0.23;0.02;279.59;3.55;110;0;15;918.00;0
186;0;1;186;104;296;296;0.23;0.02;279.59;3.55;110;0;15;919.00;0
186;0;0;186;106;296;296;0.19;0.01;279.59;3.55;110;0;15;920.00;0
186;0;0;186;105;296;296;0.17;0.01;279.59;3.55;110;0;15;921.00;0
186;0;1;186;105;296;296;0.17;0.01;279.59;3.55;110;0;15;922.00;0
186;0;0;186;105;296;296;0.20;0.01;279.59;3.55;110;0;15;923.00;0
187;0;0;187;105;296;296;0.11;0.01;282.78;3.55;109;0;15;924.00;0
187;0;1;187;105;296;296;0.16;0.01;282.78;3.55;109;0;15;925.00;0
187;0;1;187;105;296;296;0.18;0.01;282.78;3.55;109;0;15;926.00;0
187;0;0;187;105;296;296;0.19;0.01;282.78;3.55;109;0;15;927.00;0
187;0;0;187;105;296;296;0.22;0.02;282.78;3.55;109;0;15;928.00;0
187;0;1;187;105;296;296;0.23;0.02;282.78;3.55;109;0;15;929.00;0
187;0;0;187;105;296;296;0.24;0.02;282.78;3.55;109;0;15;930.00;0
187;0;1;187;105;296;296;0.24;0.02;282.78;3.55;109;0;15;931.00;0
187;0;0;187;105;296;296;0.25;0.02;282.78;3.55;109;0;15;932.00;0
187;0;1;187;105;296;296;0.21;0.02;282.78;3.55;109;0;15;933.00;0
187;0;0;187;105;296;296;0.19;0.01;282.78;3.55;109;0;15;934.00;0
187;0;0;187;105;296;296;0.14;0.01;282.78;3.55;109;0;15;935.00;0
187;0;1;187;105;296;296;0.11;0.01;282.78;3.55;109;0;15;936.00;0
187;0;0;187;106;296;296;0.09;0.01;282.78;3.55;109;0;15;937.00;0
187;0;0;187;106;296;296;0.05;0.00;282.78;3.55;109;0;15;938.00;0
187;0;0;187;106;296;296;0.01;0.00;282.78;3.55;109;0;15;939.00;0
187;0;0;187;106;296;296;0.03;0.00;282.78;3.55;109;0;15;940.00;0
188;0;0;188;106;296;296;0.00;0.00;285.91;3.55;108;0;15;941.00;0
188;0;0;188;106;296;296;0.00;0.00;285.91;3.55;108;0;15;942.00;0
188;0;1;188;106;296;296;0.00;0.00;285.91;3.55;108;0;15;943.00;0
188;0;0;188;106;296;296;0.00;0.00;285.91;3.55;108;0;15;944.00;0
188;0;0;188;106;296;296;0.00;0.00;285.91;3.55;108;0;15;945.00;0
188;0;1;188;106;296;296;0.00;0.00;285.91;3.55;108;0;15;946.00;0
188;0;0;188;106;296;296;0.00;0.00;285.91;3.55;108;0;15;947.00;0
188;0;1;188;106;296;296;0.00;0.00;285.91;3.55;108;0;15;948.00;0
188;0;0;188;106;296;296;0.00;0.00;285.91;3.55;108;0;15;949.00;0
188;0;1;188;106;296;296;0.00;0.00;285.91;3.55;108;0;15;950.00;0
188;0;0;188;106;296;296;0.00;0.00;285.91;3.55;108;0;15;951.00;0
188;0;0;188;104;296;296;0.02;0.00;285.91;3.55;108;0;17;952.00;0
188;0;1;188;102;296;296;0.07;0.01;285.91;3.55;108;0;17;953.00;0
188;0;0;188;100;296;296;0.17;0.01;285.91;3.55;108;0;17;954.00;0
189;0;0;189;98;296;296;0.18;0.01;288.93;3.55;107;0;17;955.00;0
189;0;1;189;97;296;296;0.25;0.02;288.93;3.55;107;0;17;956.00;0
189;0;0;189;96;296;296;0.27;0.02;288.93;3.55;107;0;17;957.00;0
189;0;0;189;97;296;296;0.20;0.01;288.93;3.55;107;0;17;958.00;0
189;0;1;189;96;296;296;0.17;0.01;288.93;3.55;107;0;17;959.00;0
189;0;0;189;96;296;296;0.11;0.01;288.93;3.55;107;0;17;960.00;0
189;0;0;189;97;296;296;0.09;0.01;288.93;3.55;107;0;17;961.00;0
189;0;1;189;99;296;296;0.05;0.00;288.93;3.55;107;0;17;962.00;0
189;0;0;189;98;296;296;0.07;0.00;288.93;3.55;107;0;17;963.00;0
189;0;0;189;95;296;296;0.12;0.01;288.93;3.55;107;0;17;964.00;0
189;0;1;189;96;296;296;0.13;0.01;288.93;3.55;107;0;17;965.00;0
189;0;0;189;95;296;296;0.10;0.01;288.93;3.55;107;0;17;966.00;0
189;0;0;189;95;296;296;0.10;0.01;288.93;3.55;107;0;17;967.00;0
189;0;1;189;95;296;296;0.14;0.01;288.93;3.55;107;0;17;968.00;0
189;0;0;189;97;296;296;0.17;0.01;288.93;3.55;107;0;17;969.00;0
190;0;0;190;94;296;296;0.17;0.01;291.99;3.55;106;0;17;970.00;0
190;0;1;190;94;296;296;0.22;0.02;291.99;3.55;106;0;17;971.00;0
191;0;0;191;91;296;296;0.20;0.01;295.02;3.55;105;0;17;972.00;0
191;0;0;191;93;296;296;0.21;0.01;295.02;3.55;105;0;18;973.00;0
191;0;1;191;92;296;296;0.27;0.02;295.02;3.55;105;0;18;974.00;0
191;0;0;191;89;296;296;0.32;0.02;295.02;3.55;105;0;18;975.00;0
191;0;0;191;91;296;296;0.23;0.02;295.02;3.55;105;0;18;976.00;0
191;0;1;191;94;296;296;0.20;0.01;295.02;3.55;105;0;18;977.00;0
191;0;0;191;95;296;296;0.24;0.02;295.02;3.55;105;0;18;978.00;0
191;0;0;191;94;296;296;0.25;0.02;295.02;3.55;105;0;18;979.00;0
191;0;0;191;94;296;296;0.20;0.01;295.02;3.55;105;0;18;980.00;0
191;0;1;191;94;296;296;0.19;0.01;295.02;3.55;105;0;18;981.00;0
191;0;0;191;94;296;296;0.19;0.01;295.02;3.55;105;0;18;982.00;0
191;0;0;191;90;296;296;0.24;0.02;295.02;3.55;105;0;18;983.00;0
191;0;0;191;91;296;296;0.27;0.02;295.02;3.55;105;0;18;984.00;0
191;0;1;191;91;296;296;0.31;0.02;295.02;3.55;105;0;18;985.00;0
191;0;0;191;90;296;296;0.27;0.02;295.02;3.55;105;0;18;986.00;0
191;0;0;191;90;296;296;0.37;0.03;295.02;3.55;105;0;19;987.00;0
191;0;1;191;90;296;296;0.36;0.03;295.02;3.55;105;0;19;988.00;0
192;0;0;192;88;296;296;0.23;0.02;298.19;3.55;104;0;19;989.00;0
192;0;0;192;87;296;296;0.25;0.02;298.19;3.55;104;0;19;990.00;0
192;0;1;192;85;296;296;0.32;0.02;298.19;3.55;104;0;19;991.00;0
192;0;0;192;84;296;296;0.37;0.03;298.19;3.55;104;0;19;992.00;0
192;0;0;192;84;296;296;0.44;0.03;298.19;3.55;104;0;19;993.00;0
192;0;1;192;85;296;296;0.39;0.03;298.19;3.55;104;0;19;994.00;0
192;0;0;192;87;296;296;0.32;0.02;298.19;3.55;104;0;19;995.00;0
192;0;0;192;89;296;296;0.32;0.02;298.19;3.55;104;0;19;996.00;0
193;0;1;193;89;296;296;0.18;0.01;301.66;3.55;103;0;19;997.00;0
193;0;0;193;92;296;296;0.17;0.01;301.66;3.55;103;0;19;998.00;0
193;0;0;193;92;296;296;0.18;0.01;301.66;3.55;103;0;19;999.00;0
193;0;1;193;94;296;296;0.21;0.01;301.66;3.55;103;0;19;1000.00;0
193;0;0;193;96;296;296;0.22;0.02;301.66;3.55;103;0;19;1001.00;0
193;0;0;193;97;296;296;0.19;0.01;301.66;3.55;103;0;19;1002.00;0
194;0;0;194;98;296;296;0.02;0.00;304.97;3.55;102;0;19;1003.00;0
194;0;1;194;98;296;296;0.06;0.00;304.97;3.55;102;0;19;1004.00;0
194;0;0;194;96;296;296;0.12;0.01;304.97;3.55;102;0;19;1005.00;0
194;0;0;194;96;296;296;0.20;0.01;304.97;3.55;102;0;19;1006.00;0
194;0;1;194;95;296;296;0.23;0.02;304.97;3.55;102;0;19;1007.00;0
194;0;0;194;94;296;296;0.24;0.02;304.97;3.55;102;0;19;1008.00;0
194;0;1;194;95;296;296;0.22;0.02;304.97;3.55;102;0;19;1009.00;0
194;0;0;194;94;296;296;0.20;0.01;304.97;3.55;102;0;19;1010.00;0
194;0;1;194;93;296;296;0.20;0.01;304.97;3.55;102;0;20;1011.00;0
194;0;0;194;94;296;296;0.21;0.02;304.97;3.55;102;0;20;1012.00;0
194;0;0;194;93;296;296;0.13;0.01;304.97;3.55;102;0;20;1013.00;0
194;0;1;194;94;296;296;0.06;0.00;304.97;3.55;102;0;20;1014.00;0
194;0;0;194;93;296;296;0.06;0.00;304.97;3.55;102;0;20;1015.00;0
194;0;0;194;93;296;296;0.06;0.00;304.97;3.55;102;0;20;1016.00;0
194;0;0;194;94;296;296;0.05;0.00;304.97;3.55;102;0;20;1017.00;0
194;0;1;194;94;296;296;0.05;0.00;304.97;3.55;102;0;20;1018.00;0
194;0;0;194;94;296;296;0.06;0.00;304.97;3.55;102;0;20;1019.00;0
194;0;0;194;93;296;296;0.05;0.00;304.97;3.55;102;0;20;1020.00;0
194;0;1;194;94;296;296;0.05;0.00;304.97;3.55;102;0;20;1021.00;0
194;0;1;194;93;296;296;0.05;0.00;304.97;3.55;102;0;20;1022.00;0
194;0;0;194;93;296;296;0.06;0.00;304.97;3.55;102;0;20;1023.00;0
194;0;1;194;94;296;296;0.05;0.00;304.97;3.55;102;0;20;1024.00;0
194;0;1;194;93;296;296;0.06;0.00;304.97;3.55;102;0;20;1025.00;0
194;0;0;194;93;296;296;0.05;0.00;304.97;3.55;102;0;20;1026.00;0
194;0;1;194;94;296;296;0.06;0.00;304.97;3.55;102;0;20;1027.00;0
194;0;1;194;93;296;296;0.06;0.00;304.97;3.55;102;0;20;1028.00;0
194;0;0;194;94;296;296;0.05;0.00;304.97;3.55;102;0;20;1029.00;0
194;0;0;194;94;296;296;0.05;0.00;304.97;3.55;102;0;20;1030.00;0
194;0;1;194;95;296;296;0.03;0.00;304.97;3.55;102;0;20;1031.00;0
194;0;0;194;95;296;296;0.03;0.00;304.97;3.55;102;0;20;1032.00;0
194;0;0;194;96;296;296;0.02;0.00;304.97;3.55;102;0;20;1033.00;0
194;0;0;194;96;296;296;0.03;0.00;304.97;3.55;102;0;20;1034.00;0
194;0;1;194;96;296;296;0.06;0.00;304.97;3.55;102;0;20;1035.00;0
194;0;0;194;96;296;296;0.09;0.01;304.97;3.55;102;0;20;1036.00;0
194;0;1;194;95;296;296;0.15;0.01;304.97;3.55;102;0;20;1037.00;0
194;0;0;194;94;296;296;0.21;0.02;304.97;3.55;102;0;20;1038.00;0
194;0;0;194;94;296;296;0.27;0.02;304.97;3.55;102;0;20;1039.00;0
194;0;1;194;94;296;296;0.27;0.02;304.97;3.55;102;0;20;1040.00;0
194;0;0;194;93;296;296;0.20;0.01;304.97;3.55;102;0;20;1041.00;0
194;0;1;194;95;296;296;0.15;0.01;304.97;3.55;102;0;20;1042.00;0
194;0;0;194;94;296;296;0.11;0.01;304.97;3.55;102;0;20;1043.00;0
194;0;1;194;95;296;296;0.10;0.01;304.97;3.55;102;0;20;1044.00;0
194;0;0;194;94;296;296;0.10;0.01;304.97;3.55;102;0;20;1045.00;0
194;0;1;194;94;296;296;0.11;0.01;304.97;3.55;102;0;20;1046.00;0
194;0;0;194;93;296;296;0.11;0.01;304.97;3.55;102;0;20;1047.00;0
194;0;1;194;93;296;296;0.12;0.01;304.97;3.55;102;0;20;1048.00;0
194;0;0;194;92;296;296;0.11;0.01;304.97;3.55;102;0;20;1049.00;0
194;0;1;194;92;296;296;0.11;0.01;304.97;3.55;102;0;20;1050.00;0
194;0;1;194;92;296;296;0.11;0.01;304.97;3.55;102;0;20;1051.00;0
194;0;0;194;92;296;296;0.11;0.01;304.97;3.55;102;0;20;1052.00;0
194;0;1;194;92;296;296;0.12;0.01;304.97;3.55;102;0;20;1053.00;0
194;0;0;194;92;296;296;0.11;0.01;304.97;3.55;102;0;20;1054.00;0
194;0;0;194;93;296;296;0.10;0.01;304.97;3.55;102;0;20;1055.00;0
194;0;0;194;94;296;296;0.10;0.01;304.97;3.55;102;0;20;1056.00;0
194;0;0;194;95;296;296;0.08;0.01;304.97;3.55;102;0;20;1057.00;0
194;0;1;194;95;296;296;0.07;0.01;304.97;3.55;102;0;20;1058.00;0
194;0;0;194;96;296;296;0.05;0.00;304.97;3.55;102;0;20;1059.00;0
194;0;0;194;96;296;296;0.03;0.00;304.97;3.55;102;0;20;1060.00;0
194;0;0;194;97;296;296;0.02;0.00;304.97;3.55;102;0;20;1061.00;0
194;0;1;194;98;296;296;0.01;0.00;304.97;3.55;102;0;20;1062.00;0
194;0;0;194;99;296;296;0.01;0.00;304.97;3.55;102;0;20;1063.00;0
194;0;0;194;99;296;296;0.01;0.00;304.97;3.55;102;0;20;1064.00;0
194;0;0;194;99;296;296;0.00;0.00;304.97;3.55;102;0;20;1065.00;0
194;0;1;194;100;296;296;0.00;0.00;304.97;3.55;102;0;20;1066.00;0
194;0;0;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1067.00;0
194;0;0;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1068.00;0
194;0;1;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1069.00;0
194;0;0;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1070.00;0
194;0;0;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1071.00;0
194;0;0;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1072.00;0
194;0;1;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1073.00;0
194;0;0;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1074.00;0
194;0;0;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1075.00;0
194;0;0;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1076.00;0
194;0;1;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1077.00;0
194;0;0;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1078.00;0
194;0;0;194;101;296;296;0.00;0.00;304.97;3.55;102;0;20;1079.00;0
194;0;1;194;100;296;296;0.02;0.00;304.97;3.55;102;0;20;1080.00;0
194;0;1;194;99;296;296;0.06;0.00;304.97;3.55;102;0;20;1081.00;0
194;0;0;194;99;296;296;0.10;0.01;304.97;3.55;102;0;20;1082.00;0
194;0;1;194;98;296;296;0.08;0.01;304.97;3.55;102;0;20;1083.00;0
194;0;0;194;97;296;296;0.03;0.00;304.97;3.55;102;0;20;1084.00;0
194;0;1;194;97;296;296;0.03;0.00;304.97;3.55;102;0;20;1085.00;0
194;0;0;194;95;296;296;0.04;0.00;304.97;3.55;102;0;20;1086.00;0
