step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,A3_stopped,A3_accumulated_waiting_time,A3_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,D0_stopped,D0_accumulated_waiting_time,D0_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,3,0.0,0.0,3.717010884182084,0,0.0,0.3640990669899839,0,0.0,1.0,0,0.0,1.0,2,0.0,0.0,0,0.0,0.17303283450788057,0,0.0,0.26806569799138874,0,0.0,0.3163766793487875,0,0.0,0.47946350699732465,0,0.0,0.48700935197129386,0,0.0,0.46839926273119153,1,0.0,0.20250928222714115,0,0.0,1.0,0,0.0,0.3353871659377712,0,0.0,0.3820599724756173,0,0.0,0.4054253798773011,0,0.0,0.17352864735646234,3,0.0,-0.09375
10.0,11,0.0,0.0,6.506720726155419,0,0.0,0.41320790341902586,1,0.0,0.2975233179937635,1,0.0,0.0,2,0.0,0.37037147479454635,2,0.0,0.47534257035585487,0,0.0,0.5585692816732868,0,0.0,0.6076218253615527,0,0.0,0.7630114128108989,0,0.0,0.5025574158318658,1,0.0,0.4566926071231346,1,0.0,0.5248126333982223,0,0.0,1.0,1,0.0,0.43773791951749114,0,0.0,0.6329896699349726,2,0.0,0.3130226929373735,0,0.0,0.8169535097925565,11,0.0,-0.34375
15.0,7,0.0,0.0,8.472733735043143,1,0.0,0.39291960867433695,0,0.0,0.787177885948702,1,0.0,0.30676417682908763,0,0.0,0.6885985966103872,0,0.0,0.7332154875425639,0,0.0,0.6758658852015917,1,0.0,0.6706946942398518,0,0.0,0.6997653229217488,0,0.0,0.5475259148876571,0,0.0,0.5808378398590784,0,0.0,0.6880331301759428,2,0.0,0.2468076366482806,0,0.0,0.7354370606688014,1,0.0,0.7137668655188169,1,0.0,0.6972429269751258,0,0.0,0.6116102574470957,7,0.0,-0.21875
20.0,14,22.0,0.1732283464566929,8.011936955269185,1,4.0,0.6128233723435558,0,0.0,0.5693816066788729,1,0.0,0.5905505980452537,1,0.0,0.7930657097329363,1,1.0,0.5664009665732372,1,3.0,0.49729960394340517,2,2.0,0.4159957418867992,1,0.0,0.5808531821113552,1,4.0,0.508356630529679,1,3.0,0.531410149137168,2,4.0,0.5261691321024141,0,0.0,0.7360309764132383,0,0.0,0.7619771296999985,1,1.0,0.4964678585487158,0,0.0,0.6760164657236396,1,0.0,0.574194171789416,14,22.0,-0.4375
25.0,33,92.0,0.5897435897435898,7.4429402022502265,1,9.0,0.662395791740049,3,6.0,0.2974718903369465,0,0.0,0.8399366008766304,1,1.0,0.5465607494974792,5,18.0,0.538299596616531,2,2.0,0.6153656742901078,4,14.0,0.3633896734173762,2,0.0,0.4912791462526239,0,1.0,0.7630490741101756,5,14.0,0.35477409192067877,6,21.0,0.25413463012590054,0,0.0,0.7692637115588781,2,6.0,0.5753331995810549,0,0.0,0.7113269956313585,2,2.0,0.629309520742082,0,0.0,0.676058048434732,33,94.0,-1.03125
30.0,52,258.0,1.3298969072164948,6.367186319789608,4,20.0,0.40014421148798224,3,19.0,0.40904389785484324,2,4.0,0.5231992964195199,1,6.0,0.5826731816394449,8,51.0,0.21463824984191993,3,6.0,0.48232676628707966,6,37.0,0.3682836819692675,0,2.0,0.7137094415910352,1,0.0,0.40846141328912766,4,39.0,0.5329810638253433,7,48.0,0.4152006772392046,3,6.0,0.4471127112461215,4,20.0,0.44362774357440515,1,1.0,0.6016882006668245,3,12.0,0.43209975137113543,2,0.0,0.597852910917935,52,271.0,-1.625
35.0,74,511.0,2.241228070175439,5.8856557636720375,6,46.0,0.2726271087223208,4,38.0,0.4846947816025667,5,20.0,0.3591238643357446,3,18.0,0.4245640802175535,10,91.0,0.0817628623753292,5,23.0,0.47914394677226924,8,70.0,0.28228610315328273,2,4.0,0.6129667805101011,3,6.0,0.43213750973798654,6,58.0,0.49459291403001737,8,83.0,0.3967329769108766,3,17.0,0.4699061481416252,4,26.0,0.4593154114764094,2,9.0,0.4526231490767458,4,30.0,0.47810245836423054,1,1.0,0.688416809346166,74,540.0,-2.3125
40.0,99,788.0,3.0424710424710426,5.08200227436483,8,81.0,0.1659030040923069,4,40.0,0.443907683421025,6,48.0,0.4173674179059917,4,30.0,0.3606002510806385,13,140.0,0.21739128326513527,6,51.0,0.4251188897248861,8,96.0,0.31167278393055103,3,12.0,0.38690901576937153,3,18.0,0.48757536837411486,10,94.0,0.31973832174334743,8,80.0,0.36750070873022234,7,42.0,0.388539521957579,7,48.0,0.31817375754835053,4,31.0,0.37942618836808867,5,45.0,0.43183337391241217,3,8.0,0.5353902770360336,99,864.0,-3.09375
45.0,126,1197.0,4.259786476868327,4.802846359239389,9,99.0,0.1745390491137268,7,66.0,0.375205227899913,6,58.0,0.48840612264234096,6,42.0,0.30524540540458167,11,185.0,0.27767656675964325,7,65.0,0.3190874658352048,11,146.0,0.2717561443680284,6,38.0,0.43482967419692137,3,25.0,0.4669845674274364,15,162.0,0.29514345339647463,9,77.0,0.369013313362417,7,64.0,0.372012096484769,9,91.0,0.23701626915894175,6,61.0,0.4890968423239028,9,76.0,0.24006333782241737,5,25.0,0.5271693496565243,126,1280.0,-3.9375
