step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,4,0.0,0.0,2.771288542880211,0,0.0,0.13836877521237867,1,0.0,0.14629010891835675,1,0.0,0.23396050518537018,0,0.0,0.12116870444400074,0,0.0,0.2930074275500692,0,0.0,1.0,0,0.0,0.2912772107675805,1,0.0,0.0720893417381254,1,0.0,0.18043056781951028,-0.133,4,4,0.0
10.0,7,0.0,0.0,6.402773133858333,1,0.0,0.36788403203313585,2,0.0,0.4704588539372081,0,0.0,0.7128514560732686,1,0.0,0.2621484959934498,0,0.0,0.6153321319979631,2,0.0,0.2363943647826845,0,0.0,0.6778271893892029,0,0.0,0.4243213079134766,1,0.0,0.43048598726075743,-0.233,7,7,0.0
15.0,7,0.0,0.0,8.7366133298305,1,0.0,0.5639261542510703,1,0.0,0.5880628170592164,0,0.0,0.7564914156403917,2,0.0,0.4826402179415067,1,0.0,0.5738234981888879,1,0.0,0.501319367918486,0,0.0,0.8537517995447219,0,0.0,0.9165997614714746,1,0.0,0.7062014192658901,-0.233,7,7,0.0
20.0,14,15.0,0.16483516483516483,7.816736888317408,2,0.0,0.674111494435199,2,6.0,0.542220461466977,2,0.0,0.5148976171080129,1,1.0,0.6225640115325576,4,6.0,0.36802387563104466,0,0.0,0.6529546748791485,1,1.0,0.2722444042830916,1,1.0,0.6095326991334485,1,0.0,0.6332196074616075,-0.467,14,14,15.0
25.0,27,100.0,0.9090909090909091,6.741598589251631,1,2.0,0.594746630942155,5,25.0,0.4225043342105133,1,5.0,0.5118764752974966,4,13.0,0.4822145652994087,5,23.0,0.3698933115461306,4,4.0,0.5112840950838102,2,10.0,0.31112872634239935,3,12.0,0.40985714397443695,2,6.0,0.6288873822355997,-0.9,27,27,100.0
30.0,53,281.0,2.036231884057971,5.604688236036681,3,11.0,0.6189279717188848,8,58.0,0.30977277293263267,6,20.0,0.44859135779478054,7,39.0,0.29027909509031724,8,55.0,0.3514136267298432,8,30.0,0.45915647484825306,2,20.0,0.36642344195582177,5,29.0,0.21826043101645942,6,20.0,0.43311750018880907,-1.767,53,53,282.0
35.0,67,561.0,3.441717791411043,5.257695625369948,4,25.0,0.48474744268556147,11,111.0,0.30079609900216964,4,38.0,0.545799592639973,10,81.0,0.3301655414211676,9,94.0,0.32331827500049387,12,78.0,0.30848259511951487,4,36.0,0.42341276415901374,7,58.0,0.34205331715214016,6,43.0,0.44759372968244093,-2.233,67,67,564.0
40.0,87,931.0,5.005376344086022,4.992869993015848,8,57.0,0.42134827334380937,12,171.0,0.2707703100328983,7,64.0,0.5229098652275843,13,135.0,0.3538088201471223,12,146.0,0.2235419591007237,19,155.0,0.20222443444588956,4,50.0,0.39758027066449136,7,88.0,0.4973205550742201,5,70.0,0.4680813363599555,-2.9,87,87,936.0
45.0,110,1366.0,6.696078431372549,4.022510880501777,10,99.0,0.30161887432477963,17,246.0,0.26351312775789126,9,96.0,0.341886091073446,17,205.0,0.23399252349203625,11,186.0,0.23085902757897245,24,256.0,0.1584644034987354,6,72.0,0.36314179633729426,8,119.0,0.3978686843858067,8,102.0,0.4098069642628177,-3.667,110,110,1381.0
50.0,134,1961.0,8.48917748917749,3.556171039976979,13,155.0,0.22798486439090224,17,328.0,0.23998084533148395,12,147.0,0.2813002022748933,22,301.0,0.14047065116367616,18,257.0,0.2214046732081066,23,371.0,0.22341197897651743,9,115.0,0.373750416455483,8,157.0,0.3545168573933469,12,146.0,0.326564926680118,-4.467,134,134,1977.0
55.0,156,2657.0,10.37890625,3.5970205606668486,16,227.0,0.2611720827803957,22,424.0,0.23743234960627335,12,207.0,0.18410437643630626,24,415.0,0.1828462643459343,18,343.0,0.2506049477015935,27,496.0,0.1879361398731876,13,173.0,0.36638440104896536,11,206.0,0.31000249926380535,13,180.0,0.35120274091605247,-5.2,156,156,2671.0
60.0,172,3441.0,12.377697841726619,3.1978739199021966,17,307.0,0.2672320496354205,24,533.0,0.23565285256858978,15,277.0,0.2221673478204748,25,534.0,0.17743393743062433,21,437.0,0.21562690629573092,30,636.0,0.12096394677426137,14,241.0,0.29463399130432466,13,269.0,0.23592500304953642,13,228.0,0.2673820629558622,-5.733,172,172,3462.0
65.0,199,4371.0,14.766891891891891,2.5023225516232306,17,391.0,0.2576456392683308,27,655.0,0.17888378511075362,17,353.0,0.14064218345881824,31,677.0,0.13799144135760022,23,550.0,0.15683889138211318,33,796.0,0.05063822544599441,18,324.0,0.1981665944995326,17,348.0,0.23294342894629533,16,300.0,0.19876124741966397,-6.633,199,199,4394.0
70.0,238,5460.0,16.74846625766871,2.3535633187101155,20,484.0,0.23154419508122748,32,803.0,0.1620472694452522,19,438.0,0.13967836805336906,34,837.0,0.1694778495759289,29,679.0,0.17404997647587445,38,972.0,0.05749774445825157,23,430.0,0.16972407209903326,19,436.0,0.2477806174424811,24,405.0,0.16797763638931335,-7.933,238,238,5484.0
75.0,263,6678.0,19.134670487106018,2.169688309855766,23,593.0,0.2704101495450696,37,966.0,0.10045464412848472,21,534.0,0.17353924762413273,39,1017.0,0.14172658975228347,33,828.0,0.1022041026893717,36,1152.0,0.11773404653851526,26,552.0,0.13859164147780575,20,527.0,0.1953057804785786,28,533.0,0.17299905147478264,-8.767,263,263,6702.0
80.0,283,8003.0,21.116094986807386,2.1711856945547057,29,711.0,0.19920307929135747,38,1147.0,0.08250521052082568,22,640.0,0.21829809241369644,39,1207.0,0.1580957570845877,36,1002.0,0.10245509040390104,40,1338.0,0.06067248009979739,27,685.0,0.21629091140412365,22,630.0,0.2145211653379191,30,671.0,0.17817253588268703,-9.433,283,283,8031.0
