step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,4,0.0,0.0,3.007245715984027,0,0.0,0.15538927835261884,1,0.0,0.18994272343329466,1,0.0,0.30727624361706674,0,0.0,0.14290876261555943,0,0.0,0.3538047779231956,0,0.0,1.0,0,0.0,0.3055813843857429,1,0.0,0.06400951648910039,1,0.0,0.17551408590196282,-0.133,4,4,0.0
10.0,7,0.0,0.0,6.749077275754796,1,0.0,0.39727981313234756,2,0.0,0.5545508287541937,0,0.0,0.7555344688649442,1,0.0,0.33956049003908256,0,0.0,0.6975330496606755,2,0.0,0.19267575010000626,0,0.0,0.6938719780343628,0,0.0,0.4783424782605789,1,0.0,0.44769711690855757,-0.233,7,7,0.0
15.0,7,0.0,0.0,8.901061327450057,1,0.0,0.5692891473280812,1,0.0,0.6347473090978311,0,0.0,0.7642149040785856,1,0.0,0.549927700769095,1,0.0,0.5864476360999621,2,0.0,0.5033447901280197,0,0.0,0.7874706191732623,0,0.0,0.9007074747929442,1,0.0,0.7030602890265453,-0.233,7,7,0.0
20.0,12,13.0,0.14285714285714285,7.963889809448042,1,0.0,0.6793789691467966,1,3.0,0.5652680765357123,2,0.0,0.506847049449572,1,2.0,0.7169861988515904,4,4.0,0.3632085405506954,0,0.0,0.5919487402871667,1,2.0,0.22878328518182903,1,2.0,0.587903151542751,1,0.0,0.6095553127139673,-0.4,12,12,13.0
25.0,29,101.0,0.9181818181818182,6.871892137404737,1,1.0,0.5732042908024715,6,24.0,0.4653731749736434,1,5.0,0.4539125913877891,2,6.0,0.5356683338530784,7,24.0,0.3987756567342869,3,7.0,0.5213350098196633,2,11.0,0.3245767757776522,3,14.0,0.4528781594110738,4,11.0,0.557528505364009,-0.967,29,29,103.0
30.0,48,274.0,1.957142857142857,5.763528121023425,3,13.0,0.6030877041207526,9,59.0,0.2870587773659021,5,20.0,0.49385150290570085,3,13.0,0.31953323970093156,7,56.0,0.38737639070724067,8,35.0,0.4467496120959277,2,21.0,0.2883789205193186,5,29.0,0.3208904246671259,6,31.0,0.4193437143785917,-1.6,48,48,277.0
35.0,64,530.0,3.1927710843373496,5.5643471098671045,3,25.0,0.5939113895118601,12,113.0,0.2856305406034624,5,38.0,0.5289421479944902,6,32.0,0.40738358407407244,11,97.0,0.34349279968055935,11,80.0,0.34987898714013493,3,34.0,0.39890603235238287,6,52.0,0.367179261891995,7,59.0,0.3567987095576733,-2.133,64,64,530.0
40.0,82,887.0,4.718085106382978,5.158599563192861,8,53.0,0.4309344901927263,14,177.0,0.29524776140705344,6,63.0,0.5321652243778292,9,69.0,0.3677603729799724,11,152.0,0.2990196558990417,16,148.0,0.21172837592776036,4,51.0,0.4613189022995553,7,82.0,0.45447565334434387,7,97.0,0.4209242679219308,-2.733,82,82,892.0
45.0,108,1321.0,6.412621359223301,4.210338543456401,11,101.0,0.25768323318894465,17,255.0,0.2817358143798927,10,96.0,0.3101320259333727,13,120.0,0.2726257764575077,12,196.0,0.25638545979657507,22,246.0,0.13799623025342664,6,73.0,0.4142755068630697,8,114.0,0.3873319583351646,9,135.0,0.4216499809664831,-3.6,108,108,1336.0
50.0,133,1862.0,8.025862068965518,3.617008136576353,13,131.0,0.25247649501524555,20,343.0,0.18169226455602586,10,145.0,0.24332154071101753,18,196.0,0.16792633282441277,18,269.0,0.20091171490090534,23,357.0,0.23079265440761468,9,110.0,0.37444478609226645,10,155.0,0.38183920799392623,12,181.0,0.2896290536181006,-4.433,133,133,1887.0
55.0,158,2553.0,9.895348837209303,3.5037484568673647,14,183.0,0.2606999229871142,24,449.0,0.222423872097102,13,206.0,0.1861655318710829,20,287.0,0.19104783257279095,22,362.0,0.1886850573852626,26,478.0,0.20216313059886565,12,166.0,0.3610666767741084,12,207.0,0.278076945926374,15,241.0,0.3149595495797458,-5.267,158,158,2579.0
60.0,175,3349.0,12.090252707581227,3.241932420086986,15,248.0,0.2703838511000264,24,562.0,0.23360624654120626,15,279.0,0.18924079040588707,21,380.0,0.2096438005393513,23,476.0,0.21518691104282683,30,613.0,0.12515836190600088,14,233.0,0.31648227905829757,15,269.0,0.22298388370914532,18,313.0,0.2624710967039804,-5.833,175,175,3373.0
65.0,202,4272.0,14.432432432432432,2.5620122354134476,18,328.0,0.24502344548546923,29,691.0,0.1762702894430105,18,356.0,0.14331743043418282,25,494.0,0.1856818998693155,26,603.0,0.15904368791075343,33,772.0,0.051862686934310176,17,312.0,0.24405830898895955,16,345.0,0.2698186933358143,20,401.0,0.221171521980502,-6.733,202,202,4302.0
70.0,244,5375.0,16.640866873065015,2.0598772250431723,21,429.0,0.19728870352164804,35,844.0,0.14004909655463324,18,440.0,0.11895522192731633,33,637.0,0.14545294026446165,31,748.0,0.11446192531351151,38,945.0,0.061200637262464504,23,418.0,0.15492740472437744,18,430.0,0.2463793468209786,27,515.0,0.15297106323148843,-8.133,244,244,5406.0
75.0,259,6370.0,18.2,2.1332881892192885,26,548.0,0.19525456876604716,37,1010.0,0.1343466773693267,21,537.0,0.15752444141289906,34,801.0,0.1936706999316013,36,914.0,0.11123565348805003,29,1015.0,0.1446924776994367,28,543.0,0.10306480933340749,19,520.0,0.19529394931134061,29,650.0,0.16899144541318684,-8.633,259,259,6538.0
80.0,268,7444.0,19.53805774278215,2.3656230104488953,29,683.0,0.17676463480008023,39,1193.0,0.10169070153725551,21,640.0,0.22371548522337045,35,966.0,0.18096597763490102,38,1097.0,0.11012364017770547,26,1011.0,0.12609710669951582,28,680.0,0.18773853960803075,21,623.0,0.24608055389516192,31,794.0,0.18396754226479475,-8.933,268,268,7687.0
85.0,286,8654.0,21.158924205378973,2.6206556964466268,35,839.0,0.21345578530414366,41,1394.0,0.09087480094820868,23,752.0,0.22408535391902146,40,1154.0,0.182346936855782,40,1295.0,0.12969717473347014,25,1098.0,0.13912150907401066,29,820.0,0.2583246500042466,25,731.0,0.19159680191791228,28,923.0,0.2557428287649223,-9.533,286,286,9006.0
90.0,309,10123.0,23.596736596736598,2.4906137563776323,39,1018.0,0.20415371310533595,45,1608.0,0.1274805336724819,24,867.0,0.21716106214165032,42,1357.0,0.14916942919436788,43,1500.0,0.12533765645699177,28,1231.0,0.10811582846588594,29,962.0,0.19998234944474408,27,863.0,0.15862493056462046,32,1049.0,0.23506894297395037,-10.3,309,309,10455.0
95.0,341,11726.0,26.0,1.968820404802082,43,1219.0,0.15165824140497575,47,1838.0,0.13673220936100133,24,984.0,0.19388478630047226,48,1583.0,0.0720388580419077,50,1731.0,0.05686648595695718,38,1403.0,0.034979841987432383,33,1118.0,0.17721391443841075,29,1006.0,0.19476967878498241,29,1183.0,0.16290992996168102,-11.367,341,341,12065.0
100.0,379,13533.0,28.73248407643312,1.8191249097293831,48,1450.0,0.1257943893766011,52,2083.0,0.1137335805001533,27,1109.0,0.1406801867174066,56,1853.0,0.10239751278472706,50,1979.0,0.08927726836007358,42,1607.0,0.046840263858517125,36,1287.0,0.11067662692785987,32,1160.0,0.17551902765163857,36,1342.0,0.15065523053098734,-12.633,379,379,13870.0
105.0,393,15203.0,31.739039665970772,1.6254919791029727,48,1626.0,0.13923830909707885,56,2350.0,0.0952879844962941,27,1213.0,0.12635455180138006,57,2133.0,0.07020450426926103,53,2236.0,0.06512797429115814,45,1823.0,0.04996327823952542,36,1467.0,0.14096297298038876,35,1329.0,0.13081190452985222,36,1520.0,0.14800237742240865,-13.1,393,393,15697.0
