step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,4,0.0,0.0,3.37710904864507,0,0.0,0.14221057459657357,1,0.0,0.21423803381167061,1,0.0,0.31983781133757627,0,0.0,0.1690122673646671,0,0.0,0.39203414902653155,0,0.0,1.0,0,0.0,0.37943206354299186,1,0.0,0.07546172841171811,1,0.0,0.20835515570370652,-0.133,4,4,0.0
10.0,7,0.0,0.0,6.856845494559198,1,0.0,0.37719056518093097,2,0.0,0.5272190579551104,0,0.0,0.7747976609708163,1,0.0,0.32994122155074,0,0.0,0.6371849812703307,2,0.0,0.22877025328082723,0,0.0,0.6145968881055199,0,0.0,0.48574169378750104,1,0.0,0.47376020648691064,-0.233,7,7,0.0
15.0,8,0.0,0.0,9.004126069166375,1,0.0,0.5750572260907615,1,0.0,0.624988428895943,0,0.0,0.7685937608535122,2,0.0,0.5543888722259677,1,0.0,0.5928504171783817,2,0.0,0.5577329161417018,0,0.0,0.8723286793533627,0,0.0,0.8647773587886045,1,0.0,0.6977526107442935,-0.267,8,8,0.0
20.0,12,11.0,0.125,7.769220608095333,1,0.0,0.6708128480612559,2,5.0,0.6077950691428353,2,0.0,0.5379939647648143,0,0.0,0.6181144773182474,4,4.0,0.3978434241617418,0,0.0,0.5918430404508015,1,1.0,0.25798571965253997,1,1.0,0.5657250037430168,1,0.0,0.5961468813514936,-0.4,12,12,11.0
25.0,23,76.0,0.6909090909090909,6.653910808909556,2,4.0,0.5278908153102663,2,15.0,0.4594198119940673,1,5.0,0.5750334461881346,3,10.0,0.48863211278523955,4,14.0,0.3898777251158963,4,6.0,0.49372540131515663,2,8.0,0.3510124965175443,2,7.0,0.4008109648158846,3,8.0,0.5512613511315305,-0.767,23,23,77.0
30.0,46,230.0,1.6788321167883211,5.824193402940993,3,14.0,0.5579690763871262,7,42.0,0.4247167619977671,5,13.0,0.5145241613926125,6,35.0,0.20502189674906748,4,33.0,0.4505905206089609,8,30.0,0.4347395828435631,2,19.0,0.40817099783171457,4,20.0,0.2287292017081588,7,30.0,0.44873176057042746,-1.533,46,46,236.0
35.0,61,468.0,2.871165644171779,5.7445040785808565,4,30.0,0.6091336330385368,8,79.0,0.37009668352355835,5,33.0,0.502126056884633,10,84.0,0.3329784988857533,8,61.0,0.32684659208689903,12,75.0,0.322059586121082,3,33.0,0.44495828243927654,4,25.0,0.433017206756519,7,58.0,0.37967583104242886,-2.033,61,61,478.0
40.0,82,790.0,4.247311827956989,5.154792773648646,6,50.0,0.4291149648526131,11,127.0,0.3088167274215425,8,65.0,0.456839517639521,13,129.0,0.33143653684792246,9,96.0,0.3051384063095919,17,142.0,0.22208496254403798,5,49.0,0.42748706432605665,5,40.0,0.43602245876544116,8,94.0,0.4238223739534573,-2.733,82,82,792.0
45.0,108,1195.0,5.7451923076923075,4.122607238729186,11,95.0,0.23764133222370776,14,189.0,0.30473371053620124,10,107.0,0.29248314620416377,16,198.0,0.2608125835446994,10,137.0,0.3035340118477282,23,238.0,0.1599840669234994,8,77.0,0.33118930820380554,6,45.0,0.3840428097442113,10,137.0,0.35959901857824755,-3.6,108,108,1223.0
