step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0,0.0
5.0,1,0.0,0.0,4.565842647664249,1,0.0,0.33310792815384316,-0.3,1,1,0.0
10.0,0,0.0,0.0,7.846626043564953,0,0.0,0.5533124460589327,0.0,0,0,0.0
15.0,2,0.0,0.0,8.745614106217555,2,0.0,0.6244422073533283,-0.6,2,2,0.0
20.0,2,0.0,0.0,10.341074412892969,2,0.0,0.7419047494223051,-0.6,2,2,0.0
25.0,1,0.0,0.0,9.900580416142912,1,0.0,0.7177784271776562,-0.3,1,1,0.0
30.0,7,19.0,0.5428571428571428,8.338777026236489,7,19.0,0.6121715625611349,-2.1,7,7,19.0
35.0,10,51.0,1.2439024390243902,7.6046944382520625,10,51.0,0.5269101282059355,-3.0,10,10,51.0
40.0,11,62.0,1.3478260869565217,6.724971836209887,11,76.0,0.45851161321378053,-3.3,11,11,76.0
45.0,16,127.0,2.4423076923076925,7.208951278751064,16,127.0,0.4571465681680476,-4.8,16,16,127.0
50.0,19,185.0,3.189655172413793,6.80725194961237,19,191.0,0.39964000256906557,-5.7,19,19,191.0
55.0,22,285.0,4.596774193548387,7.034129065200198,22,285.0,0.3902671348704319,-6.6,22,22,285.0
60.0,21,261.0,3.8955223880597014,6.318850512112329,21,334.0,0.35228883049664944,-6.3,21,21,334.0
65.0,21,305.0,4.420289855072464,6.370607788172499,21,358.0,0.3690749044779929,-6.3,21,21,358.0
70.0,23,403.0,5.52054794520548,6.250191117964712,23,456.0,0.3665189116195518,-6.9,23,23,456.0
75.0,33,544.0,7.157894736842105,5.2988072523868315,33,597.0,0.29760004462823225,-9.9,33,33,597.0
80.0,43,733.0,9.049382716049383,4.9800596562822115,43,786.0,0.27183057693690726,-12.9,43,43,786.0
85.0,39,858.0,10.214285714285714,4.743893006729927,39,941.0,0.2609730175693562,-11.7,39,39,941.0
90.0,38,978.0,11.372093023255815,4.852115050869878,38,1061.0,0.2753441894642484,-11.4,38,38,1061.0
95.0,42,939.0,10.206521739130435,4.583619379199722,42,1156.0,0.24363381179712212,-12.6,42,42,1156.0
100.0,43,930.0,9.789473684210526,4.665486886523377,43,1179.0,0.2303661757635856,-12.9,43,43,1179.0
105.0,42,1047.0,10.683673469387756,4.455842834151116,42,1367.0,0.22684083626898374,-12.6,42,42,1367.0
110.0,53,1270.0,12.959183673469388,4.227948488223121,53,1564.0,0.20763484965827056,-15.9,53,53,1564.0
115.0,56,1495.0,15.412371134020619,3.2696617801654337,56,1762.0,0.13519913925888605,-16.8,56,56,1762.0
120.0,60,1740.0,17.938144329896907,3.111390762197375,60,1943.0,0.12766118934078508,-18.0,60,60,1943.0
125.0,61,2023.0,20.434343434343436,3.4404115274334095,61,2177.0,0.14683820207390139,-18.3,61,61,2177.0
130.0,56,1764.0,18.375,3.3860048917885366,56,2257.0,0.14576094098544576,-16.8,56,56,2257.0
135.0,52,1346.0,13.73469387755102,3.5308920140508198,52,2167.0,0.12880027228989904,-15.6,52,52,2167.0
140.0,51,1163.0,11.86734693877551,3.500899954319883,51,2313.0,0.13895367576669845,-15.3,51,51,2313.0
145.0,43,1176.0,12.378947368421052,3.669513566652626,43,2487.0,0.15232728473376955,-12.9,43,43,2487.0
150.0,47,1205.0,12.956989247311828,3.285233551984917,47,2629.0,0.1199856470646701,-14.1,47,47,2629.0
155.0,60,1418.0,16.113636363636363,2.7226079187283463,60,2770.0,0.06755538623618838,-18.0,60,60,2770.0
160.0,64,1361.0,15.825581395348838,2.430489528979115,64,2904.0,0.0338052777367991,-19.2,64,64,2904.0
165.0,56,1068.0,13.024390243902438,2.6166478422006954,56,2918.0,0.0362840985054787,-16.8,56,56,2918.0
170.0,49,993.0,12.73076923076923,3.419154848250721,49,2810.0,0.06329670392471962,-14.7,49,49,2810.0
175.0,38,804.0,10.72,3.768399134782056,38,2795.0,0.0973377234582465,-11.4,38,38,2795.0
180.0,32,647.0,9.112676056338028,3.8787022654344967,32,2562.0,0.10676038743498202,-9.6,32,32,2562.0
185.0,30,549.0,8.318181818181818,3.1719260063543038,30,2568.0,0.06016382603763417,-9.0,30,30,2568.0
190.0,42,736.0,11.682539682539682,2.5326823433292067,42,2755.0,0.02852159031821142,-12.6,42,42,2755.0
195.0,42,916.0,15.793103448275861,1.566500835148715,42,2790.0,0.01127353442061864,-12.6,42,42,2790.0
200.0,37,1075.0,19.545454545454547,2.2703929438863217,37,2639.0,0.048110060747869374,-11.1,37,37,2639.0
205.0,32,1081.0,20.39622641509434,2.627229234295077,32,2557.0,0.05682240880674747,-9.6,32,32,2557.0
210.0,29,1008.0,19.0188679245283,3.5781955608105376,29,2395.0,0.05891820407145136,-8.7,29,29,2395.0
215.0,26,1025.0,19.71153846153846,4.959254397005181,26,2257.0,0.12085179201647704,-7.8,26,26,2257.0
220.0,26,1155.0,24.574468085106382,4.699505763413917,26,2109.0,0.06962704543307124,-7.8,26,26,2109.0
225.0,22,843.0,19.15909090909091,4.489354884688288,22,2072.0,0.034960988408087784,-6.6,22,22,2072.0
230.0,16,312.0,7.8,5.4496453879602695,16,1851.0,0.09324703914047205,-4.8,16,16,1851.0
235.0,15,323.0,9.228571428571428,6.806568272765492,15,1504.0,0.12415898122438578,-4.5,15,15,1504.0
240.0,16,399.0,12.090909090909092,5.584120704298903,16,1580.0,0.011113311220430933,-4.8,16,16,1580.0
245.0,19,491.0,16.93103448275862,4.510697881265202,19,1672.0,5.779436512836387e-05,-5.7,19,19,1672.0
250.0,15,486.0,20.25,3.2518609287977474,15,1606.0,0.016225430920132608,-4.5,15,15,1606.0
255.0,14,535.0,26.75,2.9178436807195753,14,1530.0,0.029858478881937003,-4.2,14,14,1530.0
260.0,14,605.0,31.842105263157894,3.1547197742395006,14,1535.0,0.0,-4.2,14,14,1535.0
265.0,10,577.0,30.36842105263158,3.958506774263501,10,1414.0,0.020243460119553417,-3.0,10,10,1414.0
270.0,10,627.0,33.0,5.3617075355796935,10,1291.0,0.0,-3.0,10,10,1291.0
275.0,10,677.0,42.3125,4.301804173167494,10,1341.0,0.0,-3.0,10,10,1341.0
280.0,10,727.0,51.92857142857143,3.4347452230504123,10,1391.0,0.0,-3.0,10,10,1391.0
285.0,10,777.0,55.5,3.2572960841454908,10,1441.0,0.0,-3.0,10,10,1441.0
290.0,10,827.0,68.91666666666667,1.9335414784840055,10,1491.0,0.0,-3.0,10,10,1491.0
295.0,10,877.0,87.7,0.0,10,1541.0,0.0,-3.0,10,10,1541.0
300.0,10,927.0,92.7,0.0,10,1591.0,0.0,-3.0,10,10,1591.0
305.0,10,977.0,97.7,0.0,10,1641.0,0.0,-3.0,10,10,1641.0
310.0,10,1027.0,102.7,0.0,10,1691.0,0.0,-3.0,10,10,1691.0
315.0,10,1077.0,107.7,0.0,10,1741.0,0.0,-3.0,10,10,1741.0
320.0,10,1127.0,112.7,0.0,10,1791.0,0.0,-3.0,10,10,1791.0
325.0,10,1177.0,117.7,0.0,10,1841.0,0.0,-3.0,10,10,1841.0
330.0,10,1227.0,122.7,0.0,10,1891.0,0.0,-3.0,10,10,1891.0
335.0,10,1277.0,127.7,0.0,10,1941.0,0.0,-3.0,10,10,1941.0
340.0,10,1327.0,132.7,0.0,10,1991.0,0.0,-3.0,10,10,1991.0
345.0,10,1377.0,137.7,0.0,10,2041.0,0.0,-3.0,10,10,2041.0
350.0,10,1427.0,142.7,0.0,10,2091.0,0.0,-3.0,10,10,2091.0
355.0,10,1477.0,147.7,0.0,10,2141.0,0.0,-3.0,10,10,2141.0
360.0,10,1527.0,152.7,0.0,10,2191.0,0.0,-3.0,10,10,2191.0
365.0,10,1577.0,157.7,0.0,10,2241.0,0.0,-3.0,10,10,2241.0
370.0,10,1627.0,162.7,0.0,10,2291.0,0.0,-3.0,10,10,2291.0
375.0,10,1677.0,167.7,0.0,10,2341.0,0.0,-3.0,10,10,2341.0
380.0,10,1727.0,172.7,0.0,10,2391.0,0.0,-3.0,10,10,2391.0
385.0,10,1777.0,177.7,0.0,10,2441.0,0.0,-3.0,10,10,2441.0
390.0,10,1827.0,182.7,0.0,10,2491.0,0.0,-3.0,10,10,2491.0
395.0,10,1877.0,187.7,0.0,10,2541.0,0.0,-3.0,10,10,2541.0
400.0,10,1927.0,192.7,0.0,10,2591.0,0.0,-3.0,10,10,2591.0
405.0,10,1977.0,197.7,0.0,10,2641.0,0.0,-3.0,10,10,2641.0
410.0,10,2027.0,202.7,0.0,10,2691.0,0.0,-3.0,10,10,2691.0
415.0,10,2077.0,207.7,0.0,10,2741.0,0.0,-3.0,10,10,2741.0
420.0,10,2127.0,212.7,0.0,10,2791.0,0.0,-3.0,10,10,2791.0
425.0,4,861.0,86.1,2.216684621761037,4,2237.0,0.09193396047881368,-1.2,4,4,2237.0
430.0,0,0.0,0.0,9.941778111389796,0,823.0,0.44933124263536367,0.0,0,0,823.0
435.0,0,0.0,0.0,13.120534268798508,0,0.0,1.0,0.0,0,0,0.0
440.0,0,0.0,0.0,13.370274987225542,0,0.0,1.0,0.0,0,0,0.0
445.0,0,0.0,0.0,13.217501995664543,0,0.0,1.0,0.0,0,0,0.0
450.0,0,0.0,0.0,13.679635852457873,0,0.0,1.0,0.0,0,0,0.0
455.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0,0.0
