step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0,0.0
5.0,1,0.0,0.0,3.971767317969352,1,0.0,0.2821384265409739,-0.3,1,1,0.0
10.0,0,0.0,0.0,7.525662312472723,0,0.0,0.5615577294619918,0.0,0,0,0.0
15.0,2,0.0,0.0,8.702686979680788,2,0.0,0.6491957653319453,-0.6,2,2,0.0
20.0,1,0.0,0.0,9.95112118577933,1,0.0,0.7481906716948703,-0.3,1,1,0.0
25.0,3,3.0,0.10344827586206896,9.605729359982808,3,3.0,0.7250514924725524,-0.9,3,3,3.0
30.0,4,10.0,0.2857142857142857,8.833792958938917,4,10.0,0.6752349276071741,-1.2,4,4,10.0
35.0,9,32.0,0.7804878048780488,7.792492883275128,9,32.0,0.5607346167601721,-2.7,9,9,32.0
40.0,13,82.0,1.7826086956521738,6.706197766626897,13,82.0,0.4735989142884425,-3.9,13,13,82.0
45.0,14,117.0,2.25,6.419038695333588,14,134.0,0.4304049110460879,-4.2,14,14,134.0
50.0,22,197.0,3.456140350877193,6.258647831288852,22,197.0,0.3915801909718382,-6.6,22,22,197.0
55.0,16,194.0,3.180327868852459,6.348507845353503,16,250.0,0.3876760269366997,-4.8,16,16,250.0
60.0,23,276.0,4.0,6.954979857270813,23,283.0,0.39491415543622505,-6.9,23,23,283.0
65.0,29,397.0,5.364864864864865,6.738295797056901,29,397.0,0.36691303281064747,-8.7,29,29,397.0
70.0,31,537.0,7.3561643835616435,5.757191853183162,31,537.0,0.31506683546463765,-9.3,31,31,537.0
75.0,38,715.0,9.050632911392405,5.3055448339603135,38,715.0,0.29295147647810554,-11.4,38,38,715.0
80.0,43,916.0,11.170731707317072,4.822136210453109,43,916.0,0.26638923547464954,-12.9,43,43,916.0
85.0,43,939.0,11.451219512195122,4.2360892964741215,43,1059.0,0.255663037065843,-12.9,43,43,1059.0
90.0,42,1003.0,11.528735632183908,4.396300623852833,42,1144.0,0.266351525196184,-12.6,42,42,1144.0
95.0,47,1199.0,13.175824175824175,4.819651773602221,47,1251.0,0.29172870224980474,-14.1,47,47,1251.0
100.0,44,1038.0,10.8125,4.557690491090431,44,1316.0,0.2502940949866172,-13.2,44,44,1316.0
105.0,45,814.0,8.05940594059406,4.675816608368548,45,1299.0,0.2238367916707793,-13.5,45,45,1299.0
110.0,45,722.0,7.148514851485149,4.1016282130508275,45,1480.0,0.1953202825995239,-13.5,45,45,1480.0
115.0,46,850.0,8.673469387755102,3.722840029687551,46,1637.0,0.17670541171106494,-13.8,46,46,1637.0
120.0,50,745.0,7.6020408163265305,2.7998513543083257,50,1757.0,0.11964478902561876,-15.0,50,50,1757.0
125.0,60,677.0,6.908163265306122,2.735981847653187,60,1813.0,0.10995336874422323,-18.0,60,60,1813.0
130.0,56,795.0,8.030303030303031,3.4967575147104366,56,1879.0,0.13199852584418212,-16.8,56,56,1879.0
135.0,56,876.0,8.848484848484848,3.1575267645337854,56,2076.0,0.1202664872068345,-16.8,56,56,2076.0
140.0,59,919.0,9.099009900990099,3.2929801473036076,59,2216.0,0.1174814546164415,-17.7,59,59,2216.0
145.0,57,1119.0,11.65625,3.229763147355753,57,2355.0,0.11832973085618806,-17.1,57,57,2355.0
