step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,2,0.0,0.0,2.0132182147790445,1,0.0,0.05331093844608108,1,0.0,0.04985085349885947,0,0.0,0.16843285526539084,0,0.0,0.2849675250122984,2,0.0,-0.25
10.0,1,0.0,0.0,6.997760195540698,0,0.0,0.47828886519079505,0,0.0,0.583524073809937,0,0.0,0.43464179252582325,1,0.0,0.5380461548140438,1,0.0,-0.125
15.0,1,0.0,0.0,8.91375772399916,0,0.0,0.6765235723690419,0,0.0,0.6477111558622802,0,0.0,0.7885897410582445,1,0.0,0.5005003058523741,1,0.0,-0.125
20.0,5,5.0,0.10869565217391304,9.352812363552149,1,0.0,0.7279748792701248,1,0.0,0.733788731722047,0,0.0,0.8283183526787234,3,5.0,0.535201140548464,5,5.0,-0.625
25.0,6,20.0,0.37037037037037035,9.522062028768236,2,2.0,0.6972551867946832,0,0.0,0.7723866787348449,1,0.0,0.7163940826900039,3,18.0,0.6449149964325744,6,20.0,-0.75
30.0,12,50.0,0.819672131147541,7.186741483307373,2,2.0,0.637622443610547,4,9.0,0.4737145904283297,1,0.0,0.4394143489010146,5,40.0,0.5379771197871852,12,51.0,-1.5
35.0,21,118.0,1.6164383561643836,6.217385804287993,4,16.0,0.5336980814902066,6,28.0,0.4208917990331048,3,9.0,0.4825115859026518,8,68.0,0.35356695153136725,21,121.0,-2.625
40.0,31,231.0,2.817073170731707,6.096359980051959,10,50.0,0.41443622265087116,8,58.0,0.37036779667437125,2,15.0,0.5755191503845415,11,118.0,0.40430140641029433,31,241.0,-3.875
45.0,37,350.0,3.888888888888889,5.716166329024717,14,107.0,0.3168187906250599,7,83.0,0.39469914648219395,3,22.0,0.6320616732835442,13,164.0,0.3617764723812091,37,376.0,-4.625
50.0,47,538.0,5.326732673267327,5.43021942287335,16,179.0,0.2947089501552543,8,95.0,0.3804391347957714,8,42.0,0.47278929219141996,15,229.0,0.37351354710851786,47,545.0,-5.875
55.0,44,657.0,5.972727272727273,5.178758416700953,13,210.0,0.3563309231440105,7,127.0,0.4149476757523568,8,71.0,0.38557054925028433,16,303.0,0.3116985418333399,44,711.0,-5.5
60.0,58,837.0,6.860655737704918,5.013837092768639,15,226.0,0.32682143709436084,10,127.0,0.44774487265718776,11,120.0,0.34406437553143343,22,397.0,0.2709949014688807,58,870.0,-7.25
65.0,54,839.0,6.821138211382114,4.8784010469792385,14,239.0,0.20001154805560847,11,162.0,0.47646688463056297,11,149.0,0.4264710078166158,18,444.0,0.26747900687377885,54,994.0,-6.75
70.0,55,919.0,6.909774436090226,4.618100631262751,12,247.0,0.23399282186527318,14,219.0,0.37767926286291387,8,156.0,0.40598545192374896,21,492.0,0.21045709652842112,55,1114.0,-6.875
75.0,66,1168.0,8.402877697841726,4.0580949935627055,10,291.0,0.2448305022556966,19,297.0,0.22713101417747572,10,190.0,0.3787787463117783,27,606.0,0.18595359795345898,66,1384.0,-8.25
80.0,87,1551.0,10.551020408163266,3.5269140009103426,14,346.0,0.19041872709661153,25,407.0,0.148473980333618,16,252.0,0.324524171417695,32,754.0,0.19362891063568427,87,1759.0,-10.875
85.0,98,1807.0,11.154320987654321,3.245296966713379,15,378.0,0.1702467911315529,33,549.0,0.15553711304988982,18,270.0,0.31901843322772555,32,880.0,0.15489559539099934,98,2077.0,-12.25
90.0,96,2185.0,13.323170731707316,2.994311397442506,15,444.0,0.2745148063275364,31,674.0,0.14565071968054724,17,298.0,0.27529986951988156,33,1012.0,0.1461092446228424,96,2428.0,-12.0
95.0,102,2305.0,13.323699421965317,3.026181416904325,15,471.0,0.28448423187234784,37,847.0,0.1439991602780609,19,361.0,0.3033748539446731,31,1059.0,0.15357639265921524,102,2738.0,-12.75
100.0,96,2074.0,11.522222222222222,3.2445709315789033,12,455.0,0.28960011307627226,34,934.0,0.14369177644012862,20,442.0,0.2575600151577881,30,1007.0,0.2083710068709273,96,2838.0,-12.0
