step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,2,0.0,0.0,2.6452439671411407,1,0.0,0.07242494893747807,1,0.0,0.09496231161324765,0,0.0,0.21050970754363646,0,0.0,0.3814117373768458,2,0.0,-0.25
10.0,1,0.0,0.0,7.276562821135819,0,0.0,0.4541502972053082,0,0.0,0.6429422121604641,0,0.0,0.47324453450734194,1,0.0,0.5397081375417365,1,0.0,-0.125
15.0,1,0.0,0.0,9.012060365163748,0,0.0,0.6714723398396747,0,0.0,0.6165985987548944,0,0.0,0.7840325934085058,1,0.0,0.5128600493623408,1,0.0,-0.125
20.0,6,7.0,0.14893617021276595,9.120910758941944,2,0.0,0.661376211883457,1,0.0,0.6611020450288119,1,2.0,0.7219282184091954,2,5.0,0.5546465525908243,6,7.0,-0.75
25.0,10,36.0,0.6428571428571429,8.71318153752563,3,4.0,0.6292329037042413,1,5.0,0.687779919844749,3,8.0,0.6045493944813916,3,19.0,0.5974730960727492,10,36.0,-1.25
30.0,19,99.0,1.596774193548387,7.0964291960968895,4,16.0,0.6313983134539158,5,20.0,0.45900456852023874,5,24.0,0.35814671026261197,5,39.0,0.5454694218700701,19,99.0,-2.375
35.0,28,196.0,2.684931506849315,5.621092125247911,5,36.0,0.5162951213035173,7,44.0,0.3909653512430985,7,52.0,0.3305680694435181,9,66.0,0.2789459411883939,28,198.0,-3.5
40.0,37,343.0,4.132530120481928,5.171695616837036,12,75.0,0.3588618283721148,7,75.0,0.38684569203158536,9,88.0,0.3771088241475507,9,109.0,0.36885737026597243,37,347.0,-4.625
45.0,38,435.0,4.833333333333333,5.197351177857713,11,104.0,0.30053827806449795,6,73.0,0.4589041908749876,9,130.0,0.3260912511318719,12,158.0,0.39814329274588034,38,465.0,-4.75
50.0,43,547.0,5.362745098039215,5.24437383757935,13,160.0,0.343650477887497,6,75.0,0.38927973882069666,11,150.0,0.3105484165205424,13,216.0,0.3552167448590662,43,601.0,-5.375
55.0,39,614.0,5.385964912280702,5.386028820372696,13,208.0,0.3642624104098877,4,76.0,0.38247170477263936,7,147.0,0.41122960713274614,15,281.0,0.31113248504477486,39,712.0,-4.875
60.0,49,663.0,5.261904761904762,5.021363737693379,12,233.0,0.34755053719244944,10,68.0,0.4075618278193921,9,127.0,0.35038662686413663,18,366.0,0.26517599434725453,49,794.0,-6.125
65.0,54,848.0,6.677165354330708,4.56162664952894,14,289.0,0.25007164923974895,8,103.0,0.48428637649529027,12,118.0,0.37269260215408684,20,460.0,0.20790729715633063,54,970.0,-6.75
70.0,71,1060.0,7.794117647058823,3.790694185905472,20,352.0,0.1423284466604549,10,119.0,0.31718836193916955,15,163.0,0.3542250148028315,26,585.0,0.22840164785456152,71,1219.0,-8.875
75.0,84,1390.0,9.586206896551724,3.525859851887515,22,437.0,0.14823198645365915,12,173.0,0.2136700101540015,19,239.0,0.3187833167165055,31,723.0,0.21959556735449523,84,1572.0,-10.5
80.0,86,1549.0,9.993548387096775,3.357093693057542,20,517.0,0.24062916030090814,14,229.0,0.13996043883098278,23,344.0,0.2442814500163885,29,785.0,0.22190651840158215,86,1875.0,-10.75
85.0,92,1470.0,8.75,3.1794435008041884,15,492.0,0.20327293883428404,22,307.0,0.15730521098449562,28,471.0,0.22210754365768953,27,768.0,0.1876011912152457,92,2038.0,-11.5
90.0,98,1542.0,8.662921348314606,3.2595078524873724,15,405.0,0.23004432273394504,23,406.0,0.225812532172893,30,545.0,0.18453529704802782,30,896.0,0.1479711956205838,98,2252.0,-12.25
95.0,97,1726.0,9.483516483516484,3.2209267050327037,15,408.0,0.24008536928854587,27,532.0,0.1798594274829485,27,598.0,0.20631385449006515,28,1035.0,0.17297717609457722,97,2573.0,-12.125
100.0,107,1801.0,9.429319371727749,3.1731713127623262,16,406.0,0.2727850777758825,33,677.0,0.1625904500863945,26,660.0,0.223803208338244,32,1133.0,0.1351435659601977,107,2876.0,-13.375
105.0,113,2137.0,11.072538860103627,3.0249186527005625,13,439.0,0.21819820669908097,38,860.0,0.14514177220062033,25,669.0,0.21826026870249843,37,1249.0,0.15526951988298018,113,3217.0,-14.125
110.0,113,2080.0,11.005291005291005,2.8078762749894435,18,484.0,0.1461039974048299,40,1025.0,0.12822974842118817,27,767.0,0.1630964433073021,28,1244.0,0.19357114524440938,113,3520.0,-14.125
115.0,125,2278.0,12.380434782608695,1.9881574782061138,22,583.0,0.111079357724922,44,1218.0,0.05075799699504951,28,829.0,0.07906605923215775,31,1319.0,0.11061012117786055,125,3949.0,-15.625
120.0,129,2653.0,14.576923076923077,1.8236248634455294,19,575.0,0.1281002357924968,46,1445.0,0.041637231599911256,29,903.0,0.07960185908408134,35,1481.0,0.04417281293021749,129,4404.0,-16.125
125.0,134,2934.0,16.3,1.701128531233409,16,567.0,0.10119335411222355,46,1665.0,0.05335224999485457,32,945.0,0.09633825654978799,40,1648.0,0.036372717460058386,134,4825.0,-16.75
