step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,4,0.0,0.0,2.6449241239199184,0,0.0,0.09199850951026026,1,0.0,0.14107625081572311,1,0.0,0.2513494198760621,0,0.0,0.11853353608556569,0,0.0,0.31992266242020473,0,0.0,1.0,0,0.0,0.25635200883428766,1,0.0,0.053816556291017385,1,0.0,0.1958909778414874,-0.133,4,4,0.0
10.0,7,0.0,0.0,6.623352999913553,1,0.0,0.3128047123724872,2,0.0,0.5058026005250693,0,0.0,0.7836759178026961,1,0.0,0.3384554615882924,0,0.0,0.6834085306602654,2,0.0,0.23245377848136206,0,0.0,0.7527153593273441,0,0.0,0.44699197621084846,1,0.0,0.4522000375690487,-0.233,7,7,0.0
15.0,6,0.0,0.0,9.174148130353288,1,0.0,0.5593382258349469,1,0.0,0.617580762455826,0,0.0,0.8066273256161347,1,0.0,0.5704316494443251,1,0.0,0.6656461610485516,1,0.0,0.5453341052465327,0,0.0,0.9217817403346723,0,0.0,0.9216352082184077,1,0.0,0.7139638902154716,-0.2,6,6,0.0
20.0,11,15.0,0.16666666666666666,8.481526684041198,2,3.0,0.6402606298336327,1,3.0,0.5830359280953784,2,0.0,0.5458763761023907,1,2.0,0.6374115207976122,3,7.0,0.5681045619775376,1,0.0,0.6536648214877413,0,0.0,0.7594809549390938,0,0.0,0.5926595872027516,1,0.0,0.6311368156983351,-0.367,11,11,15.0
25.0,22,76.0,0.7037037037037037,7.418858791750587,1,3.0,0.5200220748308324,3,13.0,0.5850533325751428,1,1.0,0.5473911925121331,3,12.0,0.4999732479902219,4,18.0,0.5090577834107097,2,5.0,0.5704865013172838,1,1.0,0.4256198532250033,4,15.0,0.39893124415391235,3,9.0,0.6302438499498276,-0.733,22,22,77.0
30.0,35,195.0,1.4130434782608696,6.423113112423056,3,12.0,0.6074923528972831,4,32.0,0.38649486699630986,3,6.0,0.5654552937164563,5,32.0,0.35126422348502634,5,39.0,0.4430426437336552,5,25.0,0.5244454090131729,1,6.0,0.32929468188568534,4,27.0,0.365148075128647,5,24.0,0.4418772097314884,-1.167,35,35,203.0
35.0,56,369.0,2.263803680981595,5.6480738796315695,4,27.0,0.5268300266631654,8,65.0,0.3315859358442997,3,15.0,0.584264810872094,7,66.0,0.4411031655662184,7,59.0,0.35902987815650084,12,67.0,0.34499391765494947,1,2.0,0.52840531192745,6,40.0,0.229474948504385,8,50.0,0.3520544714567221,-1.867,56,56,391.0
40.0,67,555.0,2.9210526315789473,5.4764055438119135,8,45.0,0.4287603548676111,6,87.0,0.3184943156021226,3,24.0,0.6331739477842482,9,103.0,0.4271679808225037,11,92.0,0.2943926188799251,13,101.0,0.2977434594756472,1,2.0,0.6667741491595799,6,62.0,0.43835524216044836,10,90.0,0.35724374891055194,-2.233,67,67,606.0
45.0,84,781.0,3.7014218009478674,5.046833075468351,10,86.0,0.24665296395336486,8,121.0,0.35767074259404225,7,47.0,0.4151898892158721,8,110.0,0.4054914962681417,13,142.0,0.2683211044834847,17,152.0,0.21232245844909875,3,5.0,0.503194380913989,6,79.0,0.49112630430260024,12,134.0,0.3677763016274309,-2.8,84,84,876.0
50.0,103,1047.0,4.45531914893617,4.685989213418594,14,149.0,0.17595254386314915,9,150.0,0.37109471556916096,8,81.0,0.3671016646274731,14,119.0,0.2539305322760785,19,208.0,0.22942468043945405,14,205.0,0.2891321395918814,6,25.0,0.4414005893166091,4,46.0,0.5193272776370379,15,194.0,0.3608141526319411,-3.433,103,103,1177.0
55.0,122,1425.0,5.56640625,4.4411989989231095,15,189.0,0.23820805928016822,9,160.0,0.34739525192153814,11,123.0,0.3215466717253446,16,167.0,0.15288139329012765,22,313.0,0.2396662090218589,17,256.0,0.2700215664874548,9,62.0,0.4426398381710748,8,70.0,0.3418011705919757,15,244.0,0.3565479417239818,-4.067,122,122,1584.0
60.0,124,1571.0,5.712727272727273,4.1180114277373265,10,194.0,0.33066920190745347,7,118.0,0.3409747970200352,9,154.0,0.2922361154423009,19,253.0,0.18484553341422,24,398.0,0.19874278537616952,21,333.0,0.16080262255302677,9,89.0,0.4093151332761346,10,108.0,0.2966702395123092,15,284.0,0.3019951450936869,-4.133,124,124,1931.0
65.0,128,1940.0,6.621160409556314,4.200764749254602,11,214.0,0.3327578455775928,11,93.0,0.2921718639522124,12,170.0,0.3124706355757744,15,290.0,0.18482711508826638,22,483.0,0.22603389535672214,21,423.0,0.2217827125292137,8,104.0,0.3675936059584847,11,161.0,0.3896281064411854,17,317.0,0.25291606842550124,-4.267,128,128,2255.0
70.0,143,2168.0,6.7962382445141065,3.660248055415854,12,242.0,0.2571534804579385,17,148.0,0.2549642577399078,12,214.0,0.294226459128928,15,301.0,0.22156720818120065,22,518.0,0.20767255908845228,23,525.0,0.23240697950459865,8,112.0,0.29169275968593905,12,211.0,0.32103468138756286,22,411.0,0.21152781225616935,-4.767,143,143,2682.0
75.0,165,2475.0,7.215743440233236,3.2268938759561006,12,244.0,0.26459834248305397,22,227.0,0.15484415453974068,15,278.0,0.23122637460419218,14,365.0,0.2718920991988499,19,500.0,0.169115441193618,22,583.0,0.2147528141880328,14,154.0,0.3041498253814506,21,293.0,0.1933456974179518,26,514.0,0.15919138148204023,-5.5,165,165,3158.0
