step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,4,0.0,0.0,2.560446341695206,0,0.0,0.1290635033986886,1,0.0,0.1653627159477502,1,0.0,0.22309407202601958,0,0.0,0.13646866642394503,0,0.0,0.28002545187691846,0,0.0,1.0,0,0.0,0.24452375735903703,1,0.0,0.06385383962185755,1,0.0,0.17144375091191516,-0.133,4,4,0.0
10.0,7,0.0,0.0,6.333393378095037,1,0.0,0.3700986926615017,2,0.0,0.5254692715611882,0,0.0,0.791281258669213,1,0.0,0.32402062028485923,0,0.0,0.6288675316629989,2,0.0,0.18602151000699768,0,0.0,0.6069400655881829,0,0.0,0.40092444422468904,1,0.0,0.4578043051320617,-0.233,7,7,0.0
15.0,7,0.0,0.0,9.12963011725949,1,0.0,0.5613046139378493,1,0.0,0.6723547072755562,0,0.0,0.7509323823229852,1,0.0,0.6021161722857831,1,0.0,0.6185636316024957,2,0.0,0.5299306489411202,0,0.0,0.8285114908781556,0,0.0,0.9234123277804344,1,0.0,0.7236815836849666,-0.233,7,7,0.0
20.0,12,12.0,0.13333333333333333,7.89109902201513,2,0.0,0.6292164256581535,1,3.0,0.6225767911603723,2,0.0,0.5547458445726896,0,0.0,0.6041452234372795,4,5.0,0.38305070214433173,0,0.0,0.6028673132948008,1,2.0,0.1965715408218681,1,2.0,0.605412082254175,1,0.0,0.6579727621701466,-0.4,12,12,12.0
25.0,24,80.0,0.7142857142857143,6.843732789690413,3,6.0,0.46230840330320444,4,16.0,0.548686828892622,0,0.0,0.5869088327865692,3,10.0,0.5501985680441482,3,15.0,0.37999581838229685,3,8.0,0.578694839892032,2,11.0,0.3020066897535162,3,9.0,0.3808143881375101,3,9.0,0.5428049840273225,-0.8,24,24,84.0
30.0,40,213.0,1.5323741007194245,6.409507533169187,3,15.0,0.5781002498967337,5,39.0,0.41823822483115924,4,4.0,0.5513274010775945,5,30.0,0.3810202086000541,4,29.0,0.5564165412935032,5,30.0,0.4889197125566728,2,22.0,0.26973838598151806,5,26.0,0.29599148019800686,7,30.0,0.473340780979573,-1.333,40,40,225.0
35.0,50,381.0,2.309090909090909,6.267906084363278,3,25.0,0.4826515587130171,7,64.0,0.4180642924161569,3,18.0,0.5950668446730046,6,57.0,0.4781842744383715,6,36.0,0.4804650610562065,7,53.0,0.41304305243692513,3,38.0,0.5052796852592524,6,50.0,0.36352331847234487,9,63.0,0.4224385697727289,-1.667,50,50,404.0
40.0,67,619.0,3.3101604278074865,5.977497881355189,9,57.0,0.4568409614220592,10,107.0,0.2938257229484267,8,44.0,0.5412812812499174,7,87.0,0.4697094079478313,6,69.0,0.43164072842487916,10,84.0,0.407617290392339,4,54.0,0.4546134921032579,5,56.0,0.4697803745207594,8,99.0,0.44662734107173047,-2.233,67,67,657.0
45.0,78,795.0,3.8405797101449277,4.675011507521454,6,74.0,0.28019658577434065,13,166.0,0.298754273228462,10,71.0,0.3836208772267367,9,113.0,0.39315367189583494,9,88.0,0.4094317151129945,12,127.0,0.25681437995873696,6,78.0,0.3704292325412281,3,53.0,0.43038159114162383,10,120.0,0.3041123270839001,-2.6,78,78,890.0
