step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,4,0.0,0.0,2.5403677179216175,0,0.0,0.09401869095639073,1,0.0,0.16893062434482953,1,0.0,0.240261322690749,0,0.0,0.08900169431514063,0,0.0,0.2881485790793748,0,0.0,1.0,0,0.0,0.26673008458997444,1,0.0,0.06217698156283858,1,0.0,0.17525849038380886,-0.133,4,4,0.0
10.0,7,0.0,0.0,6.051407060255336,1,0.0,0.31981356999658395,2,0.0,0.47421137704316807,0,0.0,0.6820330588965698,1,0.0,0.2688732931863358,0,0.0,0.579023435099855,2,0.0,0.19639841993896934,0,0.0,0.6469851990662975,0,0.0,0.42409835245876604,1,0.0,0.4647360857805692,-0.233,7,7,0.0
15.0,9,0.0,0.0,8.809915920316831,1,0.0,0.5654253698911288,1,0.0,0.65944082707082,0,0.0,0.7340251318850215,2,0.0,0.5321676738088299,1,0.0,0.5880348540935542,3,0.0,0.47337818413043503,0,0.0,0.9902681857361724,0,0.0,0.9268517914653912,1,0.0,0.6738719194565242,-0.3,9,9,0.0
20.0,9,9.0,0.10112359550561797,8.458667837936883,2,2.0,0.6819061047179727,1,1.0,0.5895582711909865,2,0.0,0.527055029594714,0,1.0,0.7341439743299968,3,6.0,0.41384957947546686,0,0.0,0.595460482126392,0,0.0,0.495976354411684,0,0.0,0.6870960183039043,1,0.0,0.7027897645884962,-0.3,9,9,10.0
25.0,20,63.0,0.5727272727272728,7.421527588889699,5,11.0,0.4783449314246324,3,10.0,0.5258919525150475,2,6.0,0.48235236436838924,1,2.0,0.6565478224136226,5,24.0,0.3468851585890401,2,6.0,0.635043494908853,0,0.0,0.6243895524765125,2,5.0,0.5582836291850971,0,0.0,0.7189303863655382,-0.667,20,20,64.0
30.0,36,158.0,1.1285714285714286,6.752331412713423,4,23.0,0.5284736467619418,6,37.0,0.3370735432582691,5,14.0,0.5580013871135925,3,10.0,0.3500650645328378,5,39.0,0.4790415273051132,7,21.0,0.5300258520472233,0,1.0,0.37475915308512847,5,22.0,0.4286240277850071,1,0.0,0.6834955273566111,-1.2,36,36,167.0
35.0,46,301.0,1.8353658536585367,6.190553093463701,6,47.0,0.48630366525942664,7,64.0,0.4933286854551652,4,27.0,0.5788445440577576,6,32.0,0.3555300805823275,7,67.0,0.3633885946258369,7,43.0,0.41665610583938256,1,2.0,0.48063860638680694,4,35.0,0.2975613211686088,4,6.0,0.4536798109687654,-1.533,46,46,323.0
40.0,65,537.0,2.871657754010695,5.80584766680471,12,94.0,0.3044369794717431,8,99.0,0.4389696636766649,8,55.0,0.4944563637982443,7,58.0,0.44436142709904103,6,85.0,0.33474970682189614,10,76.0,0.2818484704204702,1,4.0,0.638312389210859,7,60.0,0.41373051608557027,6,30.0,0.442769815487939,-2.167,65,65,561.0
45.0,89,845.0,4.082125603864735,4.829005088937122,14,160.0,0.21801438385778346,13,153.0,0.32146997393033105,11,96.0,0.31107748668163676,8,94.0,0.3632211835230047,11,122.0,0.26003414508033634,17,138.0,0.2516563645724491,0,3.0,0.6714318884421627,6,73.0,0.3976199640476046,9,56.0,0.4097070563028259,-2.967,89,89,895.0
