step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_rewards
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0
5.0,2,0.0,0.0,2.5100723737676165,1,0.0,0.07868766355353503,1,0.0,0.09001427244017843,0,0.0,0.19186048852206922,0,0.0,0.4078283916146127,2,0.0,-0.25
10.0,1,0.0,0.0,7.17498055256798,0,0.0,0.478322013036383,0,0.0,0.6103596757917209,0,0.0,0.45965441986153516,1,0.0,0.5928026231551204,1,0.0,-0.125
15.0,1,0.0,0.0,9.090776950557062,0,0.0,0.6778462732420376,0,0.0,0.6543639252325912,0,0.0,0.797263060072795,1,0.0,0.559575214846534,1,0.0,-0.125
20.0,6,7.0,0.15217391304347827,8.997880965407441,2,0.0,0.6744121385941395,1,0.0,0.7081347074319929,1,1.0,0.7431166321339723,2,6.0,0.5483446452160093,6,7.0,-0.75
25.0,7,26.0,0.4642857142857143,8.986566628763276,1,0.0,0.7284290796061162,0,0.0,0.7774058709215604,3,7.0,0.581869798031372,3,19.0,0.5614420479559439,7,26.0,-0.875
30.0,18,79.0,1.2741935483870968,7.1457804129227,4,5.0,0.6287261381123264,4,10.0,0.4307963328415268,5,24.0,0.373379520250417,5,40.0,0.5375992562068773,18,79.0,-2.25
35.0,25,176.0,2.410958904109589,5.630552891319967,2,11.0,0.5120642638629381,7,37.0,0.38045469437736934,6,53.0,0.41407879271192005,10,75.0,0.28559665493672803,25,176.0,-3.125
40.0,34,301.0,3.6265060240963853,5.287498070624941,9,38.0,0.4259518219530517,6,61.0,0.3242864188948752,8,86.0,0.3319835166279112,11,125.0,0.3298726096572926,34,310.0,-4.25
45.0,40,415.0,4.611111111111111,5.3822317366868635,9,72.0,0.3318914936368562,10,99.0,0.38034118531113853,6,99.0,0.36213700899016305,15,188.0,0.3677449151236554,40,458.0,-5.0
50.0,37,513.0,4.980582524271845,5.80412020609797,10,108.0,0.3790868464135478,11,134.0,0.3306706859712553,6,92.0,0.4646682059369778,10,213.0,0.3817216136042794,37,547.0,-4.625
55.0,47,715.0,6.327433628318584,5.717861544231684,12,160.0,0.40813316716507964,15,189.0,0.33273319302981896,6,120.0,0.4364307892521752,14,269.0,0.3777510307827479,47,738.0,-5.875
60.0,60,768.0,6.193548387096774,4.643482202126106,16,229.0,0.3657284419796377,15,220.0,0.29593322312232284,12,163.0,0.3220634818938508,17,303.0,0.27663280235732474,60,915.0,-7.5
65.0,60,824.0,6.5396825396825395,4.593714271911716,17,283.0,0.21328801369633596,11,234.0,0.3456303705733359,17,235.0,0.3405572931351487,15,304.0,0.29107581510818037,60,1056.0,-7.5
70.0,60,891.0,6.6992481203007515,3.576956407086081,20,352.0,0.07879412998031343,11,278.0,0.2542174570555483,15,259.0,0.32055455058298576,14,361.0,0.24244255160744557,60,1250.0,-7.5
75.0,69,1092.0,7.636363636363637,4.088121943357911,18,431.0,0.2074548661014452,17,333.0,0.23298152959544846,14,248.0,0.3289462309319109,20,442.0,0.23724795852845879,69,1454.0,-8.625
80.0,71,1313.0,8.581699346405228,3.647021565753333,18,514.0,0.2518006506012607,18,392.0,0.15863309670960965,15,311.0,0.32012837037413167,20,505.0,0.23274688490398301,71,1722.0,-8.875
85.0,86,1445.0,8.704819277108435,3.054660187500413,15,510.0,0.18769781027804924,24,474.0,0.1308048995525935,23,405.0,0.2669213404912829,24,583.0,0.218378060993766,86,1972.0,-10.75
90.0,94,1509.0,8.525423728813559,2.9361048348906538,14,463.0,0.24034176249278008,21,576.0,0.1859834029073171,28,483.0,0.2035992367551077,30,646.0,0.181981860657883,93,2168.0,-11.625
95.0,92,1760.0,9.617486338797814,2.9699729780015582,12,521.0,0.23303641260574606,23,673.0,0.18939841539548274,29,566.0,0.21840837624025997,27,686.0,0.18530467755994715,91,2446.0,-11.375
100.0,104,2112.0,11.0,2.947252939871241,17,593.0,0.2648494815514039,29,808.0,0.17302242047981164,31,670.0,0.21736878652222996,27,789.0,0.1608065556036493,104,2860.0,-13.0
105.0,120,2339.0,11.933673469387756,2.5316179948848925,16,632.0,0.2053632438677643,35,944.0,0.14276442355516064,30,723.0,0.18065417259254787,39,962.0,0.12994321497074526,120,3261.0,-15.0
110.0,122,2409.0,12.417525773195877,2.2268031827322328,19,686.0,0.20141343641632728,30,994.0,0.14535485636767784,34,804.0,0.10698038402173277,39,1167.0,0.10219567863950366,122,3651.0,-15.25
