step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0,0.0
5.0,1,0.0,0.0,3.5198602388457707,1,0.0,0.26507640742716204,-0.3,1,1,0.0
10.0,0,0.0,0.0,6.695719406604023,0,0.0,0.4808830991092299,0.0,0,0,0.0
15.0,2,0.0,0.0,8.504744070665225,2,0.0,0.5903453712948296,-0.6,2,2,0.0
20.0,2,0.0,0.0,10.205234593117758,2,0.0,0.7091938880679267,-0.6,2,2,0.0
25.0,1,0.0,0.0,10.944702217076259,1,0.0,0.7475753784167815,-0.3,1,1,0.0
30.0,6,10.0,0.2857142857142857,8.963089214687914,6,10.0,0.6083756636670656,-1.8,6,6,10.0
35.0,12,49.0,1.1951219512195121,7.833397129634401,12,49.0,0.5260448606843081,-3.6,12,12,49.0
40.0,16,109.0,2.369565217391304,6.335544866773066,16,109.0,0.4160051371286425,-4.8,16,16,109.0
45.0,21,177.0,3.4038461538461537,5.8765068429481095,21,177.0,0.40148699834598234,-6.3,21,21,177.0
50.0,22,241.0,4.084745762711864,6.24640285327897,22,249.0,0.3951335807498209,-6.6,22,22,249.0
55.0,23,348.0,5.8,6.146342420273126,23,348.0,0.3667015118256042,-6.9,23,23,348.0
60.0,29,477.0,7.119402985074627,5.626386908028485,29,477.0,0.33012564306073106,-8.7,29,29,477.0
65.0,38,635.0,8.698630136986301,5.03389678093641,38,635.0,0.2964058655927792,-11.4,38,38,635.0
70.0,36,616.0,8.105263157894736,4.480045972881815,36,739.0,0.27355544139115445,-10.8,36,36,739.0
75.0,35,655.0,8.08641975308642,4.716273422244093,35,798.0,0.27923590196485376,-10.5,35,35,798.0
80.0,40,819.0,9.635294117647058,4.790165276060189,40,892.0,0.2582321550640218,-12.0,40,40,892.0
85.0,42,1023.0,11.366666666666667,4.895921793009077,42,1065.0,0.2566482351862663,-12.6,42,42,1065.0
90.0,54,1273.0,13.260416666666666,4.072098886025547,54,1315.0,0.21297423870793494,-16.2,54,54,1315.0
95.0,57,1005.0,10.255102040816327,3.587772161558437,57,1348.0,0.21502747588811888,-17.1,57,57,1348.0
100.0,53,947.0,9.284313725490197,3.9982917511656764,53,1400.0,0.2235527889306173,-15.9,53,53,1400.0
105.0,50,1095.0,10.631067961165048,4.216393582252353,50,1470.0,0.23247261316958792,-15.0,50,50,1470.0
110.0,59,1358.0,12.69158878504673,3.6973689369004825,59,1743.0,0.18349309627660887,-17.7,59,59,1743.0
115.0,64,1233.0,11.416666666666666,3.127470000530838,64,1813.0,0.1345597995877029,-19.2,64,64,1813.0
120.0,64,1272.0,12.23076923076923,2.6690364124331607,64,1937.0,0.11688358202020238,-19.2,64,64,1937.0
125.0,67,1456.0,13.735849056603774,2.937057120567078,67,2111.0,0.12216673392579987,-20.1,67,67,2111.0
130.0,75,1806.0,16.72222222222222,2.8982649554549074,75,2442.0,0.1146896241533444,-22.5,75,75,2442.0
135.0,79,2063.0,18.926605504587155,2.065804600932045,79,2699.0,0.06413160607957342,-23.7,79,79,2699.0
140.0,80,1910.0,17.685185185185187,2.1167368409677216,80,2965.0,0.09284261372854352,-24.0,80,80,2965.0
145.0,73,1977.0,18.82857142857143,2.197009964192632,73,3058.0,0.09329842575698313,-21.9,73,73,3058.0
150.0,75,2318.0,22.076190476190476,2.5823607863751743,75,3246.0,0.08909255040535606,-22.5,75,75,3246.0
155.0,81,2711.0,26.067307692307693,1.7935773207655337,81,3639.0,0.017392917210103265,-24.3,81,81,3639.0
160.0,84,2716.0,26.89108910891089,1.3350149034557348,84,3897.0,0.007682392862700233,-25.2,84,84,3897.0
165.0,75,2472.0,25.75,1.6281372203793776,75,3999.0,0.02697929042766438,-22.5,75,75,3999.0
170.0,67,2471.0,26.858695652173914,2.2558912291837094,67,3949.0,0.05172702271353599,-20.1,67,67,3949.0
