step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,3,0.0,0.0,3.0247470599366353,1,0.0,0.19608978273573532,1,0.0,0.19774194930238778,0,0.0,1.0,1,0.0,0.23912162923967692,-0.225,3,3,0.0
10.0,1,0.0,0.0,7.667238731733574,0,0.0,0.560672360518775,0,0.0,0.675543483889878,1,0.0,0.2802732941429693,0,0.0,0.6421818981384384,-0.075,1,1,0.0
15.0,4,0.0,0.0,7.800130757357829,1,0.0,0.6172085409379781,2,0.0,0.47829379768167485,0,0.0,0.5972030582911741,1,0.0,0.5888873638790312,-0.3,4,4,0.0
20.0,3,3.0,0.06666666666666667,9.332273049619605,0,0.0,0.811682548583942,1,0.0,0.6905552509937322,0,0.0,0.7103137810174812,2,3.0,0.48945995613173887,-0.225,3,3,3.0
25.0,5,3.0,0.05357142857142857,8.397311037136976,2,1.0,0.5108402839151334,0,0.0,0.6621723091919176,2,0.0,0.7366275736323497,1,4.0,0.6324956588649905,-0.375,5,5,5.0
30.0,13,39.0,0.6190476190476191,7.904317997839931,6,22.0,0.4957635054861151,2,6.0,0.6333993088224416,3,3.0,0.6252644181751091,2,10.0,0.5913281956625689,-0.975,13,13,41.0
35.0,19,107.0,1.3717948717948718,6.762987297578247,8,57.0,0.46439662836312845,4,25.0,0.5607003871869481,3,15.0,0.5234004042267438,4,12.0,0.40909323460492947,-1.425,19,19,109.0
40.0,29,211.0,2.3444444444444446,5.921928885885459,13,105.0,0.41889307477462084,5,44.0,0.4466611218949489,6,45.0,0.4653915218568432,5,32.0,0.3607226235090188,-2.175,29,29,226.0
45.0,39,339.0,3.323529411764706,5.561426168188759,15,169.0,0.3691618132919635,10,72.0,0.3801649977799824,6,62.0,0.4060021378081186,8,52.0,0.39959646647381564,-2.925,39,39,355.0
50.0,42,382.0,3.4727272727272727,5.126918475474326,15,205.0,0.27209294841579845,13,107.0,0.25039366888406783,8,78.0,0.4305607442805522,6,79.0,0.5002625779738137,-3.15,42,42,469.0
55.0,45,495.0,4.194915254237288,4.745773042835911,16,238.0,0.25860161832061324,10,136.0,0.3175812559012371,10,101.0,0.2979122059121133,9,100.0,0.477990882686177,-3.375,45,45,575.0
