step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,2,0.0,0.0,2.385375022879453,1,0.0,0.06192707364545386,1,0.0,0.07437370129742317,0,0.0,0.20575582768449838,0,0.0,0.3556784301817541,-0.15,2,2,0.0
10.0,1,0.0,0.0,7.509160413140693,0,0.0,0.49764049810395344,0,0.0,0.5935620206231675,0,0.0,0.5299830888646436,1,0.0,0.5912435563994791,-0.075,1,1,0.0
15.0,1,0.0,0.0,9.074738723258116,0,0.0,0.6936085895344266,0,0.0,0.6165774560585755,0,0.0,0.7918877737027513,1,0.0,0.523366070626079,-0.075,1,1,0.0
20.0,9,7.0,0.14285714285714285,8.659876432873942,2,0.0,0.6757450929180087,2,1.0,0.6293676725276617,1,1.0,0.7440431951324458,4,5.0,0.47455286055841217,-0.675,9,9,7.0
25.0,8,29.0,0.5178571428571429,9.297042121719958,2,5.0,0.6714719314530105,1,6.0,0.6998362645940477,2,1.0,0.704698247024277,3,19.0,0.6426321509799862,-0.6,8,8,31.0
30.0,15,70.0,1.1290322580645162,6.780561690367504,3,8.0,0.6025816594902618,4,18.0,0.40626109316524467,3,7.0,0.3971369732696593,5,39.0,0.498525962733974,-1.125,15,15,72.0
35.0,24,119.0,1.63013698630137,5.560259410298417,5,29.0,0.481548033917403,9,44.0,0.3536170888435879,3,22.0,0.425681887655514,7,55.0,0.30399411272607474,-1.8,24,24,150.0
40.0,28,190.0,2.345679012345679,5.812072553701859,8,49.0,0.42478560131255055,8,80.0,0.2811765042841533,5,44.0,0.5254994132160216,7,55.0,0.4230422130717442,-2.1,28,28,228.0
45.0,38,318.0,3.5730337078651684,5.233246885001328,13,84.0,0.2988492813118636,10,132.0,0.34031300713605167,7,71.0,0.44795957327985864,8,72.0,0.3755746781054726,-2.85,38,38,359.0
50.0,41,357.0,3.5346534653465347,5.2321489133768235,11,107.0,0.3616315221783752,9,130.0,0.37088406788324557,11,108.0,0.3326496909966203,10,106.0,0.3992546786100266,-3.075,41,41,451.0
55.0,38,505.0,4.54954954954955,5.482793146525278,13,138.0,0.3613481248441601,8,140.0,0.37627676134510873,10,158.0,0.3129265571701472,7,123.0,0.42382102193840954,-2.85,38,38,559.0
60.0,58,716.0,5.728,4.837956356709418,14,191.0,0.3468363352764836,15,194.0,0.34285673110311154,14,221.0,0.28769248275940984,15,173.0,0.29118471409174257,-4.35,58,58,779.0
65.0,65,1002.0,7.9523809523809526,4.835759353859137,16,246.0,0.2226948054189708,16,267.0,0.3934321548571137,17,300.0,0.3019653974029506,16,251.0,0.30474469003980287,-4.875,65,65,1064.0
70.0,62,955.0,7.074074074074074,3.787919659442343,15,294.0,0.15129536248827802,16,282.0,0.2837444223449874,16,357.0,0.302196936697321,15,297.0,0.24932216906412655,-4.65,62,62,1230.0
75.0,72,1161.0,8.0625,4.198745179974335,16,306.0,0.2720660743133572,24,309.0,0.15243588149848858,16,390.0,0.3058232546053097,16,320.0,0.2833240686076337,-5.4,72,72,1325.0
80.0,71,1099.0,7.2781456953642385,4.035632063444699,13,325.0,0.27127791122327777,25,379.0,0.06426864951183565,17,377.0,0.3186619434787588,16,375.0,0.3326313758583124,-5.325,71,71,1456.0
85.0,75,1025.0,6.25,3.8446542214080908,13,348.0,0.26036207873287515,23,414.0,0.17231365981351238,21,407.0,0.2829986565222714,18,368.0,0.24129468614540256,-5.625,75,75,1537.0
90.0,71,1064.0,6.1502890173410405,3.853074919677943,14,379.0,0.24862994346213826,17,460.0,0.29463044443257774,22,479.0,0.2193108624966849,18,344.0,0.24212929236699687,-5.325,71,71,1662.0
95.0,83,1279.0,7.145251396648045,3.5415191931809678,15,424.0,0.26001914658295067,17,459.0,0.26996263503144236,30,605.0,0.18850548124633756,21,389.0,0.2449553406076249,-6.225,83,83,1877.0
100.0,97,1648.0,8.81283422459893,3.4038260249842285,18,490.0,0.2562450288852117,19,524.0,0.21506241873535017,38,781.0,0.1580797183384298,22,470.0,0.26197630657740784,-7.275,97,97,2265.0
105.0,118,2115.0,11.073298429319372,2.8649106631953343,21,583.0,0.2525894688819587,26,585.0,0.19962230835639058,47,943.0,0.0948699831379751,24,544.0,0.21110542058607626,-8.85,118,118,2655.0
110.0,126,2489.0,13.031413612565444,2.5327713638253257,21,643.0,0.15012803033422564,27,689.0,0.171765286257616,51,1089.0,0.10974167960975444,27,636.0,0.19013926878989887,-9.45,126,126,3057.0
115.0,125,2891.0,15.296296296296296,2.027511271997839,18,658.0,0.15830174767841682,28,789.0,0.13083065283887407,50,1316.0,0.0653363603611892,29,750.0,0.17552958851790634,-9.375,125,125,3513.0
120.0,136,3197.0,17.188172043010752,1.5499315838655197,16,604.0,0.17818861203316735,33,931.0,0.07278329412584014,55,1578.0,0.054173243555304944,32,867.0,0.09841406600468927,-10.2,136,136,3980.0
125.0,133,3309.0,18.081967213114755,1.291064285793674,11,471.0,0.18639993295766835,31,987.0,0.05365606680380257,58,1835.0,0.008783437206802115,33,1015.0,0.06395864381340982,-9.975,133,133,4308.0
130.0,122,3453.0,19.07734806629834,2.087817519050765,11,364.0,0.2840225685929289,25,971.0,0.13053757806394917,58,2077.0,0.023862166357667542,28,1088.0,0.07324303733867914,-9.15,122,122,4500.0
135.0,112,3312.0,18.925714285714285,2.225157689595586,13,346.0,0.17058745615268997,22,983.0,0.1101651671091868,51,2184.0,0.03597788176949268,26,1084.0,0.10455813693224267,-8.4,112,112,4597.0
140.0,105,3178.0,18.36994219653179,2.524688460044172,14,397.0,0.048970357559405035,21,1003.0,0.1147662927061455,44,2149.0,0.04894512798084511,26,1132.0,0.14718458896312195,-7.875,105,105,4681.0
145.0,110,3450.0,20.535714285714285,2.337022718797118,18,483.0,0.0007778994228261072,20,1050.0,0.10309670627157969,43,2280.0,0.07406652646031088,29,1225.0,0.1474568889545636,-8.25,110,110,5038.0
150.0,116,3743.0,22.96319018404908,1.7469830217997886,19,565.0,0.04860484451104064,22,1108.0,0.11493743447753271,41,2419.0,0.051198193599103034,34,1345.0,0.06953439860505813,-8.7,116,116,5437.0
155.0,118,3733.0,23.777070063694268,1.4602725221743882,19,662.0,0.0636794899892247,25,1192.0,0.07838023332554304,39,2427.0,0.03411451587169714,35,1520.0,0.09707898296212618,-8.85,118,118,5801.0
160.0,116,3607.0,23.42207792207792,1.328107548115183,19,716.0,0.06381923263415924,24,1242.0,0.04568355555540356,34,2308.0,0.05347028400609155,39,1707.0,0.04681401377462582,-8.7,116,116,5973.0
