step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,average_rewards,total_queued,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0
5.0,2,0.0,0.0,1.869250071738402,1,0.0,0.050651070800451906,1,0.0,0.04586226003953794,0,0.0,0.17071077109761298,0,0.0,0.27571374432042145,-0.15,2,2,0.0
10.0,1,0.0,0.0,6.481993725128565,0,0.0,0.42654987753077267,0,0.0,0.5409512783342311,0,0.0,0.4488477190884357,1,0.0,0.5062545418268688,-0.075,1,1,0.0
15.0,1,0.0,0.0,8.57900007239075,0,0.0,0.6455430108399608,0,0.0,0.6090207689472806,0,0.0,0.7518882985796097,1,0.0,0.534166675405295,-0.075,1,1,0.0
20.0,6,1.0,0.020833333333333332,9.106721909089456,2,0.0,0.6728529972743815,1,0.0,0.6285077364818165,1,1.0,0.7603131674970139,2,0.0,0.6117545251759132,-0.45,6,6,1.0
25.0,4,12.0,0.2222222222222222,10.343324570208297,0,0.0,0.8004707026470302,1,4.0,0.7157189509982913,3,8.0,0.6808498670688283,0,0.0,0.8276828469466443,-0.3,4,4,12.0
30.0,12,40.0,0.6349206349206349,7.878869904403521,4,2.0,0.5980075611094978,3,15.0,0.48605462978357034,4,20.0,0.4901143303177496,1,3.0,0.7357779499331842,-0.9,12,12,40.0
35.0,18,72.0,0.9863013698630136,6.237508966624654,3,16.0,0.5176802084175696,8,39.0,0.3843247174022353,3,25.0,0.4348969845035712,4,11.0,0.4843846150721519,-1.35,18,18,91.0
40.0,28,174.0,2.1219512195121952,5.816270213570416,9,40.0,0.4427279106206756,9,82.0,0.36899916758760587,4,27.0,0.41722156184245374,6,33.0,0.4619210283930625,-2.1,28,28,182.0
45.0,37,313.0,3.5977011494252875,5.105941052963663,10,74.0,0.31580319286176084,12,135.0,0.34192383019792216,6,53.0,0.45436779255236726,9,60.0,0.42824909041395254,-2.775,37,37,322.0
50.0,47,511.0,5.161616161616162,5.178857471266366,11,127.0,0.39519333878362367,15,200.0,0.3272031464068278,11,90.0,0.34146213851903934,10,102.0,0.44625898648541973,-3.525,47,47,519.0
55.0,36,473.0,4.3,5.004569547341198,7,132.0,0.42683734267973417,13,249.0,0.2752107819989483,9,124.0,0.32568240623990186,7,118.0,0.432380706660477,-2.7,36,36,623.0
60.0,48,587.0,4.733870967741935,5.282727165837318,10,129.0,0.4698431265109364,18,279.0,0.29715117955467685,10,136.0,0.3556415983600114,10,111.0,0.33006352787629584,-3.6,48,48,655.0
65.0,50,697.0,5.403100775193798,5.261424055135388,10,155.0,0.3648223586866592,19,363.0,0.3173755689562741,9,140.0,0.4482366380737047,12,163.0,0.3241269964536765,-3.75,50,50,821.0
70.0,68,968.0,7.0144927536231885,4.148473649267688,14,197.0,0.18738202685747082,25,463.0,0.2319189493731891,13,183.0,0.3423433428299337,16,237.0,0.35068134085196645,-5.1,68,68,1080.0
75.0,68,1125.0,7.758620689655173,3.769761561506484,13,242.0,0.2097226774343076,26,569.0,0.13851824988578146,14,227.0,0.3566350517682202,15,271.0,0.32690861134356447,-5.1,68,68,1309.0
80.0,81,1432.0,9.421052631578947,3.8611213700944504,17,308.0,0.20752839627202732,29,675.0,0.16425925249586024,18,300.0,0.32654789361176834,17,297.0,0.33700810892599026,-6.075,81,81,1580.0
85.0,83,1486.0,8.89820359281437,3.453788374933395,17,345.0,0.20789663810077313,29,719.0,0.14807890119209466,18,379.0,0.3543918821379335,19,345.0,0.20466706292326903,-6.225,83,83,1788.0
90.0,97,1810.0,10.402298850574713,3.830809698396945,18,392.0,0.23863475187556182,31,737.0,0.22606588633834995,24,475.0,0.2550605843971688,24,410.0,0.23139826520720758,-7.275,97,97,2014.0
95.0,95,1789.0,9.67027027027027,3.4948934782574903,13,382.0,0.24361295979745037,31,864.0,0.19257991214430625,31,606.0,0.20566719758757743,20,421.0,0.23669340649782275,-7.125,95,95,2273.0
100.0,97,1797.0,9.408376963350785,3.627983192786443,10,287.0,0.328873816917276,37,1015.0,0.14195823663405055,31,638.0,0.24429388827760196,19,413.0,0.24501679321970188,-7.275,97,97,2353.0
105.0,102,2037.0,10.609375,3.4822890532715314,13,323.0,0.3502657192858681,37,1190.0,0.14823837867485223,32,650.0,0.18250504006215015,20,457.0,0.25901269054044024,-7.65,102,102,2620.0
110.0,116,2395.0,12.605263157894736,2.686407126125624,19,405.0,0.17245869311941558,39,1377.0,0.1440655624342756,32,793.0,0.16613344744716305,26,520.0,0.17110082713874447,-8.7,116,116,3095.0
115.0,134,2948.0,15.680851063829786,1.7967805902147826,24,519.0,0.08235519234900908,43,1577.0,0.07775983289303981,34,922.0,0.07396911971565652,33,623.0,0.11634727686681773,-10.05,134,134,3641.0
120.0,142,3539.0,19.12972972972973,1.488366998333381,29,660.0,0.06267331521804333,45,1800.0,0.05270149226655471,33,1046.0,0.04850250232069484,35,749.0,0.12887891246484648,-10.65,142,142,4255.0
125.0,144,4125.0,22.664835164835164,1.2099203819511626,28,782.0,0.06940810756881671,45,2016.0,0.04544871461204635,37,1208.0,0.04891185379779288,34,867.0,0.07887510338811993,-10.8,144,144,4873.0
130.0,148,4330.0,24.189944134078214,1.150015458757126,29,888.0,0.13631499730012292,48,2234.0,0.020036875175728084,35,1263.0,0.015223125180593211,36,967.0,0.08279630511525914,-11.1,148,148,5352.0
135.0,135,4338.0,24.23463687150838,1.3881773112434461,24,921.0,0.11438192375212076,49,2479.0,0.038029444934460435,27,1177.0,0.08457751597175381,35,1025.0,0.03521297770624564,-10.125,135,135,5602.0
140.0,131,4599.0,26.28,1.440373028039099,23,859.0,0.11775849227646887,51,2730.0,0.015566056165886214,22,1252.0,0.1391786892972846,35,1131.0,0.03050089823699767,-9.825,131,131,5972.0
145.0,132,4539.0,25.937142857142856,1.4758086928229548,20,862.0,0.05321888483612862,47,2744.0,0.047457656407849214,28,1377.0,0.1251940694453708,37,1265.0,0.022864498636352888,-9.9,132,132,6248.0
150.0,136,4285.0,24.912790697674417,0.929819409848,24,977.0,0.026422336490992834,43,2885.0,0.02138765256925118,36,1542.0,0.04540695155189479,33,1381.0,0.014979648622136275,-10.2,136,136,6785.0
155.0,142,4286.0,25.36094674556213,0.7472045750177068,27,1106.0,0.002417796159868055,46,3110.0,0.009133090046756574,39,1684.0,0.028549562717186866,30,1505.0,0.013131887945845981,-10.65,142,142,7405.0
160.0,137,3941.0,23.740963855421686,1.005722247003453,29,1249.0,2.6101058130963377e-05,46,3199.0,0.011820014328335581,34,1774.0,0.03541384666682089,28,1515.0,0.06250779298576722,-10.275,137,137,7737.0
165.0,116,3675.0,22.54601226993865,1.7728833052464417,29,1398.0,0.06593080075189145,38,3138.0,0.05051003124431788,24,1736.0,0.10862567034518818,25,1338.0,0.08780210201991853,-8.7,116,116,7610.0
170.0,104,3428.0,21.425,1.8454443072340898,29,1541.0,0.1112246114127812,34,3257.0,0.058679560135187166,18,1595.0,0.1102056871386436,23,1364.0,0.05591116934846452,-7.8,104,104,7757.0
175.0,110,3452.0,21.71069182389937,1.1753747718498102,32,1692.0,0.03794976709512551,37,3419.0,0.0276446626327319,20,1689.0,0.05635611151689161,21,1471.0,0.025831790602666604,-8.25,110,110,8271.0
180.0,113,3629.0,23.262820512820515,0.9249175448714132,34,1859.0,0.0009567671248100559,31,3451.0,0.053905945358371336,28,1817.0,0.03708403489788564,20,1578.0,0.024874721456155338,-8.475,113,113,8705.0
185.0,110,3702.0,24.19607843137255,1.1820514063407042,32,1969.0,0.04643752802129488,26,3363.0,0.07509640606815315,30,1915.0,0.016972273633629593,22,1556.0,0.019574853706772647,-8.25,110,110,8803.0
190.0,105,3950.0,26.51006711409396,1.6806656830305189,29,2018.0,0.08204622056137544,24,3218.0,0.07808058278677316,27,1916.0,0.05598660989808718,25,1675.0,0.06051954181435143,-7.875,105,105,8827.0
195.0,108,3715.0,25.10135135135135,1.394594884514219,31,2044.0,0.027416123588070076,18,3159.0,0.11749708776931689,28,2053.0,0.043849512871893224,31,1820.0,0.05441225715314466,-8.1,108,108,9076.0
200.0,108,3373.0,22.79054054054054,1.2440535524187377,31,2199.0,0.03656805425578318,14,2979.0,0.1109545027556082,32,2205.0,0.00011332108981647133,31,1908.0,0.031484564545879834,-8.1,108,108,9291.0
205.0,115,3757.0,26.09027777777778,0.8075531385696605,33,2356.0,0.012470371930333088,20,2892.0,0.050322481537742186,29,2322.0,0.03664848080810671,33,2010.0,0.022006575146899986,-8.625,115,115,9580.0
210.0,113,4034.0,28.609929078014183,0.936426421290011,37,2538.0,0.016040771387732942,19,2958.0,0.06780461892231883,28,2401.0,0.04710777499736819,29,2059.0,0.09582623275951446,-8.475,113,113,9956.0
215.0,109,4315.0,30.602836879432623,0.8918293389271826,39,2730.0,0.00035774635887169694,18,2924.0,0.054126313324061204,29,2510.0,0.06721725644832689,23,2010.0,0.10150047711045006,-8.175,109,109,10174.0
