step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,1.8994350060764678,1,0.0,0.050813343879129856,1,0.0,0.04749795322759914,0,0.0,0.2018510830527646,0,0.0,0.27384643520322327,2,0.0
10.0,1,0.0,0.0,6.005337218085486,0,0.0,0.37807514963168204,0,0.0,0.46889127424216903,0,0.0,0.3993499586918121,1,0.0,0.4873930937623424,1,0.0
15.0,1,0.0,0.0,8.404091214606284,0,0.0,0.6063809481485288,0,0.0,0.5974659835347744,0,0.0,0.6978446896651633,1,0.0,0.4950725981498309,1,0.0
20.0,7,3.0,0.061224489795918366,8.346553631835185,2,0.0,0.6710734039594402,1,0.0,0.6294406238068324,0,0.0,0.6694860302987721,4,3.0,0.44573099932513893,7,3.0
25.0,9,29.0,0.5272727272727272,9.35177482952159,1,2.0,0.7092595908023757,1,3.0,0.7233216555535826,3,6.0,0.6255518620658154,4,18.0,0.5961106434721954,9,29.0
30.0,11,72.0,1.2,7.918918289873091,2,7.0,0.6846236693908383,3,11.0,0.4524693050711971,2,16.0,0.5863703036897717,4,38.0,0.5336926660218726,11,72.0
35.0,22,150.0,2.0833333333333335,5.988400610322687,2,14.0,0.5383219295331197,8,39.0,0.412679745994708,3,30.0,0.36783320223499477,9,67.0,0.324537953342161,22,150.0
40.0,29,256.0,3.0843373493975905,5.44806055828681,8,34.0,0.45295934191150955,6,67.0,0.3230939638960454,5,52.0,0.38213061677065213,10,112.0,0.33596235474390235,29,265.0
45.0,36,291.0,3.269662921348315,5.621607292258095,9,76.0,0.35653121484284234,11,105.0,0.340094426233376,4,56.0,0.48869423144334884,12,140.0,0.3733515920244344,36,377.0
50.0,36,356.0,3.56,5.873329577120134,10,117.0,0.43996738686332176,14,167.0,0.21598517440814732,6,44.0,0.44582045327251296,6,128.0,0.48717691913816047,36,456.0
55.0,40,496.0,4.428571428571429,4.871751786190548,10,137.0,0.392336192274798,14,237.0,0.28457015715107137,8,70.0,0.32972315209886854,8,139.0,0.3546425548042212,40,583.0
60.0,52,599.0,4.830645161290323,4.455442346368541,9,132.0,0.3787112732617742,16,293.0,0.24969267854289542,11,100.0,0.38451268272046824,16,193.0,0.2229059440786549,52,718.0
65.0,57,780.0,6.141732283464567,4.90826440755008,12,150.0,0.23713148964065078,18,376.0,0.33071045072072314,13,133.0,0.43212567087224996,14,238.0,0.30886686233646454,57,897.0
70.0,59,789.0,5.888059701492537,4.424569617948126,13,163.0,0.1639548566628838,19,381.0,0.25042277939764057,13,176.0,0.38008427978105724,14,260.0,0.35183426597107853,59,980.0
75.0,62,831.0,5.935714285714286,4.435164220344053,14,186.0,0.21520045897253254,18,389.0,0.16639685779282007,19,260.0,0.36401757468010765,11,251.0,0.32067026139744,62,1086.0
80.0,68,966.0,6.313725490196078,3.9397321836087005,17,260.0,0.21055704237445685,16,463.0,0.16014623211897067,20,336.0,0.3167895517593985,15,244.0,0.2737470127030102,68,1303.0
85.0,77,1243.0,7.398809523809524,3.7966856380958736,14,315.0,0.1512937510233159,22,534.0,0.20190968863404338,22,417.0,0.2914871351561594,19,318.0,0.2512664523929956,77,1584.0
90.0,90,1390.0,7.853107344632768,3.2452135314214754,17,376.0,0.14835915409748826,20,601.0,0.21097133868513784,27,451.0,0.19329430488253457,26,411.0,0.22404555542941557,90,1839.0
95.0,97,1694.0,9.256830601092895,3.2632759357931675,16,460.0,0.2335236477656368,23,678.0,0.2093399251716866,31,516.0,0.18428944558257623,27,492.0,0.2062648145311761,97,2146.0
100.0,97,1820.0,9.528795811518325,3.3562490070793243,19,547.0,0.3079367612432942,22,738.0,0.2082847974317668,30,595.0,0.18427201388202968,26,563.0,0.21679149318634822,97,2443.0
105.0,106,1984.0,10.442105263157895,3.0190560051688418,20,641.0,0.281702375579618,25,764.0,0.1436513474083958,34,628.0,0.14748949597065023,27,675.0,0.18529171804456868,106,2708.0
110.0,112,2309.0,12.216931216931217,2.5943941398476187,22,746.0,0.21112119786510916,24,877.0,0.16435067965556543,34,667.0,0.10857637489615264,32,804.0,0.11336130459874273,112,3094.0
115.0,109,2487.0,13.29946524064171,2.2632987571977576,21,761.0,0.14826549652777568,23,967.0,0.12420088958628309,30,774.0,0.08813126079092473,35,954.0,0.07573793282930431,109,3456.0
120.0,108,2668.0,14.5,2.228543622222401,19,728.0,0.19484062543791963,28,1079.0,0.1072514158025167,32,876.0,0.051053085415777744,29,1026.0,0.09057121325106104,108,3709.0
125.0,114,2947.0,16.463687150837988,2.135900517356135,19,812.0,0.18733939399586189,31,1222.0,0.15143006334676862,33,972.0,0.048744207072592055,31,1078.0,0.07513046241087658,114,4084.0
130.0,122,2928.0,16.82758620689655,1.8768736879976606,24,911.0,0.08358630604395238,31,1328.0,0.11886175605548908,34,1035.0,0.08857117442396079,33,1090.0,0.07089479647923658,122,4364.0
135.0,119,3107.0,18.063953488372093,2.054647196582613,22,959.0,0.09855159663482296,34,1431.0,0.06681249374649079,33,1104.0,0.10106349833612761,30,1046.0,0.12356718119306159,119,4540.0
140.0,114,3001.0,17.757396449704142,1.9986298295050204,20,994.0,0.10201076822513049,33,1383.0,0.050479097526931395,31,1199.0,0.09471794277413442,30,1160.0,0.11987278610873493,114,4736.0
145.0,121,3237.0,19.267857142857142,1.9594144283687998,25,1102.0,0.04946550768724621,29,1187.0,0.06682552077086747,31,1325.0,0.07867440767587888,36,1288.0,0.0937444068299304,121,4902.0
150.0,135,3402.0,20.74390243902439,1.299383060778133,26,1056.0,0.03740518241771373,31,1334.0,0.05637372688363734,33,1426.0,0.07244922283330611,45,1469.0,0.04363389001475084,135,5285.0
155.0,131,3406.0,21.02469135802469,1.0488794618211263,21,991.0,0.11694555485048182,35,1504.0,0.028039119753301193,31,1467.0,0.07349293732914564,44,1612.0,0.006699235049497207,131,5574.0
160.0,114,3215.0,20.22012578616352,1.7121649039321254,15,1037.0,0.15357345553302912,34,1602.0,0.04907440000459417,24,1412.0,0.15644021271604644,41,1706.0,0.030167970460403214,114,5757.0
165.0,106,3112.0,20.07741935483871,1.630108444543,14,1040.0,0.13550646250147635,31,1759.0,0.04756370613660948,19,1393.0,0.12337589708144703,42,1803.0,0.017348957754730644,106,5995.0
170.0,112,2945.0,19.0,1.2860614977298244,21,1130.0,0.04521639447514287,32,1919.0,0.034812326507505084,22,1339.0,0.08660667268815422,37,1919.0,0.04086992548022591,112,6307.0
175.0,115,2949.0,19.025806451612905,1.4106511925034113,26,1251.0,0.0002208805198041657,33,2087.0,0.029952886006850817,25,1389.0,0.04360451027570291,31,1933.0,0.09238630055716676,115,6660.0
