step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,2.77071246142732,1,0.0,0.10053075950347948,1,0.0,0.06896191300160394,0,0.0,0.24208611101368807,0,0.0,0.43564231030367895,2,0.0
10.0,1,0.0,0.0,7.1376720225346535,0,0.0,0.4756787524921332,0,0.0,0.5848453924053766,0,0.0,0.506927924664173,1,0.0,0.6109028135160915,1,0.0
15.0,1,0.0,0.0,8.814282463492406,0,0.0,0.6567168181092975,0,0.0,0.6414430114096222,0,0.0,0.8035880247363266,1,0.0,0.56541967567089,1,0.0
20.0,6,2.0,0.04081632653061224,8.827819360905757,2,0.0,0.6543796754915602,1,0.0,0.6679756671253979,1,2.0,0.7284318515209349,2,0.0,0.5572330890797215,6,2.0
25.0,6,21.0,0.38181818181818183,8.882186013562507,0,0.0,0.725588764580584,2,6.0,0.6317738315955018,2,7.0,0.6251988504387801,2,8.0,0.6538281905473411,6,21.0
30.0,15,66.0,1.064516129032258,7.1769985189470855,3,5.0,0.5721857802544138,4,17.0,0.4181029920396767,5,22.0,0.44401160072130275,3,22.0,0.6173358348237238,15,66.0
35.0,26,130.0,1.7808219178082192,5.711498076438366,5,25.0,0.5225460453438603,8,47.0,0.34975097892214624,5,28.0,0.39923864952528143,8,48.0,0.3583159973680081,26,148.0
40.0,30,217.0,2.6144578313253013,5.6221404027896735,10,57.0,0.4331121423835485,6,54.0,0.39823637185839517,5,35.0,0.4360290330762993,9,90.0,0.353964142169484,30,236.0
45.0,37,373.0,4.238636363636363,5.474087800618813,12,111.0,0.33037387002801205,8,84.0,0.37773795404383886,7,63.0,0.39895297324990736,10,131.0,0.39995745471243627,37,389.0
50.0,38,439.0,4.39,5.659992914984303,11,152.0,0.38639638055345704,7,104.0,0.4006086847659529,8,81.0,0.3650391695185149,12,172.0,0.4245102170523969,38,509.0
55.0,34,473.0,4.3,6.016464958170709,10,174.0,0.3890944946422476,7,104.0,0.49311753594696056,8,116.0,0.3779223598103914,9,192.0,0.39645654925854906,34,586.0
60.0,48,486.0,3.951219512195122,5.294370631056931,14,215.0,0.39983452333051817,10,93.0,0.37157262509420386,12,167.0,0.37434040821390685,12,177.0,0.27975335513786226,48,652.0
65.0,43,475.0,3.8,5.098271732237513,13,221.0,0.22937872212435675,12,107.0,0.3635015176277688,10,209.0,0.4246957673210446,8,195.0,0.37033577949831004,43,732.0
70.0,56,672.0,5.014925373134329,4.725266097933449,16,217.0,0.182751397588437,18,187.0,0.2911730933556674,11,254.0,0.40909837966304413,11,208.0,0.30824869624940027,56,866.0
75.0,70,823.0,5.795774647887324,3.9213217191370724,17,261.0,0.21217691988727266,19,246.0,0.21081786504643218,17,320.0,0.32067833437619786,17,250.0,0.2426282570594505,70,1077.0
80.0,79,1076.0,6.987012987012987,3.8027108844432584,20,315.0,0.20882599792266482,20,311.0,0.14978626913088977,15,370.0,0.33090717958837856,24,329.0,0.26190115460958885,79,1325.0
85.0,87,1326.0,7.9879518072289155,3.3955191699835416,20,376.0,0.14692479575675557,25,413.0,0.1771088545342151,18,414.0,0.28898147995325363,24,397.0,0.21997776986341802,87,1600.0
90.0,105,1699.0,9.820809248554914,3.0617431330796405,21,461.0,0.1363897278564793,31,552.0,0.18530605932689603,26,505.0,0.2546346165079833,27,490.0,0.21607529585890614,105,2008.0
95.0,102,1877.0,10.313186813186814,2.944466130048838,17,480.0,0.15509309908565727,34,716.0,0.15868806341192598,24,586.0,0.24471447639487404,27,590.0,0.19072780306884346,102,2372.0
100.0,106,2065.0,10.755208333333334,3.403714390812651,16,427.0,0.2318234074768643,31,807.0,0.1769267450522303,26,695.0,0.2572891161406434,33,704.0,0.19578542634768203,106,2633.0
105.0,114,2341.0,12.129533678756477,3.3452289970545452,17,437.0,0.28872452062191645,30,834.0,0.1728009728002582,32,839.0,0.22574918565238125,35,785.0,0.1689747949974906,114,2895.0
110.0,113,2479.0,13.047368421052632,3.0923881517581218,16,469.0,0.2063326355503954,30,926.0,0.12666880125803734,31,947.0,0.2193485924800449,36,784.0,0.14195543100171032,113,3126.0
115.0,107,2669.0,14.349462365591398,2.6749437293946206,19,500.0,0.25569147695267835,29,1061.0,0.11918145570565879,30,1020.0,0.10515609371771405,29,800.0,0.09129820507680027,107,3381.0
120.0,111,2945.0,16.092896174863387,2.267453014009877,19,557.0,0.1416442166794766,34,1220.0,0.08653992044369539,33,1173.0,0.0539563533502267,25,873.0,0.0527559279301922,111,3823.0
125.0,119,3134.0,17.706214689265536,2.0482326678780693,21,611.0,0.14895546894108,36,1273.0,0.050158335310941646,39,1351.0,0.04205983361454189,23,960.0,0.11956918207833418,119,4195.0
130.0,118,3300.0,18.96551724137931,2.2387962636393803,23,706.0,0.14362405930935332,32,1289.0,0.06702319530764113,36,1510.0,0.056767844919377454,27,1040.0,0.09062020992142063,118,4545.0
135.0,112,3348.0,19.57894736842105,1.9888741634659066,20,687.0,0.08993958426648581,29,1350.0,0.06491175280221352,33,1614.0,0.06462446883892962,30,1171.0,0.02905186553181234,112,4822.0
140.0,112,3229.0,19.6890243902439,2.0192773581235857,20,660.0,0.11367477670606246,29,1462.0,0.08603289138949553,31,1702.0,0.08055121025675985,32,1249.0,0.04484393704574899,112,5073.0
145.0,109,3316.0,20.855345911949687,2.1380417902429945,22,696.0,0.09882561810889763,28,1569.0,0.11547751883845926,29,1707.0,0.10260653594356028,30,1275.0,0.07524116292766085,109,5247.0
150.0,112,3648.0,23.235668789808916,1.8156924445141485,21,767.0,0.10817297860718714,30,1649.0,0.09056802702607693,28,1850.0,0.0663319693812493,33,1435.0,0.06354692351163282,112,5701.0
155.0,121,4092.0,26.745098039215687,0.9503043376536584,22,861.0,0.08681119870827289,32,1801.0,0.0402709640820712,31,2005.0,0.03036709203802256,36,1608.0,0.012073396671860349,121,6275.0
160.0,118,4022.0,26.635761589403973,0.7724762012020598,22,967.0,0.06086614646138518,33,1968.0,0.04038559621461548,30,1919.0,0.03776552425107563,33,1727.0,0.008514001991793724,118,6581.0
165.0,125,4122.0,27.664429530201343,0.867341630748513,25,1091.0,0.06112465410258846,36,2141.0,0.06994035620782064,30,1716.0,0.034681484892779946,34,1819.0,0.03901858812026188,125,6767.0
170.0,116,3986.0,26.93243243243243,0.9330870920808094,23,1122.0,0.06343043553067099,39,2330.0,0.04854843140865005,24,1753.0,0.04554391441192868,30,1927.0,0.04504147578184513,116,7132.0
175.0,110,3803.0,25.87074829931973,1.3151378083107936,20,1049.0,0.04497807598124953,43,2542.0,0.02604120818420836,18,1713.0,0.10371903604794155,29,2012.0,0.10506183455370798,110,7316.0
180.0,105,3584.0,24.54794520547945,1.3518747167280811,19,1093.0,0.051800717551338776,44,2604.0,0.03335912256993033,13,1671.0,0.07879932231776347,29,2141.0,0.08151222560603746,105,7509.0
185.0,105,3595.0,25.13986013986014,1.6751160396895957,18,1080.0,0.15611336533943596,42,2618.0,0.02589007798516388,14,1577.0,0.05024652190485201,31,2294.0,0.07676171510597612,105,7569.0
190.0,113,4028.0,28.56737588652482,1.220659454411253,18,1128.0,0.12178209577272948,45,2836.0,0.009320274693217372,17,1520.0,0.028032945858335708,33,2454.0,0.06137084279592456,113,7938.0
195.0,114,4075.0,29.107142857142858,0.9318682482520422,23,1229.0,0.040424843077707925,47,3066.0,1.9333407330924056e-05,15,1360.0,0.061940349106013586,29,2388.0,0.05025401278515759,114,8043.0
200.0,112,4160.0,30.364963503649633,1.1616116441553805,27,1356.0,0.00012774442498588421,47,3301.0,0.0,15,1438.0,0.12130749976786273,23,2168.0,0.12864837678786184,112,8263.0
205.0,105,4072.0,30.388059701492537,0.9437191742609661,22,1393.0,0.01648330009312564,46,3463.0,0.0,17,1517.0,0.12756599861445683,20,2207.0,0.028047278320576942,105,8580.0
210.0,106,4270.0,32.10526315789474,1.1077105361560464,21,1400.0,0.02329723452573187,46,3693.0,0.0,20,1614.0,0.10718607047916871,19,2303.0,0.025370841933384757,106,9010.0
215.0,108,4646.0,35.196969696969695,1.0520034506776725,22,1507.0,0.02929835404273717,43,3798.0,0.005508248447083396,23,1724.0,0.04618779470615233,20,2318.0,0.026063539016823737,108,9347.0
220.0,108,5142.0,39.25190839694657,1.4396074680428568,22,1617.0,0.02940921132739904,42,3794.0,0.010893712617914735,24,1844.0,0.1182014246443916,20,2153.0,0.10283572717792165,108,9408.0
225.0,105,5517.0,43.44094488188976,1.1627093987877661,20,1640.0,0.015961892761432818,43,4005.0,7.882684557273082e-05,24,1964.0,0.13093236342723363,18,2244.0,0.11706426100353974,105,9853.0
230.0,105,5924.0,47.392,0.8812983644951753,16,1580.0,0.0905067503212611,43,4220.0,0.0,24,2082.0,0.05144946745635534,22,2350.0,0.04301292502168432,105,10232.0
235.0,101,6034.0,49.05691056910569,1.016097280093348,16,1555.0,0.08624944752136997,40,4265.0,0.008096409498659758,22,2058.0,0.009397697489693152,23,2467.0,0.04178709087476165,101,10345.0
240.0,91,5607.0,45.959016393442624,1.087308293344515,17,1636.0,0.048422135357309534,33,4191.0,0.015257233191038402,17,1882.0,0.05101756199915574,24,2584.0,0.01337734439701455,91,10293.0
245.0,88,5494.0,45.032786885245905,1.2180028644265584,19,1729.0,0.00034993506250089774,30,4100.0,0.019889754652243286,16,1959.0,0.05879140359284749,23,2702.0,0.07298727804722341,88,10490.0
250.0,91,4894.0,41.47457627118644,0.738154310457438,20,1829.0,3.1734802384020042e-06,29,4163.0,0.009903667935161632,19,2047.0,0.005068582280930948,23,2521.0,0.08959821190778361,91,10560.0
255.0,93,4401.0,37.939655172413794,0.5124765938743687,15,1760.0,0.018192802255988336,32,4322.0,0.04893753353510957,22,2151.0,0.04234106141956457,24,2508.0,0.00568711208924255,93,10741.0
260.0,97,4506.0,39.18260869565217,0.24250860827944878,12,1829.0,0.02417222464764132,33,4486.0,0.016830720880779176,22,2261.0,0.0429302321991272,30,2651.0,0.0006901016332143964,97,11227.0
265.0,98,4630.0,40.6140350877193,0.19376674451308112,11,1886.0,0.02154656824200673,38,4666.0,0.0029828473568855787,18,2199.0,0.010753564492366112,31,2806.0,3.862823860349912e-05,98,11557.0
270.0,99,4679.0,41.04385964912281,0.5868397281224966,15,1955.0,0.007650909652892474,40,4726.0,0.0005262399317320499,13,2021.0,0.06507699586163479,31,2963.0,0.0501794763659777,99,11665.0
275.0,101,4866.0,42.68421052631579,0.6280920761868729,18,2041.0,0.046414203594478856,41,4930.0,2.9343616759523336e-05,11,2080.0,0.07108805602718357,31,3118.0,0.06485917721491175,101,12169.0
280.0,100,5024.0,44.07017543859649,0.527795637320137,19,2136.0,0.04770202630397537,41,5135.0,0.0,12,2138.0,0.08419877367232706,28,3209.0,0.027208319380830192,100,12618.0
285.0,92,4544.0,39.85964912280702,0.7080187070200883,20,2232.0,3.861914937782375e-05,36,5041.0,0.011492072098926095,15,2207.0,0.09106116216259255,21,3108.0,0.048127130856975224,92,12588.0
290.0,80,3706.0,33.089285714285715,1.0828970221866325,18,2215.0,0.11078093747021614,26,4644.0,0.03766760206434871,17,2293.0,0.11372206564412903,19,3208.0,0.024207362197346243,80,12360.0
295.0,79,3381.0,30.1875,1.0966185087736988,18,2300.0,0.152293694492002,21,4759.0,0.06102500639387313,19,2386.0,0.10880484599489135,21,3306.0,0.020567107495489536,79,12751.0
300.0,85,3307.0,29.526785714285715,0.6021240227065572,18,2390.0,0.0841078488103098,23,4872.0,0.03705336276856147,22,2490.0,0.020284630784858627,22,3181.0,0.015625413228418313,85,12933.0
305.0,85,3426.0,30.589285714285715,0.784750919760224,21,2487.0,0.0023999278128201064,24,4939.0,0.0459018762837097,20,2452.0,0.07615955679015002,20,3153.0,0.036820002892437496,85,13031.0
310.0,71,2922.0,26.807339449541285,1.3913583936609197,19,2582.0,0.012192010824519437,23,4625.0,0.05138693233173855,15,2261.0,0.14225698868911527,14,3000.0,0.13636735265610567,71,12468.0
315.0,67,2561.0,23.495412844036696,1.7161100215918108,18,2662.0,0.02758975060534109,22,4467.0,0.08303818027717672,15,2338.0,0.11021655866709247,12,2791.0,0.1665155373753323,67,12258.0
320.0,68,2615.0,24.212962962962962,1.4976914168978137,19,2754.0,4.214456565284605e-06,21,4574.0,0.08599594512954886,16,2415.0,0.09690406647601892,12,2726.0,0.16891059013317827,68,12469.0
325.0,70,2024.0,18.91588785046729,1.4331271933537595,14,2388.0,0.026961231984206996,24,4686.0,0.12606118279774228,16,2292.0,0.038970373874475356,16,2692.0,0.08065513574754056,70,12058.0
330.0,75,1852.0,17.471698113207548,1.28968915723615,12,2252.0,0.06842369088132877,25,4590.0,0.07249591665514443,16,1967.0,0.057615910010318606,22,2685.0,0.0703764790542066,75,11494.0
335.0,75,1799.0,17.133333333333333,1.3591054843187982,10,1903.0,0.09598779104291559,26,4292.0,0.06481560069108792,16,1892.0,0.01805306577666684,23,2797.0,0.1344513005638839,75,10884.0
340.0,64,1481.0,14.104761904761904,1.8305563911874807,7,1943.0,0.08891148916590601,21,4058.0,0.049654564838350054,13,1678.0,0.059557034152340246,23,2912.0,0.15846315668056737,64,10591.0
345.0,50,1251.0,12.264705882352942,2.3640386076853055,9,1983.0,0.1621103129892209,14,3545.0,0.10612424194360126,8,1523.0,0.122448573040572,19,2959.0,0.14402389497052107,50,10010.0
