step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,2.296461615563021,1,0.0,0.061870293167836224,1,0.0,0.05776229126353929,0,0.0,0.19373363564436172,0,0.0,0.3331959840844093,2,0.0
10.0,1,0.0,0.0,7.476411971865327,0,0.0,0.4852508581909311,0,0.0,0.6261359569642783,0,0.0,0.5039143181626259,1,0.0,0.5911423685515995,1,0.0
15.0,1,0.0,0.0,8.86327623245614,0,0.0,0.6959613221688606,0,0.0,0.6448888931806154,0,0.0,0.7516578972999431,1,0.0,0.5365838351572773,1,0.0
20.0,7,8.0,0.1702127659574468,8.97036980417792,2,0.0,0.6952043801296939,1,0.0,0.7152618682284109,1,2.0,0.7287096583695853,3,6.0,0.5225638756070886,7,8.0
25.0,10,34.0,0.6071428571428571,9.099867830227948,2,2.0,0.6609883851693302,0,0.0,0.8050755682992187,3,10.0,0.6606064504773584,5,22.0,0.5764533882066241,10,34.0
30.0,16,78.0,1.2580645161290323,7.219147336595955,3,11.0,0.6150065389944221,4,3.0,0.48308119272036254,5,22.0,0.3904014626737142,4,42.0,0.5842179377503384,16,78.0
35.0,24,155.0,2.1232876712328768,5.8047355875944575,2,11.0,0.5259523039003549,7,23.0,0.41271807960516665,6,47.0,0.3139125060832655,9,74.0,0.3250966178857087,24,155.0
40.0,37,306.0,3.6867469879518073,4.745459498064063,10,42.0,0.34811476960571913,6,53.0,0.3100500593677061,8,86.0,0.3238585233848863,13,125.0,0.2623661544895514,37,306.0
45.0,43,413.0,4.538461538461538,4.9897596754350175,9,77.0,0.32678013580244564,10,98.0,0.2990254437132233,8,106.0,0.3992751523487433,16,174.0,0.31450325477987706,43,455.0
50.0,46,607.0,5.950980392156863,5.425429634175556,10,111.0,0.40425540245274544,13,158.0,0.3123805039470996,7,112.0,0.43760742886148146,16,241.0,0.33346109211424474,46,622.0
55.0,42,651.0,5.918181818181818,5.528072872094818,12,166.0,0.4180631646029425,9,189.0,0.39693499003632127,6,127.0,0.3538626889308536,15,283.0,0.3606857996466971,42,765.0
